-2.5	-3.2	12017.277	10	10	hline
-2.5	-3.2	12017.277	10	10	vline
-2.5	-3	12017.277	10	10	hline
-2.5	-3	12017.277	10	10	vline
-2.5	-2.8	9613.821	10	10	hline
-2.5	-2.8	9613.821	10	10	vline
-2.7	-3.2	9613.821	10	10	hline
-2.7	-3.2	9613.821	10	10	vline
-2.7	-3	8011.518	10	10	hline
-2.7	-3	8011.518	10	10	vline
-2.7	-2.8	8011.518	10	10	hline
-2.7	-2.8	8011.518	10	10	vline
-2.9	-3.2	6867.015	10	10	hline
-2.9	-3.2	6867.015	10	10	vline
-2.9	-3	6867.015	10	10	hline
-2.9	-3	6867.015	10	10	vline
-2.9	-2.8	6008.638	10	10	hline
-2.9	-2.8	6008.638	10	10	vline
-2.5	-0.2	12017.277	10	10	hline
-2.5	-0.2	12017.277	10	10	vline
-2.5	0	12017.277	10	10	hline
-2.5	0	12017.277	10	10	vline
-2.5	0.2	9613.821	10	10	hline
-2.5	0.2	9613.821	10	10	vline
-2.7	-0.2	9613.821	10	10	hline
-2.7	-0.2	9613.821	10	10	vline
-2.7	0	8011.518	10	10	hline
-2.7	0	8011.518	10	10	vline
-2.7	0.2	8011.518	10	10	hline
-2.7	0.2	8011.518	10	10	vline
-2.9	-0.2	6867.015	10	10	hline
-2.9	-0.2	6867.015	10	10	vline
-2.9	0	6867.015	10	10	hline
-2.9	0	6867.015	10	10	vline
-2.9	0.2	6008.638	10	10	hline
-2.9	0.2	6008.638	10	10	vline
-2.5	2.8	12017.277	10	10	hline
-2.5	2.8	12017.277	10	10	vline
-2.5	3	12017.277	10	10	hline
-2.5	3	12017.277	10	10	vline
-2.5	3.2	9613.821	10	10	hline
-2.5	3.2	9613.821	10	10	vline
-2.7	2.8	9613.821	10	10	hline
-2.7	2.8	9613.821	10	10	vline
-2.7	3	8011.518	10	10	hline
-2.7	3	8011.518	10	10	vline
-2.7	3.2	8011.518	10	10	hline
-2.7	3.2	8011.518	10	10	vline
-2.9	2.8	6867.015	10	10	hline
-2.9	2.8	6867.015	10	10	vline
-2.9	3	6867.015	10	10	hline
-2.9	3	6867.015	10	10	vline
-2.9	3.2	6008.638	10	10	hline
-2.9	3.2	6008.638	10	10	vline
