============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  1 um) ================================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 5457  1 .1986512E+07   1000114E-02  .7638E+02 -.5137E+02   .9999399  .0102791 -.0038225
T 5458  1 .1983019E+07   1000135E-02 -.7296E+00  .3207E+00   .9999985  .0016985  .0002688
T 5459  1 .1982996E+07   1000182E-02  .1154E+02 -.6634E+01   .9999962  .0010989 -.0025248
T 5460  1 .1978865E+07   1000026E-02 -.4675E+00  .3336E+00   .9999998  .0003785  .0004646
T 5461  1 .1985555E+07   1000219E-02  .1010E+02  .2210E+00   .9999916  .0040475  .0006111
T 5462  1 .1985007E+07   1000088E-02  .3521E+00  .2464E+01   .9999963 -.0005846  .0026616
T 5463  1 .1979722E+07   1000089E-02  .1431E+02 -.8120E+01   .9999920  .0036433 -.0016406
T 5464  1 .1983745E+07   1000214E-02 -.4387E+01 -.1240E+02   .9999981  .0002798 -.0019365
T 5465  1 .1986383E+07   1000002E-02 -.4290E+01  .1061E+02   .9999971 -.0021274  .0010906
T 5466  1 .1983282E+07   1000151E-02 -.2109E+01 -.1147E+02   .9999923  .0005189 -.0038852
T 5467  1 .1980668E+07   1000156E-02 -.3823E+01 -.1989E+02   .9999872 -.0003702 -.0050379
T 5468  1 .1985067E+07   1000206E-02 -.1341E+02  .1361E+02   .9999974 -.0019622  .0011842
T 5469  1 .1982745E+07   1000034E-02  .7953E+01  .3562E-01   .9999989  .0012023  .0008134
T 5470  1 .1984516E+07   1000005E-02  .6141E+01 -.1457E+02   .9999951  .0010732 -.0029379
T 5471  1 .1983771E+07   1000080E-02 -.8000E+01 -.2680E+01   .9999967 -.0003310 -.0025361
T 5472  1 .1979379E+07   1000060E-02  .8756E+01  .5818E+01   .9999984  .0011610  .0013517
T 5473  1 .1987538E+07   1000161E-02  .2170E+02 -.1833E+02   .9999914  .0039333 -.0012884
T 5474  1 .1982488E+07   1000073E-02 -.5569E+01  .1246E+02   .9999752  .0024706  .0065988
T 5475  1 .1983611E+07   1000115E-02  .4289E+01 -.1213E+01   .9999983  .0018289  .0002227
T 5476  1 .1983381E+07   1000042E-02 -.3409E+01  .9327E+01   .9999997 -.0004168  .0005962
T 5477  1 .1987157E+07   1000037E-02 -.8221E+00 -.1276E+00   .9999958 -.0002656  .0028976
T 5478  1 .1985384E+07   1000168E-02  .7258E+01 -.1022E+02   .9999986  .0000028 -.0016749
T 5479  1 .1985428E+07   1000127E-02 -.7879E+01 -.5891E+00   .9999863 -.0051902 -.0006482
T 5480  1 .1981543E+07   1000193E-02  .7357E+01 -.1734E+02   .9999696  .0044833 -.0063790
T 5481  1 .1983412E+07   1000134E-02  .1768E+01 -.1483E+00   .9999984  .0016308  .0007106
T 5482  1 .1982673E+07   1000133E-02 -.1899E+01 -.2011E+01   .9999972 -.0023302 -.0003130
T 5483  1 .1988571E+07   1000210E-02 -.1326E+01 -.7479E+00   .9999999  .0003894 -.0002330
T 5484  1 .1988612E+07   1000008E-02  .1264E+02  .8984E+01   .9999903  .0039685  .0018847
T 5485  1 .1988421E+07   1000019E-02  .8139E+01 -.2860E+01   .9999968 -.0008183 -.0023994
T 5486  1 .1979943E+07   1000006E-02  .7276E+00 -.2052E+02   .9999900  .0009268 -.0043747
T 5487  1 .1987868E+07   1000057E-02 -.6729E+01 -.1034E+02   .9999949 -.0014133 -.0028604
T 5488  1 .1979833E+07   1000059E-02  .1243E+02 -.2090E+02   .9999776  .0030888 -.0059428
T 5489  1 .1980297E+07   1000210E-02  .1130E+02  .1139E+01   .9999965  .0026039  .0005144
T 5490  1 .1982203E+07   1000195E-02  .1336E+02 -.1390E+02   .9999955  .0010369 -.0028210
T 5491  1 .1988402E+07   1000219E-02 -.1971E+02 -.3872E+02   .9999411 -.0047852 -.0097415
T 5492  1 .1980086E+07   1000155E-02  .1949E+01  .3588E+02   .9999708 -.0015287  .0074833
T 5493  1 .1988559E+07   1000157E-02 -.8648E+01  .1201E+00   .9999053 -.0129383  .0046919
T 5494  1 .1985419E+07   1000215E-02 -.2337E+01 -.3417E+01   .9999997  .0005366 -.0005836
T 5495  1 .1982841E+07   1000089E-02  .2425E+02  .7218E+02   .9999650  .0042187  .0072211
T 5496  1 .1987821E+07   1000068E-02  .9199E+01 -.1330E+01   .9999865  .0051481 -.0006461
T 5497  1 .1987107E+07   1000082E-02  .4933E+01 -.6122E+01   .9999961  .0007056 -.0027074
T 5498  1 .1982904E+07   1000081E-02  .2051E+01  .3102E+01   .9999974  .0013136  .0018675
T 5499  1 .1982554E+07   1000194E-02 -.1302E+02  .3927E+01   .9999978 -.0018766 -.0009248
T 5500  1 .1980517E+07   1000135E-02  .3663E+02  .4127E+01   .9999751  .0070137  .0008390
T 5501  1 .1984179E+07   1000215E-02 -.3631E+01  .2118E+02   .9999943  .0001298  .0033821
T 5502  1 .1980646E+07   1000150E-02  .1363E+02  .1172E+02   .9999942  .0030335  .0015602
T 5503  1 .1989348E+07   1000098E-02  .1163E+01 -.5919E-01   .9999982  .0010354  .0016002
T 5504  1 .1981215E+07   1000016E-02 -.4479E+01 -.4556E+01   .9999964 -.0014078 -.0022643
T 5505  1 .1988679E+07   1000076E-02 -.5418E+01 -.4741E+01   .9999977 -.0012202 -.0017438
T 5506  1 .1984688E+07   1000173E-02  .1768E+02 -.1098E+02   .9999975  .0019093 -.0011870
T 5507  1 .1987515E+07   1000119E-02  .1317E+02  .1433E+02   .9999814  .0030782  .0052635
T 5508  1 .1984362E+07   1000173E-02  .1539E+02 -.1048E+02   .9999932  .0024688 -.0027273
T 5509  1 .1990089E+07   1000128E-02 -.1167E+02  .4579E+01   .9999972 -.0020390  .0011624
T 5510  1 .1988709E+07   1000144E-02  .1668E+01  .5741E+01   .9999900  .0044533  .0003785
T 5511  1 .1985158E+07   1000048E-02 -.8603E+00  .3218E+01   .9999994 -.0007568  .0008278
T 5512  1 .1986909E+07   1000142E-02  .3902E+01  .4353E+01   .9999989  .0011473  .0008996
T 5513  1 .1985134E+07   1000195E-02 -.2814E+00  .1965E+01   .9999994 -.0001073  .0010568
T 5514  1 .1986705E+07   1000131E-02 -.1305E+01  .2237E+01   .9999999 -.0000420 -.0004959
T 5515  1 .1987969E+07   1000015E-02 -.8729E+00  .7059E+00   .9999981 -.0019510  .0002470
T 5516  1 .1983172E+07   1000108E-02  .6193E+01 -.5071E+01   .9999984  .0013915 -.0011322
T 5517  1 .1985149E+07   1000224E-02  .2636E+01  .1631E+01   .9999996  .0005778 -.0006828
T 5518  1 .1991995E+07   1000098E-02 -.7300E+01  .3555E+02   .9999322  .0030504  .0112363
T 5519  1 .1986050E+07   1000078E-02  .4583E+01  .7735E+00   .9999989  .0005668  .0013576
T 5520  1 .1982177E+07   1000176E-02  .1079E+02 -.2749E+01   .9999986  .0014119 -.0008468
T 5521  1 .1988888E+07   1000001E-02  .1042E+02 -.3640E+01   .9999948  .0022025 -.0023514
T 5522  1 .1980683E+07   1000179E-02  .1383E+01 -.6031E+00   .9999995  .0000253 -.0010319
T 5523  1 .1985796E+07   1000225E-02 -.3451E+01 -.5769E+00   .9999982 -.0011480 -.0014949
T 5524  1 .1986387E+07   1000100E-02  .2093E+00 -.5221E+01   .9999955  .0014444 -.0026110
T 5525  1 .1983880E+07   1000050E-02  .3608E+00  .3332E+01   .9999968  .0024859 -.0005103
T 5526  1 .1986669E+07   1000188E-02  .4033E+00 -.1150E+01   .9999988 -.0014112 -.0006944
T 5527  1 .1988488E+07   1000075E-02  .5587E+01 -.3429E+01   .9999996  .0006151 -.0007103
T 5528  1 .1987788E+07   1000166E-02  .1905E+03 -.1207E+03   .9989755  .0379772 -.0246101
T 5529  1 .1988424E+07   1000160E-02 -.1883E+00  .9871E+00   .9999997 -.0005575  .0004796
T 5530  1 .1982398E+07   1000223E-02 -.4876E+02 -.5088E+01   .9999886 -.0047100  .0007909
T 5531  1 .1981841E+07   1000217E-02 -.9753E+01 -.1265E+01   .9999938 -.0027477  .0022085
T 5532  1 .1983350E+07   1000112E-02 -.1683E+01  .1246E+01   .9999999  .0003687  .0000112
T 5533  1 .1984974E+07   1000136E-02 -.1602E+01 -.8430E+01   .9999991  .0003676 -.0013051
T 5534  1 .1980697E+07   1000112E-02  .6152E+00  .4559E+00   .9999989  .0003120  .0014811
T 5535  1 .1984342E+07   1000001E-02 -.2420E+01 -.4947E+01   .9999940 -.0011156 -.0032745
T 5536  1 .1986334E+07   1000203E-02  .2645E+01 -.1164E+01   .9999999  .0004676  .0002712
T 5537  1 .1979861E+07   1000127E-02 -.1018E+02 -.3502E-01   .9999960 -.0024055 -.0014897
T 5538  1 .1987197E+07   1000072E-02  .9525E+01 -.1269E+02   .9999944  .0017402 -.0028422
T 5539  1 .1981170E+07   1000112E-02  .8874E+01  .9617E+01   .9999824  .0023664  .0054346
T 5540  1 .1984462E+07   1000207E-02 -.2117E+02 -.7595E+01   .9997690 -.0195823 -.0088552
T 5541  1 .1986270E+07   1000225E-02  .1680E+01  .1413E+01   .9999908  .0003763  .0042623
T 5542  1 .1986738E+07   1000163E-02 -.3478E+01 -.2843E+01   .9999996 -.0005041 -.0007765
T 5543  1 .1985370E+07   1000154E-02 -.5530E+00  .6145E+01   .9999989  .0010424  .0010537
T 5544  1 .1985374E+07   1000031E-02 -.1326E+02 -.9970E+01   .9999924 -.0032511 -.0021417
T 5545  1 .1985625E+07   1000186E-02 -.6493E+00  .5183E+01   .9999995 -.0005783  .0008231
T 5546  1 .1981194E+07   1000065E-02  .1374E+01  .9421E+01   .9999955  .0007130  .0029166
T 5547  1 .1989808E+07   1000220E-02  .5600E+01 -.1584E+01   .9999995  .0001452 -.0009853
T 5548  1 .1982349E+07   1000129E-02  .9144E+01  .4237E+01   .9999969  .0024485  .0004930
T 5549  1 .1982673E+07   1000084E-02 -.1575E+01 -.2535E+01   .9999998 -.0001043 -.0006706
T 5550  1 .1984982E+07   1000076E-02 -.6238E+02  .9096E+02   .9995763 -.0140434  .0254933
T 5551  1 .1983832E+07   1000147E-02 -.2453E+00  .2785E+01   .9999982  .0004464  .0018197
T 5552  1 .1985425E+07   1000005E-02  .2185E+01  .2090E+01   .9999970  .0007019 -.0023452
T 5553  1 .1987564E+07   1000078E-02  .1064E+02 -.8267E+01   .9999947  .0023049 -.0022781
T 5554  1 .1987584E+07   1000093E-02 -.3092E+01  .1535E+02   .9999972 -.0023265  .0003702
T 5555  1 .1981445E+07   1000177E-02  .7535E+01  .4158E+01   .9999925  .0029705  .0024881
T 5556  1 .1985395E+07   1000122E-02 -.3012E+01 -.1577E+02   .9999908 -.0000879 -.0042848
T 5557  1 .1983216E+07   1000041E-02 -.3073E+01 -.9001E+01   .9999991  .0006411 -.0011480
T 5558  1 .1987814E+07   1000226E-02  .5659E+01 -.4288E+01   .9999967  .0020756 -.0015397
T 5559  1 .1981044E+07   1000167E-02 -.1183E+01 -.3995E+01   .9999991 -.0013015 -.0003758
T 5560  1 .1988327E+07   1000207E-02  .3487E+01  .3435E-01   .9999999  .0004509 -.0001883
T 5561  1 .1983665E+07   1000199E-02  .1424E+02  .2549E+02   .9999909  .0013667  .0040383
T 5562  1 .1984970E+07   1000040E-02  .7493E+00  .2006E+01   .9999993 -.0002051  .0011739
T 5563  1 .1980462E+07   1000078E-02  .1352E+01  .2718E+01   .9999992  .0012632  .0000662
T 5564  1 .1986200E+07   1000112E-02 -.5855E+00 -.1793E+01   .9999982 -.0016159 -.0009956
T 5565  1 .1988438E+07   1000207E-02  .4212E+01  .7018E+01   .9999916  .0036631  .0018137
T 5566  1 .1984344E+07   1000066E-02 -.1811E+01 -.2109E+00   .9999988 -.0015347  .0002161
T 5567  1 .1983818E+07   1000159E-02 -.3288E+02 -.1222E+02   .9999902 -.0044030 -.0004651
T 5568  1 .1979730E+07   1000125E-02  .5994E+01  .3621E+01   .9999969  .0021560  .0012238
T 5569  1 .1984580E+07   1000208E-02 -.3902E+01  .4453E+01   .9999996 -.0005907  .0007295
T 5570  1 .1989260E+07   1000067E-02  .5584E+01 -.1000E+02   .9999811  .0028826 -.0054258
T 5571  1 .1989082E+07   1000180E-02  .1510E+02 -.2938E+02   .9999873  .0036852 -.0034322
T 5572  1 .1980903E+07   1000208E-02 -.2946E+00 -.4201E+01   .9999997  .0000020 -.0007813
T 5573  1 .1982516E+07   1000140E-02  .8601E+01  .2400E+02   .9999915  .0026473  .0031495
T 5574  1 .1988328E+07   1000207E-02  .2624E+01 -.9142E+00   .9999988  .0012685 -.0008356
T 5575  1 .1987476E+07   1000195E-02 -.4860E+00  .1136E+01   .9999978 -.0014995  .0014338
T 5576  1 .1988581E+07   1000174E-02 -.8150E+01  .5226E+01   .9999994 -.0010639  .0001318
T 5577  1 .1984924E+07   1000114E-02  .1140E+02 -.1214E+02   .9999880  .0022113 -.0043792
T 5578  1 .1984764E+07   1000044E-02  .1395E+00  .1277E+02   .9999954  .0011887  .0027914
T 5579  1 .1981506E+07   1000066E-02 -.2654E+01  .5530E+01   .9999966 -.0009923  .0024196
T 5580  1 .1987946E+07   1000096E-02  .2123E+02 -.9716E+01   .9999843  .0054549 -.0012768
T 5581  1 .1988379E+07   1000040E-02  .4159E+00 -.1158E+01   .9999988  .0015340  .0001064
T 5582  1 .1981276E+07   1000006E-02  .1870E+01  .2711E+00   .9999983  .0018469  .0001390
T 5583  1 .1988388E+07   1000187E-02 -.2363E+01 -.4776E+01   .9999985 -.0016110 -.0006903
T 5584  1 .1986267E+07   1000199E-02  .1064E+02  .1046E+01   .9999973  .0022232  .0006797
T 5585  1 .1982793E+07   1000166E-02 -.1685E+02 -.2145E+02   .9999610 -.0030970 -.0082655
T 5586  1 .1984387E+07   1000093E-02 -.1023E+02  .1296E+02   .9999972 -.0013264  .0019726
T 5587  1 .1985040E+07   1000117E-02  .1424E+02  .2619E+02   .9999928  .0008063  .0037017
T 5588  1 .1985658E+07   1000041E-02  .1186E+02  .1441E+02   .9999969 -.0018915  .0016390
T 5589  1 .1984298E+07   1000204E-02 -.1025E+02  .2683E+01   .9999990 -.0005126  .0013238
T 5590  1 .1985357E+07   1000120E-02  .1250E+02 -.7685E+01   .9999951  .0028268 -.0013082
T 5591  1 .1983199E+07   1000089E-02  .3069E+01 -.9711E+00   .9999996  .0007186 -.0005389
T 5592  1 .1985209E+07   1000030E-02 -.3675E+02 -.1080E+02   .9999655 -.0082483 -.0009429
T 5593  1 .1985367E+07   1000161E-02  .1740E+02 -.3286E+01   .9999974  .0022652 -.0003675
T 5594  1 .1982095E+07   1000218E-02 -.5584E+01  .5664E+01   .9999967 -.0015605  .0020455
T 5595  1 .1981925E+07   1000136E-02 -.1751E+01 -.3197E+01   .9999996 -.0008138  .0004132
T 5596  1 .1980450E+07   1000204E-02 -.6073E+01  .2219E+01   .9999979 -.0019525  .0005689
T 5597  1 .1984502E+07   1000174E-02 -.5445E+01  .3272E+01   .9999917 -.0029540  .0027946
T 5598  1 .1987235E+07   1000142E-02 -.4066E+01  .7607E+01   .9999994 -.0004425  .0009850
T 5599  1 .1988529E+07   1000087E-02  .9969E+01 -.2080E+02   .9999679  .0060856 -.0052167
T 5600  1 .1985350E+07   1000125E-02 -.6180E+01  .1501E+02   .9999930 -.0018018  .0032716
T 5601  1 .1988013E+07   1000175E-02 -.8188E+01 -.2840E+00   .9999985 -.0017370 -.0000134
T 5602  1 .1988089E+07   1000089E-02  .2209E+01 -.1970E+01   .9999982  .0009137 -.0016499
T 5603  1 .1984636E+07   1000017E-02  .3480E+00  .5145E+01   .9999864  .0005153  .0051821
T 5604  1 .1981866E+07   1000187E-02  .2058E+01 -.4283E+01   .9999958  .0025855 -.0013115
T 5605  1 .1980281E+07   1000072E-02 -.4490E+01 -.4097E+01   .9999979 -.0012186 -.0016601
T 5606  1 .1981972E+07   1000154E-02 -.1310E+02 -.1062E+02   .9999906 -.0031480 -.0029979
T 5607  1 .1987668E+07   1000196E-02 -.9668E+01 -.2693E+01   .9999992 -.0012921 -.0001718
T 5608  1 .1982832E+07   1000146E-02  .1617E+01  .1453E+02   .9999801 -.0023520  .0058620
T 5609  1 .1983444E+07   1000099E-02  .2083E+01  .1353E+02   .9999882 -.0018300  .0045050
T 5610  1 .1985980E+07   1000184E-02  .3295E+00  .2928E+01   .9999968  .0007354  .0024150
T 5611  1 .1989388E+07   1000060E-02  .1095E+01  .1871E+01   .9999998 -.0003116  .0005581
T 5612  1 .1984608E+07   1000021E-02  .7956E+00  .4389E+00   .9999998 -.0001959 -.0005188
T 5613  1 .1985441E+07   1000103E-02  .2436E+02 -.3282E+02   .9999743  .0037768 -.0061010
T 5614  1 .1987347E+07   1000180E-02  .1519E+01 -.8006E+01   .9999999  .0000063 -.0000589
T 5615  1 .1986010E+07   1000047E-02 -.5063E+01  .2704E+01   .9999954 -.0013094  .0027234
T 5616  1 .1985691E+07   1000200E-02  .6798E+01  .3665E+01   .9999972  .0023156 -.0005123
T 5617  1 .1987196E+07   1000095E-02  .6884E+01  .7034E+01   .9999979  .0014106  .0014742
T 5618  1 .1989920E+07   1000112E-02 -.6004E+01  .5473E+01   .9999968 -.0017231  .0018420
T 5619  1 .1986621E+07   1000164E-02 -.6782E+01 -.1729E+02   .9999851 -.0021902 -.0050043
T 5620  1 .1979224E+07   1000033E-02  .2038E+02 -.3121E+01   .9999925  .0038822  .0000781
T 5621  1 .1984250E+07   1000108E-02 -.4826E+01  .7944E+00   .9999992 -.0011929  .0003668
T 5622  1 .1985007E+07   1000170E-02 -.7885E+01  .1543E+02   .9999970 -.0020962  .0012590
T 5623  1 .1988341E+07   1000010E-02  .2002E+02  .2592E+02   .9999915  .0020460  .0035701
T 5624  1 .1985746E+07   1000014E-02 -.1541E+02 -.2003E+02   .9999771 -.0027843 -.0061676
T 5625  1 .1985903E+07   1000122E-02  .1749E+02  .2755E+01   .9999981  .0018438  .0006881
T 5626  1 .1988012E+07   1000169E-02 -.7310E+01 -.8266E+01   .9999960 -.0017351 -.0022166
T 5627  1 .1982020E+07   1000224E-02  .2432E+01  .2023E+01   .9999998  .0005833 -.0000393
T 5628  1 .1984147E+07   1000013E-02 -.2565E+01 -.9405E+01   .9999964 -.0012500 -.0023640
T 5629  1 .1982675E+07   1000191E-02  .3558E+01  .5680E+01   .9999945  .0012246  .0030967
T 5630  1 .1983157E+07   1000131E-02 -.7877E+01  .2906E+01   .9999857 -.0049023  .0021148
T 5631  1 .1983574E+07   1000023E-02 -.4663E+01 -.5131E+01   .9999919 -.0029302 -.0027554
T 5632  1 .1986513E+07   1000145E-02 -.5010E+00  .8411E+00   .9999992 -.0010369 -.0007806
T 5633  1 .1983279E+07   1000006E-02  .1321E+01  .1148E+02   .9999990 -.0012897  .0005762
T 5634  1 .1980519E+07   1000153E-02  .3754E-01  .2377E+01   .9999906 -.0020305  .0038217
T 5635  1 .1985854E+07   1000003E-02 -.8184E+01  .3578E+02   .9999816 -.0007404  .0060194
T 5636  1 .1986392E+07   1000123E-02  .2645E+01  .1232E+02   .9999973 -.0003105  .0023073
T 5637  1 .1983419E+07   1000188E-02  .1730E+02  .3184E+01   .9999943  .0030072  .0015062
T 5638  1 .1979746E+07   1000134E-02 -.1109E+02  .7957E+01   .9999965 -.0011451  .0023837
T 5639  1 .1986403E+07   1000139E-02 -.2431E+01 -.4337E+01   .9999997  .0001717 -.0007684
T 5640  1 .1984334E+07   1000140E-02  .2093E+01  .1350E+02   .9999962  .0015183  .0022905
T 5641  1 .1981955E+07   1000106E-02  .7197E+01  .2240E+01   .9999990  .0014009 -.0000956
T 5642  1 .1992458E+07   1000065E-02  .9249E+01  .1632E+02   .9999864  .0038023  .0035789
T 5643  1 .1985520E+07   1000161E-02 -.3944E+01 -.6027E+01   .9999996  .0004731 -.0007770
T 5644  1 .1989016E+07   1000182E-02 -.4189E+01 -.9871E+01   .9999978 -.0014196 -.0015672
T 5645  1 .1981297E+07   1000024E-02 -.3520E+00 -.7051E+00   .9999995 -.0007672 -.0005847
T 5646  1 .1984110E+07   1000197E-02  .1444E+00  .1824E+02   .9999946  .0014837  .0029196
T 5647  1 .1990467E+07   1000088E-02 -.1409E+01 -.1341E+02   .9999662  .0015636 -.0080680
T 5648  1 .1984400E+07   1000108E-02 -.1808E+01 -.9649E+00   .9999998 -.0006322  .0002379
T 5649  1 .1985506E+07   1000172E-02  .9101E+00  .1728E+01   .9999996  .0008823 -.0000576
T 5650  1 .1988617E+07   1000038E-02  .2627E+01 -.8274E+00   .9999996  .0008875  .0001891
T 5651  1 .1986262E+07   1000153E-02 -.2641E+02  .4037E+01   .9999932 -.0035295  .0010856
T 5652  1 .1987761E+07   1000005E-02 -.4115E+01  .2884E+01   .9999968 -.0016488  .0019196
T 5653  1 .1982128E+07   1000219E-02 -.5187E+01 -.1362E+01   .9999912  .0035572 -.0022340
T 5654  1 .1986209E+07   1000187E-02 -.3684E+01 -.9119E+00   .9999966 -.0024247  .0009657
T 5655  1 .1985568E+07   1000175E-02  .1322E+02 -.2556E+01   .9999971  .0023938 -.0002396
T 5656  1 .1984918E+07   1000121E-02 -.2393E+01  .5494E+01   .9999983 -.0018248 -.0001018
T 5657  1 .1986207E+07   1000205E-02 -.1313E+02 -.6439E-01   .9999994 -.0010864 -.0000317
T 5658  1 .1983146E+07   1000048E-02  .2414E+01  .1526E+02   .9999952 -.0002001  .0031066
T 5659  1 .1983472E+07   1000136E-02  .5921E+00 -.2087E+02   .9999929  .0004019 -.0037587
T 5660  1 .1983166E+07   1000142E-02 -.5449E+01  .7617E+01   .9999971 -.0003591  .0023868
T 5661  1 .1988073E+07   1000018E-02 -.3561E+01  .2108E+01   .9999945 -.0021207  .0025626
T 5662  1 .1980921E+07   1000203E-02 -.1348E+02 -.1019E+02   .9999815 -.0056199 -.0023073
T 5663  1 .1984500E+07   1000073E-02 -.4028E+00 -.4776E+01   .9999978  .0007493 -.0019435
T 5664  1 .1986688E+07   1000163E-02 -.2528E+01  .5978E+01   .9999997 -.0003499 -.0006816
T 5665  1 .1982118E+07   1000188E-02  .6045E+01  .2410E+01   .9999973  .0022759 -.0005054
T 5666  1 .1985723E+07   1000130E-02  .7455E+00 -.2244E+01   .9999977  .0000998 -.0021368
T 5667  1 .1980580E+07   1000169E-02  .1983E+02 -.3541E+01   .9999972  .0021957 -.0008861
T 5668  1 .1988895E+07   1000200E-02  .1653E+02  .5338E+01   .9999914  .0037739  .0017263
T 5669  1 .1985098E+07   1000029E-02  .1516E+01  .3849E+01   .9999997 -.0005921  .0004585
T 5670  1 .1984663E+07   1000030E-02  .1098E+01  .3297E+01   .9999986  .0016103  .0003488
T 5671  1 .1986083E+07   1000028E-02  .3029E+01  .9670E+00   .9999987  .0014023  .0007437
T 5672  1 .1985568E+07   1000182E-02 -.3177E+02 -.8733E+01   .9999921 -.0039047 -.0008017
T 5673  1 .1983259E+07   1000213E-02  .1472E+01 -.4900E+01   .9999981 -.0006141 -.0018421
T 5674  1 .1988496E+07   1000175E-02  .5146E+01 -.1174E+02   .9999911  .0015269 -.0039403
T 5675  1 .1985719E+07   1000165E-02  .3189E+01 -.5191E+01   .9999986  .0008857 -.0014327
T 5676  1 .1982634E+07   1000185E-02  .3021E+01  .9488E+01   .9999992 -.0003917  .0012002
T 5677  1 .1985408E+07   1000160E-02  .7094E+01 -.2220E+01   .9999985  .0016804 -.0005190
T 5678  1 .1988634E+07   1000179E-02 -.1039E+02  .6122E+01   .9999971 -.0019187  .0014411
T 5679  1 .1985738E+07   1000126E-02 -.5501E+00 -.1272E+01   .9999975 -.0011974 -.0018874
T 5680  1 .1980810E+07   1000119E-02 -.2289E+01  .6026E+01   .9999974 -.0012725  .0018795
T 5681  1 .1986510E+07   1000002E-02 -.4053E+00  .6785E+00   .9999991  .0013068  .0003209
T 5682  1 .1985660E+07   1000054E-02  .4356E+00  .1972E+01   .9999962 -.0021461 -.0017049
T 5683  1 .1986774E+07   1000001E-02 -.1642E+01  .2374E+01   .9999834  .0021134 -.0053668
T 5684  1 .1990277E+07   1000007E-02  .2891E+01 -.1341E+02   .9999996  .0002786 -.0008131
T 5685  1 .1982361E+07   1000225E-02  .2822E-01  .1147E+00   .9999991 -.0005338  .0011908
T 5686  1 .1986198E+07   1000218E-02 -.2389E+01 -.3464E+01   .9999999 -.0001579 -.0004247
T 5687  1 .1982292E+07   1000127E-02  .6839E+01 -.9156E+00   .9999971  .0012528 -.0020348
T 5688  1 .1983781E+07   1000206E-02  .5398E+01 -.1242E+02   .9999999 -.0000224 -.0003129
T 5689  1 .1991432E+07   1000159E-02  .5173E-01 -.3502E+01   .9999992  .0010607 -.0006987
T 5690  1 .1981990E+07   1000170E-02  .3086E+02 -.8113E+01   .9999865  .0051024 -.0010248
T 5691  1 .1985620E+07   1000160E-02  .1628E+01  .5741E+01   .9999938 -.0003505  .0035106
T 5692  1 .1983558E+07   1000058E-02  .6788E+01 -.1026E+02   .9999946  .0019582 -.0026346
T 5693  1 .1991163E+07   1000026E-02 -.3169E+02  .6755E+00   .9999904 -.0041517  .0013662
T 5694  1 .1980270E+07   1000148E-02  .2439E+01 -.1015E+02   .9999932 -.0005729 -.0036343
T 5695  1 .1988114E+07   1000134E-02 -.3353E+01  .7766E+01   .9999995 -.0001548  .0009627
T 5696  1 .1984265E+07   1000189E-02  .1090E+02  .3820E+01   .9999722  .0070371  .0024825
T 5697  1 .1980654E+07   1000197E-02 -.3423E+02  .1643E+02   .9999757 -.0062952  .0030009
T 5698  1 .1982391E+07   1000124E-02  .9331E+00 -.1554E+02   .9999983  .0011861 -.0014102
T 5699  1 .1991016E+07   1000027E-02  .1889E+02  .2848E+01   .9999923  .0039026  .0003070
T 5700  1 .1979129E+07   1000027E-02  .1667E+01  .5785E+00   .9999995  .0003409 -.0009464
T 5701  1 .1987479E+07   1000202E-02 -.9466E+01 -.1122E+02   .9999972  .0005654 -.0022767
T 5702  1 .1981370E+07   1000129E-02  .7536E+01 -.2051E+02   .9999955 -.0007063 -.0029316
T 5703  1 .1989233E+07   1000135E-02 -.9929E+00 -.4447E+01   .9999995  .0000062 -.0010111
T 5704  1 .1983619E+07   1000006E-02  .1179E+01  .4709E+01   .9999895  .0044840  .0009468
T 5705  1 .1981845E+07   1000060E-02 -.7136E+01 -.2216E+01   .9999988 -.0015153 -.0002485
T 5706  1 .1985517E+07   1000097E-02 -.5017E+01 -.6731E+01   .9999886 -.0021696 -.0042642
T 5707  1 .1989846E+07   1000198E-02 -.5593E+01 -.1130E+02   .9999970 -.0012847 -.0021013
T 5708  1 .1986829E+07   1000219E-02  .9737E+01  .7845E+00   .9999974  .0022422  .0004756
T 5709  1 .1983814E+07   1000182E-02 -.4853E+01  .1691E+01   .9999946 -.0032291 -.0006156
T 5710  1 .1988740E+07   1000001E-02  .7978E+01 -.8279E+00   .9999977  .0017484 -.0012339
T 5711  1 .1984385E+07   1000153E-02  .4670E+01  .5356E+01   .9999928  .0035513  .0013639
T 5712  1 .1986245E+07   1000080E-02  .2589E+01  .2303E+01   .9999958  .0024591  .0015372
T 5713  1 .1987482E+07   1000018E-02  .4631E+01  .4843E+01   .9999950  .0031693  .0001534
