============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  1 um) ================================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1888  1 .1987461E+07   1000146E-02  .3573E+01 -.8805E+01   .9999822  .0029256 -.0052075
T 1889  1 .1979860E+07   1000022E-02 -.9550E-01  .8056E+00   .9999999 -.0001234  .0002652
T 1890  1 .1985672E+07   1000045E-02 -.1270E+02  .4804E+01   .9999977 -.0021249  .0002881
T 1891  1 .1984639E+07   1000159E-02  .4480E+01  .4312E+01   .9999972  .0018220  .0015370
T 1892  1 .1983759E+07   1000044E-02 -.1326E+01  .2116E+01   .9999998 -.0005128  .0003376
T 1893  1 .1985169E+07   1000202E-02 -.9734E+01 -.4081E+01   .9999984 -.0015509 -.0009059
T 1894  1 .1979833E+07   1000049E-02  .1588E+01 -.5013E+01   .9999994  .0004859 -.0010158
T 1895  1 .1988240E+07   1000197E-02  .6732E+01  .6905E+01   .9999867  .0028086  .0043309
T 1896  1 .1980556E+07   1000166E-02  .3559E+01  .1423E+01   .9999999  .0001221 -.0000888
T 1897  1 .1986555E+07   1000201E-02  .2086E+01 -.1175E+01   .9999997  .0004469 -.0006449
T 1898  1 .1980929E+07   1000190E-02 -.7924E+00  .1009E+02   .9999942 -.0002513  .0034052
T 1899  1 .1982878E+07   1000213E-02 -.1357E+01 -.1930E+02   .9999934 -.0001093 -.0036394
T 1900  1 .1980367E+07   1000102E-02 -.7261E+01 -.8244E+01   .9999970 -.0015723 -.0018691
T 1901  1 .1988853E+07   1000210E-02 -.2542E+01 -.2116E+01   .9999995 -.0010213  .0000748
T 1902  1 .1983712E+07   1000124E-02  .3373E+00 -.1080E+01   .9999999  .0004713  .0000679
T 1903  1 .1985747E+07   1000220E-02  .1390E+00  .9582E+00   .9999899 -.0013174  .0042915
T 1904  1 .1980164E+07   1000200E-02  .1284E+01 -.2827E+01   .9999983  .0014144 -.0011527
T 1905  1 .1986150E+07   1000029E-02  .8114E+02  .9538E+02   .9997467  .0135574  .0179657
T 1906  1 .1989410E+07   1000071E-02 -.1368E+02 -.1475E+02   .9999893 -.0039871 -.0023538
T 1907  1 .1982747E+07   1000060E-02 -.7905E+01 -.8502E+01   .9999989 -.0010939 -.0010471
T 1908  1 .1986016E+07   1000218E-02 -.3438E+02 -.4470E+02   .9999640 -.0039160 -.0075246
T 1909  1 .1984661E+07   1000196E-02  .4344E+01  .5522E+00   .9999994  .0003433 -.0009922
T 1910  1 .1988497E+07   1000054E-02  .8344E-01 -.9100E+01   .9999968 -.0002262 -.0025343
T 1911  1 .1984162E+07   1000161E-02 -.1021E+02 -.3587E+01   .9999692 -.0078357  .0003792
T 1912  1 .1984987E+07   1000195E-02 -.2014E+01 -.1127E+02   .9999966 -.0017077 -.0019845
T 1913  1 .1983307E+07   1000015E-02 -.1391E+01  .3007E+01   .9999999 -.0002084 -.0002563
T 1914  1 .1986511E+07   1000043E-02  .6682E+00  .6582E+00   .9999992  .0007556  .0010456
T 1915  1 .1978872E+07   1000172E-02  .1924E+01  .2519E+01   .9999999  .0003580  .0002475
T 1916  1 .1986543E+07   1000118E-02  .2424E+01  .1151E+02   .9999877  .0024759  .0042942
T 1917  1 .1989648E+07   1000180E-02 -.4205E+00 -.4284E+01   .9999976 -.0003518 -.0021593
T 1918  1 .1985841E+07   1000152E-02  .2062E+01 -.2533E+01   .9999987  .0010489 -.0012232
T 1919  1 .1978035E+07   1000147E-02  .1270E+02  .1035E+02   .9999730  .0061486  .0040206
T 1920  1 .1985627E+07   1000084E-02 -.1032E+02 -.3276E+01   .9999936 -.0035692 -.0001815
T 1921  1 .1986591E+07   1000037E-02  .3551E+00  .2313E+02   .9999584 -.0022476  .0088419
T 1922  1 .1985128E+07   1000152E-02  .1161E+01  .9252E+01   .9999978  .0008826  .0019178
T 1923  1 .1982072E+07   1000186E-02 -.1066E+02  .1026E+02   .9999976 -.0018834  .0011002
T 1924  1 .1986068E+07   1000069E-02 -.6048E+01  .2411E+01   .9999999  .0003598 -.0003639
T 1925  1 .1983001E+07   1000090E-02  .1119E+02  .3434E+01   .9999863  .0044988  .0026797
T 1926  1 .1991113E+07   1000224E-02  .8778E+01  .2177E+01   .9999967  .0019844  .0016266
T 1927  1 .1981473E+07   1000171E-02 -.2718E+01 -.3179E+02   .9998819 -.0012065 -.0153228
T 1928  1 .1982902E+07   1000226E-02  .3502E+01  .8439E+01   .9999418  .0078155  .0074396
T 1929  1 .1979106E+07   1000019E-02 -.2531E+01  .3043E+01   .9999971 -.0009985  .0021922
T 1930  1 .1989848E+07   1000081E-02 -.6512E+01  .7341E+01   .9999986 -.0014753  .0007251
T 1931  1 .1986314E+07   1000096E-02  .1148E+00  .6672E+01   .9999930  .0014175  .0034662
T 1932  1 .1985252E+07   1000057E-02 -.1816E+02 -.1014E+02   .9999920 -.0039201 -.0007803
T 1933  1 .1985266E+07   1000157E-02  .7284E+01  .4760E+01   .9999990  .0012610  .0006468
T 1934  1 .1981966E+07   1000085E-02 -.3034E+01  .7087E+01   .9999997  .0005787  .0005718
T 1935  1 .1980074E+07   1000186E-02  .7711E+00 -.4961E+01   .9999998  .0003755 -.0005338
T 1936  1 .1988956E+07   1000007E-02  .1543E+00  .1927E+00   .9999999 -.0003042 -.0003269
T 1937  1 .1985773E+07   1000169E-02  .1654E+01  .4305E+01   .9999987  .0003659  .0015804
T 1938  1 .1985583E+07   1000099E-02  .1056E+02  .6932E+01   .9999834  .0033043  .0047289
T 1939  1 .1984582E+07   1000001E-02 -.1195E+02 -.1423E+01   .9999989 -.0014653 -.0002718
T 1940  1 .1986364E+07   1000160E-02 -.1082E+02 -.4462E+01   .9999992 -.0010662 -.0006808
T 1941  1 .1982850E+07   1000220E-02  .8121E+01  .3194E+01   .9999982  .0001413  .0018755
T 1942  1 .1983447E+07   1000143E-02 -.3561E+01 -.5314E+01   .9999996 -.0003216 -.0007736
T 1943  1 .1988560E+07   1000143E-02  .1056E+01  .1386E+01   .9999983  .0010629 -.0015014
T 1944  1 .1981581E+07   1000075E-02 -.9178E+00 -.3098E+01   .9999998 -.0004180 -.0005334
T 1945  1 .1989725E+07   1000003E-02 -.8500E+01  .2179E+01   .9999988 -.0013325  .0007653
T 1946  1 .1980768E+07   1000170E-02 -.9199E+01  .5680E+01   .9999983 -.0002817 -.0017969
T 1947  1 .1987183E+07   1000099E-02 -.7960E+01  .6870E+01   .9999975 -.0012801  .0018245
T 1948  1 .1989668E+07   1000221E-02  .1254E+02 -.1054E+02   .9999967  .0022272 -.0012947
T 1949  1 .1982664E+07   1000109E-02  .9725E+01  .4612E+01   .9999939  .0030319  .0017609
T 1950  1 .1989117E+07   1000156E-02 -.9519E+01  .1417E+02   .9999959  .0008640  .0027340
T 1951  1 .1985217E+07   1000183E-02  .8349E+00  .9832E+01   .9999794 -.0019623  .0061066
T 1952  1 .1979928E+07   1000027E-02  .2851E+01  .1395E+01   .9999984  .0009395  .0015457
T 1953  1 .1986390E+07   1000066E-02 -.8656E+01 -.4726E+01   .9999872 -.0042441 -.0027437
T 1954  1 .1990512E+07   1000106E-02  .4572E+01  .2173E+01   .9999991  .0010006  .0009214
T 1955  1 .1982305E+07   1000141E-02 -.1083E+02 -.3394E+01   .9999985 -.0000905 -.0017417
T 1956  1 .1985401E+07   1000133E-02  .4888E+00 -.8697E+01   .9999970  .0004877 -.0023875
T 1957  1 .1984353E+07   1000073E-02  .1791E+02  .1460E+01   .9999943  .0030910 -.0013780
T 1958  1 .1983820E+07   1000046E-02 -.6611E+01  .1149E+02   .9999948 -.0014044  .0028880
T 1959  1 .1981549E+07   1000213E-02 -.1108E+02  .2117E+02   .9999647 -.0030017  .0078487
T 1960  1 .1987310E+07   1000070E-02  .2941E+01 -.5201E+01   .9999725  .0020689 -.0071162
T 1961  1 .1986243E+07   1000133E-02 -.6917E+01  .9214E+01   .9999931 -.0024061  .0028168
T 1962  1 .1981287E+07   1000098E-02 -.7144E+01 -.5792E+01   .9999962 -.0014901 -.0023389
T 1963  1 .1984736E+07   1000139E-02 -.2084E+01  .1771E+02   .9999929 -.0011841  .0035807
T 1964  1 .1984925E+07   1000096E-02  .3852E+01 -.8436E-01   .9999996  .0009048 -.0001194
T 1965  1 .1987309E+07   1000212E-02 -.4298E+01 -.3527E+01   .9999993 -.0011406 -.0004007
T 1966  1 .1980736E+07   1000192E-02  .5542E+01 -.1223E+02   .9999996 -.0006042  .0006691
T 1967  1 .1983209E+07   1000167E-02  .1009E+01 -.2638E+00   .9999990  .0013902 -.0000671
T 1968  1 .1984167E+07   1000081E-02 -.1602E+01  .3569E+01   .9999979 -.0011909  .0016382
T 1969  1 .1982230E+07   1000205E-02  .2769E+01  .1682E+02   .9999894  .0023587  .0039426
T 1970  1 .1983851E+07   1000128E-02  .2724E+01  .5782E+01   .9999980  .0010937  .0017004
T 1971  1 .1986895E+07   1000063E-02 -.1859E+02 -.1480E+01   .9999893 -.0046218  .0003396
T 1972  1 .1980044E+07   1000201E-02 -.1690E+01 -.2077E+01   .9999999 -.0002967 -.0001470
T 1973  1 .1985371E+07   1000027E-02 -.6932E+01 -.2921E+02   .9999898 -.0003676 -.0044994
T 1974  1 .1981573E+07   1000007E-02 -.7920E+01 -.1237E+02   .9999917 -.0020045 -.0035585
T 1975  1 .1985094E+07   1000188E-02 -.8874E+00  .1209E+01   .9999984 -.0016370 -.0007175
T 1976  1 .1982818E+07   1000012E-02  .2585E+01  .7672E+01   .9999980  .0000809  .0019756
T 1977  1 .1982875E+07   1000207E-02 -.1873E+02  .2449E+02   .9999794 -.0048934  .0041556
T 1978  1 .1983521E+07   1000128E-02 -.4302E+01  .2983E+01   .9999971 -.0023713  .0002831
T 1979  1 .1989544E+07   1000069E-02  .1511E+01  .2983E+01   .9999990 -.0007904 -.0011841
T 1980  1 .1981324E+07   1000032E-02  .8842E+01 -.7155E+01   .9999929  .0029563 -.0023204
T 1981  1 .1985831E+07   1000109E-02 -.1993E+02 -.1156E+02   .9999489 -.0086154 -.0052881
T 1982  1 .1983267E+07   1000004E-02  .5861E+01 -.5016E+01   .9999704  .0029276 -.0071210
T 1983  1 .1980479E+07   1000167E-02 -.1363E+02 -.2470E+01   .9999929 -.0035589 -.0012302
T 1984  1 .1985439E+07   1000189E-02  .4537E+01 -.3286E+01   .9999995  .0010184 -.0001826
T 1985  1 .1985851E+07   1000188E-02  .1852E+01  .2608E+00   .9999998  .0004426  .0005328
T 1986  1 .1989214E+07   1000062E-02 -.9538E+01 -.3461E+01   .9999966 -.0022186 -.0014026
T 1987  1 .1980320E+07   1000075E-02 -.8091E+00  .3049E+01   .9999997  .0007091  .0001610
T 1988  1 .1989583E+07   1000133E-02 -.1836E+01  .1041E+02   .9999994 -.0005989  .0009624
T 1989  1 .1987148E+07   1000064E-02  .8505E+01  .2253E+01   .9999998  .0006855 -.0000549
T 1990  1 .1983309E+07   1000168E-02 -.2504E+01 -.1896E+02   .9999938 -.0018251 -.0030106
T 1991  1 .1980722E+07   1000193E-02 -.6767E+01 -.1288E+02   .9999881 -.0023798 -.0042634
T 1992  1 .1980854E+07   1000208E-02  .4353E+01 -.1491E+02   .9999936 -.0011796 -.0033738
T 1993  1 .1982339E+07   1000036E-02  .8308E+01 -.2636E+02   .9999949  .0025026 -.0019627
T 1994  1 .1982809E+07   1000085E-02 -.8164E+01 -.2925E+01   .9999980 -.0020108 -.0002313
T 1995  1 .1987552E+07   1000161E-02 -.2090E+01 -.3310E+01   .9999997 -.0004215 -.0005862
T 1996  1 .1986544E+07   1000127E-02 -.3281E+01 -.3983E+01   .9999990 -.0007092 -.0012218
T 1997  1 .1985595E+07   1000162E-02 -.2337E+01 -.1906E+01   .9999999 -.0004588 -.0000093
T 1998  1 .1982859E+07   1000049E-02 -.2203E+01 -.6049E+01   .9999996 -.0005501 -.0006354
T 1999  1 .1987095E+07   1000079E-02 -.5381E+01  .1047E+01   .9999999 -.0002686  .0000739
T 2000  1 .1989860E+07   1000218E-02  .1379E+01  .1987E+02   .9999897  .0011836  .0043904
T 2001  1 .1984362E+07   1000071E-02  .1745E+01 -.1108E+01   .9999995  .0007791 -.0005485
T 2002  1 .1983565E+07   1000202E-02  .7090E+01  .7202E+01   .9999937  .0015221  .0032149
T 2003  1 .1979661E+07   1000024E-02 -.7969E+01  .2011E+02   .9999876 -.0018637  .0046236
T 2004  1 .1984071E+07   1000028E-02 -.7711E+00 -.1011E+01   .9999997 -.0003211 -.0006540
T 2005  1 .1987624E+07   1000222E-02  .6008E+01  .8649E+01   .9999978  .0007648  .0019276
T 2006  1 .1984330E+07   1000208E-02  .5577E+01 -.6975E+01   .9999941  .0021854 -.0026618
T 2007  1 .1987967E+07   1000159E-02 -.1247E+01 -.6408E+02   .9999114  .0008051 -.0132881
T 2008  1 .1982594E+07   1000152E-02 -.8373E+01  .2124E+02   .9999913 -.0014453  .0039054
T 2009  1 .1986039E+07   1000181E-02 -.5236E+01  .4509E+01   .9999983 -.0008038  .0016649
T 2010  1 .1987304E+07   1000069E-02  .3505E+01 -.3247E+01   .9999967  .0021733 -.0013807
T 2011  1 .1986468E+07   1000168E-02 -.2523E+01 -.1270E+02   .9999999  .0000836 -.0003744
T 2012  1 .1984933E+07   1000188E-02 -.1444E+01 -.1602E+01   .9999992  .0003767 -.0011828
T 2013  1 .1980829E+07   1000175E-02 -.1615E+02 -.9430E+01   .9999803 -.0051336 -.0036076
T 2014  1 .1985163E+07   1000050E-02 -.6275E+01  .3085E+01   .9999990  .0006712 -.0012442
T 2015  1 .1990076E+07   1000156E-02 -.2905E+00  .8907E+00   .9999996  .0005615  .0007595
T 2016  1 .1986626E+07   1000043E-02  .2218E+01  .9525E+01   .9999945  .0018418  .0027445
T 2017  1 .1982787E+07   1000035E-02  .2841E+01  .8341E+01   .9999964 -.0000115  .0026748
T 2018  1 .1983959E+07   1000000E-02  .9250E+01 -.4030E+01   .9999968  .0005500 -.0024510
T 2019  1 .1983350E+07   1000086E-02  .2153E+01  .3175E+01   .9999998  .0005922  .0003084
T 2020  1 .1987248E+07   1000106E-02 -.5870E-02 -.6709E+01   .9999994  .0009528 -.0005713
T 2021  1 .1990257E+07   1000062E-02  .1636E+02 -.1510E+02   .9999917  .0027379 -.0030023
T 2022  1 .1982525E+07   1000195E-02 -.1942E+00 -.5602E+00   .9999999  .0000748  .0004903
T 2023  1 .1989899E+07   1000216E-02 -.9891E+01 -.6564E+00   .9999975 -.0022197  .0003742
T 2024  1 .1983736E+07   1000040E-02 -.3910E+01  .1118E+02   .9999866 -.0003595  .0051719
T 2025  1 .1981372E+07   1000050E-02 -.1003E+01  .1528E+01   .9999958  .0014587  .0025015
T 2026  1 .1987341E+07   1000100E-02 -.5798E+01  .1341E+01   .9999999 -.0004894  .0002005
T 2027  1 .1987368E+07   1000119E-02  .5138E+02 -.2006E+01   .9998197  .0189816  .0004694
T 2028  1 .1982022E+07   1000189E-02  .9028E+00 -.4047E+00   .9999997  .0006086  .0004419
T 2029  1 .1983600E+07   1000018E-02  .9918E-01  .1645E+00   .9999990 -.0006112  .0012701
T 2030  1 .1983454E+07   1000110E-02  .3846E+01  .6732E+00   .9999988  .0011105  .0010344
T 2031  1 .1984900E+07   1000028E-02 -.9431E+01 -.8925E+01   .9999953 -.0008297 -.0029648
T 2032  1 .1988051E+07   1000226E-02 -.5851E+01  .7170E+00   .9999932 -.0034907 -.0012236
T 2033  1 .1985185E+07   1000046E-02 -.1439E+01  .1486E+02   .9999953 -.0004631  .0030162
T 2034  1 .1988164E+07   1000205E-02 -.4384E+01  .7559E+01   .9999997 -.0003786  .0006226
T 2035  1 .1987033E+07   1000126E-02 -.1449E+02 -.2179E+02   .9999943 -.0022407 -.0025217
T 2036  1 .1983725E+07   1000152E-02 -.1049E+01 -.3144E+01   .9999954 -.0010928 -.0028412
T 2037  1 .1983641E+07   1000143E-02 -.2364E+00  .2587E+01   .9999992 -.0000451  .0012313
T 2038  1 .1982870E+07   1000225E-02  .7115E+01 -.3062E+00   .9999977  .0021404 -.0001225
T 2039  1 .1978202E+07   1000112E-02 -.8899E+01 -.5300E+01   .9999958 -.0022718 -.0018059
T 2040  1 .1982917E+07   1000226E-02 -.7759E+00  .2076E+01   .9999995 -.0007416  .0006872
T 2041  1 .1988539E+07   1000167E-02 -.1925E+02  .9196E+01   .9999963 -.0021232  .0016731
T 2042  1 .1980047E+07   1000138E-02  .1415E+02  .1527E+02   .9999960  .0013367  .0025118
T 2043  1 .1986469E+07   1000184E-02 -.4018E+01  .1707E+02   .9999990 -.0009422  .0010253
T 2044  1 .1981487E+07   1000221E-02  .7159E+00  .2761E+00   .9999999  .0000203 -.0004220
T 2045  1 .1982887E+07   1000005E-02  .7141E+01 -.1966E+01   .9999993  .0010435 -.0005675
T 2046  1 .1985512E+07   1000004E-02 -.1012E+02  .2717E+01   .9999988 -.0014680  .0005000
T 2047  1 .1982473E+07   1000183E-02  .6876E+01 -.1793E+02   .9999973  .0007934 -.0021644
T 2048  1 .1985395E+07   1000143E-02  .2292E+01 -.1059E+01   .9999982  .0000774  .0018955
T 2049  1 .1984151E+07   1000039E-02  .1148E+02  .1642E+02   .9999748  .0022455  .0067348
T 2050  1 .1985207E+07   1000007E-02 -.4492E+01 -.1266E+02   .9999988 -.0012634 -.0008605
T 2051  1 .1982019E+07   1000177E-02  .3707E+01 -.6355E+01   .9999996  .0002342 -.0008116
T 2052  1 .1981886E+07   1000147E-02 -.1357E+02 -.3769E+01   .9999908 -.0041321 -.0011321
T 2053  1 .1984076E+07   1000132E-02 -.2808E+02 -.2233E+02   .9999841 -.0046117 -.0032394
T 2054  1 .1983101E+07   1000211E-02 -.8718E+01  .4296E+01   .9999753 -.0057307  .0040773
T 2055  1 .1979062E+07   1000026E-02 -.2044E+01 -.3630E+01   .9999994 -.0009181 -.0005712
T 2056  1 .1986130E+07   1000139E-02  .1651E+01  .9386E+01   .9999972  .0007176  .0022519
T 2057  1 .1985779E+07   1000210E-02 -.1107E+02  .5042E+01   .9999962 -.0019560  .0019275
T 2058  1 .1979824E+07   1000054E-02 -.2811E+02 -.5960E+02   .9999421 -.0055858 -.0091967
T 2059  1 .1988292E+07   1000000E-02  .2473E+00  .9688E+01   .9999941  .0003280  .0034189
T 2060  1 .1983950E+07   1000223E-02  .2812E+01  .5524E+01   .9999995  .0005943  .0008457
T 2061  1 .1984487E+07   1000200E-02  .8256E+01 -.3338E+01   .9999999  .0004409 -.0003187
T 2062  1 .1984996E+07   1000006E-02  .2286E+02 -.9550E+00   .9999470  .0102903 -.0002720
T 2063  1 .1986158E+07   1000192E-02  .9233E+00  .9149E+00   .9999998 -.0005579  .0003804
T 2064  1 .1983925E+07   1000108E-02 -.2723E+01 -.1340E+01   .9999988 -.0015474 -.0000804
T 2065  1 .1981521E+07   1000150E-02  .2448E+01  .1697E+00   .9999997 -.0003563  .0006108
T 2066  1 .1984884E+07   1000138E-02  .1021E+01 -.3870E+01   .9999971  .0006838  .0023257
T 2067  1 .1985634E+07   1000203E-02  .4079E+01 -.6293E+01   .9999963  .0012670 -.0023868
T 2068  1 .1984440E+07   1000072E-02  .3742E+02  .1604E+01   .9999837  .0055813  .0011696
T 2069  1 .1985313E+07   1000152E-02 -.6967E+01 -.2653E+01   .9999992 -.0012062 -.0004468
T 2070  1 .1983174E+07   1000173E-02 -.7157E-01  .1723E+02   .9999915 -.0001463  .0041109
T 2071  1 .1982375E+07   1000047E-02  .1692E+00  .6402E+01   .9999997 -.0006030 -.0004558
T 2072  1 .1981889E+07   1000222E-02  .1485E+02 -.5859E+02   .9999482  .0039630 -.0093719
T 2073  1 .1984459E+07   1000102E-02 -.2868E+01  .2133E+02   .9999981 -.0002913  .0019363
T 2074  1 .1983595E+07   1000122E-02 -.3500E+01  .1060E+02   .9999905 -.0012620  .0041802
T 2075  1 .1982860E+07   1000000E-02 -.3570E+00 -.1127E+01   .9999989 -.0006726 -.0013295
T 2076  1 .1982774E+07   1000153E-02  .4109E+00  .2974E+01   .9999995 -.0000792  .0009978
T 2077  1 .1983487E+07   1000102E-02  .1480E+02  .6088E+01   .9999971  .0021579  .0010469
T 2078  1 .1979111E+07   1000182E-02 -.1703E+00  .7246E+01   .9999973  .0007500  .0021837
T 2079  1 .1985659E+07   1000223E-02  .1734E+01 -.6268E+01   .9999960  .0016358  .0022884
T 2080  1 .1983463E+07   1000166E-02  .6735E+01  .1246E+01   .9999988 -.0010240  .0011715
T 2081  1 .1980960E+07   1000187E-02  .2683E+01  .9724E+01   .9999984  .0001329  .0018001
T 2082  1 .1984774E+07   1000000E-02 -.4481E+02  .5206E+02   .9999117 -.0085413  .0101765
T 2083  1 .1989023E+07   1000224E-02 -.1418E+02 -.1484E+01   .9999963 -.0027118  .0000335
T 2084  1 .1988895E+07   1000168E-02 -.1372E+01  .1025E+02   .9999886  .0014550  .0045396
T 2085  1 .1980997E+07   1000185E-02 -.7536E+00  .4917E+01   .9999992 -.0001369  .0012185
T 2086  1 .1984746E+07   1000221E-02 -.5463E+01 -.4721E+02   .9999551 -.0004819 -.0094622
T 2087  1 .1986334E+07   1000219E-02  .2031E+01 -.3266E+02   .9999653  .0017970 -.0081368
T 2088  1 .1981097E+07   1000179E-02  .1807E+01  .3454E+01   .9999999  .0001524  .0001748
T 2089  1 .1986903E+07   1000073E-02 -.6346E+00 -.1240E+01   .9999997 -.0001875  .0008036
T 2090  1 .1989505E+07   1000160E-02  .5764E+01  .5024E+01   .9999985  .0009134  .0014905
T 2091  1 .1986799E+07   1000169E-02 -.1871E+00  .1120E+01   .9999997 -.0006948 -.0002957
T 2092  1 .1982076E+07   1000062E-02 -.8904E+01 -.3045E+01   .9999971 -.0021273  .0011437
T 2093  1 .1980482E+07   1000137E-02 -.1686E+01  .6618E+01   .9999977 -.0013947  .0016334
T 2094  1 .1985115E+07   1000168E-02  .3371E+01  .5584E+01   .9999971  .0018398 -.0015518
T 2095  1 .1983203E+07   1000192E-02 -.3113E+00 -.4257E+01   .9999998  .0000015 -.0005622
T 2096  1 .1984403E+07   1000010E-02  .1667E+02  .1165E+02   .9999970  .0022385  .0010029
T 2097  1 .1984100E+07   1000185E-02  .5545E+01 -.2085E+01   .9999987  .0006566  .0014753
T 2098  1 .1982611E+07   1000146E-02 -.6003E+01 -.1540E+02   .9999929 -.0011538 -.0035737
T 2099  1 .1983081E+07   1000149E-02  .7470E+01  .1105E+00   .9999976  .0022099 -.0000116
T 2100  1 .1986316E+07   1000007E-02  .3380E+01  .1833E+02   .9999848 -.0000395  .0055109
T 2101  1 .1988246E+07   1000163E-02  .1542E+02  .2665E+01   .9999948  .0029094  .0013701
T 2102  1 .1980245E+07   1000194E-02  .3833E+01  .1676E+01   .9999995  .0008989  .0003780
T 2103  1 .1986712E+07   1000145E-02  .5408E+01 -.5196E+01   .9999984  .0017229 -.0005475
T 2104  1 .1985918E+07   1000041E-02  .9237E+01  .3069E+01   .9999954  .0027879  .0011700
T 2105  1 .1987313E+07   1000114E-02 -.6981E+01  .4813E+01   .9999935  .0001703  .0036051
T 2106  1 .1980276E+07   1000155E-02 -.4298E+01  .3734E+02   .9999825 -.0013275  .0057581
T 2107  1 .1983845E+07   1000030E-02 -.2525E+02  .8094E+01   .9999840 -.0056212  .0006491
T 2108  1 .1985389E+07   1000151E-02  .2104E+01  .4230E+01   .9999969  .0006214  .0024216
T 2109  1 .1983354E+07   1000098E-02 -.5191E+00  .2394E+01   .9999988  .0004386  .0014993
T 2110  1 .1985399E+07   1000220E-02  .1461E+02  .2207E+02   .9999879  .0022671  .0043675
T 2111  1 .1987457E+07   1000203E-02 -.2508E+01 -.6256E+01   .9999974 -.0007970 -.0021525
T 2112  1 .1986347E+07   1000211E-02  .9018E+01  .1030E+02   .9999989 -.0005348  .0013920
T 2113  1 .1985130E+07   1000144E-02  .1146E+01 -.9936E+00   .9999994  .0007942 -.0008008
T 2114  1 .1981344E+07   1000105E-02 -.1094E+01  .8574E+01   .9999981 -.0001376  .0019425
T 2115  1 .1985710E+07   1000192E-02 -.5607E+01  .5076E+01   .9999968 -.0004560  .0024793
T 2116  1 .1986014E+07   1000217E-02  .4981E+01  .7573E+00   .9998542  .0159094  .0061943
T 2117  1 .1984218E+07   1000186E-02 -.1253E+02 -.1518E+02   .9999975 -.0017298 -.0013925
T 2118  1 .1987114E+07   1000185E-02  .1716E+02 -.7838E+00   .9999942  .0033974 -.0001601
T 2119  1 .1981100E+07   1000152E-02  .1104E+00 -.7069E-01   .9999998 -.0005475  .0002763
T 2120  1 .1985778E+07   1000194E-02 -.4517E+01  .8614E+01   .9999993  .0006224  .0010058
T 2121  1 .1989197E+07   1000002E-02 -.5301E+01  .8000E+01   .9999966 -.0022521  .0013059
T 2122  1 .1983729E+07   1000122E-02  .3316E+02  .5808E+01   .9999552  .0093607  .0013739
T 2123  1 .1985937E+07   1000138E-02 -.5679E+00 -.4978E+01   .9999993 -.0001918 -.0012024
T 2124  1 .1986012E+07   1000151E-02 -.4062E+01  .4554E+00   .9999984 -.0016869 -.0005866
T 2125  1 .1986126E+07   1000156E-02  .3705E+01 -.1566E+02   .9999938  .0031970 -.0014812
T 2126  1 .1979233E+07   1000126E-02  .5867E+01  .4386E+01   .9999998  .0003890  .0004783
T 2127  1 .1982035E+07   1000016E-02  .2963E+01 -.6642E+01   .9999954 -.0005335 -.0029725
T 2128  1 .1978512E+07   1000189E-02  .2188E+02 -.8402E+01   .9999815  .0057518 -.0019801
T 2129  1 .1984705E+07   1000012E-02  .1302E+00  .1297E+01   .9999995  .0001958  .0009973
T 2130  1 .1983546E+07   1000084E-02 -.1339E+00 -.5009E+01   .9999986 -.0008600 -.0014040
T 2131  1 .1990278E+07   1000171E-02  .2276E+02 -.7235E+01   .9999903  .0044090 -.0002282
T 2132  1 .1981083E+07   1000203E-02  .8367E+01  .3488E+01   .9999978  .0020155  .0005627
T 2133  1 .1985085E+07   1000043E-02  .1957E+02 -.5114E+01   .9999943  .0033482 -.0004383
T 2134  1 .1982488E+07   1000136E-02  .3527E+02 -.6202E+02   .9999288  .0062064 -.0101913
T 2135  1 .1989705E+07   1000094E-02  .2794E+02 -.1015E+01   .9999566  .0092422 -.0011410
T 2136  1 .1985380E+07   1000096E-02  .1037E+02 -.4168E+01   .9999916  .0039485 -.0011259
T 2137  1 .1984112E+07   1000013E-02 -.2819E+01  .7695E+01   .9999969 -.0012349  .0021562
T 2138  1 .1983533E+07   1000128E-02 -.8668E+01  .1494E+01   .9999953 -.0014620  .0027061
T 2139  1 .1985019E+07   1000102E-02 -.2174E+01 -.2651E+01   .9999995  .0008022 -.0005959
T 2140  1 .1979781E+07   1000207E-02 -.1294E+02  .8303E+01   .9999999 -.0004160  .0002318
T 2141  1 .1982667E+07   1000170E-02  .9945E+01  .1616E+02   .9999932  .0020250  .0030766
T 2142  1 .1988300E+07   1000075E-02 -.4007E+01 -.1058E+02   .9999972  .0002935 -.0023374
T 2143  1 .1981214E+07   1000178E-02  .1232E+01 -.2665E+01   .9999989  .0011977 -.0008662
