============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  5 um) ================================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1309  1 .1934258E+07   5000204E-02  .2463E+03 -.3453E+02   .9999812  .0058365 -.0019038
T 1310  1 .1923778E+07   5000223E-02 -.2182E+03  .2055E+01   .9999639 -.0082739 -.0019518
T 1311  1 .1924130E+07   5000159E-02 -.1591E+02  .4825E+01   .9999970 -.0022892 -.0008310
T 1312  1 .1929529E+07   5000069E-02 -.2569E+03  .2300E+03   .9999431 -.0064701  .0084789
T 1313  1 .1916747E+07   5000222E-02  .3051E+02  .1900E+02   .9999973  .0017254  .0015309
T 1314  1 .1915032E+07   5000115E-02  .1185E+02  .1814E+02   .9999968  .0023850  .0008637
T 1315  1 .1925616E+07   5000192E-02 -.1380E+03  .1935E+03   .9999358 -.0106092  .0039925
T 1316  1 .1916175E+07   5000220E-02 -.4162E+02 -.6280E+01   .9999845 -.0029785 -.0046986
T 1317  1 .1916502E+07   5000032E-02 -.3360E+02 -.4106E+02   .9999972 -.0004823 -.0023347
T 1318  1 .1930710E+07   5000160E-02  .2886E+02 -.3051E+02   .9999852  .0029999 -.0045355
T 1319  1 .1929598E+07   5000197E-02  .6048E+02  .2804E+03   .9999730  .0008755  .0072893
T 1320  1 .1925963E+07   5000141E-02  .6659E+02  .8886E+02   .9999684  .0065395  .0045275
T 1321  1 .1933704E+07   5000215E-02  .1316E+03 -.1831E+02   .9999812  .0059921  .0013111
T 1322  1 .1928753E+07   5000103E-02 -.2352E+03 -.3710E+02   .9999521 -.0097833  .0001337
T 1323  1 .1924447E+07   5000201E-02 -.1001E+03 -.6443E+02   .9999972 -.0020968 -.0011144
T 1324  1 .1927726E+07   5000186E-02 -.1326E+03 -.5140E+02   .9999209 -.0107175 -.0065816
T 1325  1 .1923342E+07   5000148E-02 -.1021E+02  .7617E+02   .9999973 -.0003369  .0022966
T 1326  1 .1927250E+07   5000048E-02 -.3128E+03 -.5630E+03   .9998380 -.0081198 -.0160619
T 1327  1 .1934596E+07   5000142E-02  .5783E+02  .1738E+03   .9999939  .0026498  .0022793
T 1328  1 .1920540E+07   5000098E-02  .1803E+03  .9847E+02   .9999628  .0085732 -.0009370
T 1329  1 .1923608E+07   5000153E-02 -.1514E+03 -.8495E+01   .9999686 -.0077417 -.0016854
T 1330  1 .1926437E+07   5000167E-02 -.1006E+03 -.3244E+01   .9999881 -.0026011  .0041333
T 1331  1 .1923980E+07   5000005E-02  .2106E+02  .1386E+03   .9999821  .0019244  .0056674
T 1332  1 .1932142E+07   5000173E-02  .6291E+01 -.7377E+02   .9999928  .0003657 -.0037735
T 1333  1 .1920461E+07   5000010E-02  .9301E+02  .9458E+02   .9999852  .0028733  .0046211
T 1334  1 .1918126E+07   5000173E-02  .1766E+03  .1749E+03   .9998696  .0134217  .0089765
T 1335  1 .1926538E+07   5000041E-02  .4062E+00  .1021E+03   .9999870  .0033402  .0038422
T 1336  1 .1916834E+07   5000102E-02 -.2326E+02  .1783E+02   .9999733 -.0066617  .0029983
T 1337  1 .1940530E+07   5000212E-02 -.1532E+03  .5362E+02   .9999751 -.0067048  .0021866
T 1338  1 .1915260E+07   5000217E-02 -.1384E+03  .5570E+02   .9999727 -.0065259  .0034740
T 1339  1 .1934714E+07   5000084E-02 -.3910E+03  .2179E+03   .9997500 -.0206469  .0085799
T 1340  1 .1921739E+07   5000074E-02 -.1030E+03 -.6573E+02   .9999656 -.0056043 -.0061154
T 1341  1 .1936818E+07   5000189E-02 -.1920E+02 -.1500E+02   .9999994 -.0008747  .0007123
T 1342  1 .1918679E+07   5000155E-02  .1956E+02 -.9423E+02   .9999808  .0023096 -.0057494
T 1343  1 .1922166E+07   5000213E-02  .1141E+03  .2362E+03   .9999501  .0060897  .0079173
T 1344  1 .1933029E+07   5000072E-02  .7340E+02  .6719E+00   .9999927  .0037801  .0004763
T 1345  1 .1919810E+07   5000217E-02 -.5513E+01  .9961E+02   .9999860 -.0022007  .0048164
T 1346  1 .1919520E+07   5000155E-02 -.3916E+02 -.5860E+02   .9999183 -.0082723 -.0097466
T 1347  1 .1923350E+07   5000063E-02  .3955E+02  .1600E+03   .9999837  .0000926  .0057147
T 1348  1 .1929669E+07   5000158E-02  .7119E+02 -.1224E+03   .9999952  .0016888 -.0026101
T 1349  1 .1926550E+07   5000148E-02 -.2893E+02 -.1162E+03   .9999756 -.0004996 -.0069725
T 1350  1 .1918961E+07   5000156E-02  .4691E+02  .5660E+02   .9999775  .0014616  .0065539
T 1351  1 .1922803E+07   5000005E-02  .3799E+02 -.6246E+01   .9999718  .0071313 -.0023465
T 1352  1 .1913895E+07   5000060E-02 -.5585E+02 -.8491E+02   .9999917 -.0040732  .0002760
T 1353  1 .1914499E+07   5000104E-02  .2338E+02  .3942E+01   .9999983  .0017757  .0005186
T 1354  1 .1918656E+07   5000023E-02 -.1518E+03  .8712E+02   .9997843 -.0179930  .0103706
T 1355  1 .1928798E+07   5000022E-02 -.1240E+03 -.2737E+01   .9999650 -.0083455 -.0005897
T 1356  1 .1918666E+07   5000212E-02  .2642E+02  .6736E+02   .9999836  .0019372  .0053895
T 1357  1 .1919953E+07   5000214E-02 -.1432E+02  .2827E+03   .9998375 -.0044425  .0174685
T 1358  1 .1925224E+07   5000041E-02  .1539E+03  .2508E+03   .9999453  .0043474  .0095089
T 1359  1 .1928116E+07   5000069E-02  .1643E+03 -.8725E+02   .9999750  .0062098 -.0033752
T 1360  1 .1912541E+07   5000158E-02  .1118E+03  .2113E+01   .9999856  .0049802  .0019994
T 1361  1 .1930452E+07   5000053E-02 -.4987E+03  .5340E+03   .9993930 -.0243400  .0249235
T 1362  1 .1924731E+07   5000180E-02  .1184E+02  .5401E+02   .9999578  .0056134 -.0072736
T 1363  1 .1923341E+07   5000201E-02  .1590E+02  .3405E+02   .9999999  .0003848 -.0002241
T 1364  1 .1924881E+07   5000026E-02  .4209E+02  .2197E+02   .9999874 -.0002480  .0050123
T 1365  1 .1922113E+07   5000207E-02 -.1256E+02  .4228E+02   .9999586 -.0086889  .0026884
T 1366  1 .1914734E+07   5000213E-02 -.4729E+02 -.2643E+02   .9999942  .0003096 -.0033971
T 1367  1 .1927916E+07   5000160E-02  .3001E+02  .2527E+02   .9999781  .0054356 -.0037735
T 1368  1 .1923592E+07   5000164E-02  .1227E+03  .5903E+02   .9999839  .0048752  .0029182
T 1369  1 .1926831E+07   5000071E-02  .4647E+02  .3470E+03   .9999245  .0016868  .0121685
T 1370  1 .1923374E+07   5000217E-02  .4137E+03 -.6713E+02   .9998523  .0170803 -.0018974
T 1371  1 .1917970E+07   5000076E-02  .2005E+02  .1947E+01   .9999975  .0022196  .0003428
T 1372  1 .1919032E+07   5000164E-02  .6892E+02  .4926E+02   .9997134 -.0234103 -.0050019
T 1373  1 .1916418E+07   5000099E-02 -.8119E+01  .7315E+02   .9999958  .0028326 -.0006163
T 1374  1 .1928438E+07   5000202E-02 -.8506E+02 -.3098E+02   .9999743 -.0069210 -.0018569
T 1375  1 .1935154E+07   5000163E-02 -.4504E+01  .2331E+01   .9999666 -.0077616  .0025440
T 1376  1 .1914128E+07   5000121E-02  .1807E+03  .1522E+03   .9999753  .0061045  .0034705
T 1377  1 .1926501E+07   5000069E-02  .5647E+02  .1305E+03   .9999748  .0042117  .0057080
T 1378  1 .1921719E+07   5000188E-02 -.1210E+03 -.6839E+01   .9999629 -.0085701 -.0009150
T 1379  1 .1922923E+07   5000215E-02 -.6039E+01  .6024E+01   .9999978  .0016965 -.0012383
T 1380  1 .1924164E+07   5000187E-02  .2659E+02  .4330E+02   .9999935 -.0016366  .0032104
T 1381  1 .1923669E+07   5000003E-02  .2462E+02  .5823E+02   .9999550 -.0091008 -.0026895
T 1382  1 .1918666E+07   5000020E-02  .4830E+02  .2155E+02   .9999825 -.0005541 -.0058924
T 1383  1 .1920986E+07   5000151E-02  .1778E+03  .2414E+02   .9999463  .0077820  .0068488
T 1384  1 .1930050E+07   5000075E-02 -.3413E+03 -.4188E+03   .9999046 -.0117872 -.0071967
T 1385  1 .1939074E+07   5000057E-02  .3534E+02  .8890E+01   .9999987  .0012643 -.0010349
T 1386  1 .1912845E+07   5000068E-02  .1109E+01  .4866E+01   .9999995 -.0009634 -.0003135
T 1387  1 .1915254E+07   5000171E-02  .8484E+02 -.9589E+02   .9999815  .0034823 -.0049916
T 1388  1 .1918547E+07   5000192E-02 -.1503E+02 -.2415E+01   .9999928 -.0003235  .0037826
T 1389  1 .1923447E+07   5000176E-02 -.5235E+02  .1180E+03   .9999890 -.0016199  .0044119
T 1390  1 .1920694E+07   5000027E-02 -.2447E+03  .1183E+03   .9998015 -.0191288  .0055657
T 1391  1 .1923621E+07   5000178E-02 -.5415E+02 -.4366E+02   .9999979 -.0009241 -.0018220
T 1392  1 .1923337E+07   5000195E-02  .2145E+02 -.5663E+02   .9999831  .0006398 -.0057786
T 1393  1 .1912639E+07   5000004E-02  .6453E+02 -.2453E+02   .9999842  .0052106 -.0021174
T 1394  1 .1916052E+07   5000007E-02 -.1381E+03 -.2472E+03   .9999574 -.0051501 -.0076632
T 1395  1 .1915536E+07   5000059E-02  .6601E+00 -.1364E+03   .9999787 -.0026562 -.0059699
T 1396  1 .1915099E+07   5000152E-02 -.6190E+02  .1291E+02   .9999701 -.0048980  .0059866
T 1397  1 .1930392E+07   5000028E-02 -.6697E+02  .7711E+02   .9999954  .0010555  .0028439
T 1398  1 .1938175E+07   5000100E-02 -.1188E+04 -.1352E+03   .9994844 -.0320033 -.0025986
T 1399  1 .1923812E+07   5000213E-02  .4610E+01 -.2085E+02   .9999919  .0031889 -.0024619
T 1400  1 .1926722E+07   5000209E-02  .1262E+03 -.1197E+03   .9999745  .0015933 -.0069657
T 1401  1 .1925440E+07   5000167E-02  .1188E+03 -.1019E+03   .9999938  .0033943 -.0009435
T 1402  1 .1934424E+07   5000062E-02 -.1547E+02  .1475E+02   .9999888 -.0046780  .0006812
T 1403  1 .1935192E+07   5000214E-02  .4096E+02  .8671E+02   .9999988 -.0003254  .0015042
T 1404  1 .1934563E+07   5000165E-02 -.1108E+03 -.8063E+02   .9999794 -.0044193 -.0046629
T 1405  1 .1928993E+07   5000220E-02  .3609E+02 -.1463E+03   .9999949  .0011024 -.0029834
T 1406  1 .1936953E+07   5000062E-02 -.1234E+03  .9809E+02   .9999759 -.0055766  .0041290
T 1407  1 .1928595E+07   5000103E-02 -.2459E+02  .1513E+02   .9999995 -.0003201  .0009605
T 1408  1 .1920547E+07   5000200E-02  .3413E+02  .7697E+02   .9999906  .0042248  .0009981
T 1409  1 .1925691E+07   5000094E-02 -.8935E+02 -.1607E+03   .9999871 -.0004043 -.0050700
T 1410  1 .1912668E+07   5000156E-02  .1857E+01 -.6948E+01   .9999967 -.0003146 -.0025454
T 1411  1 .1919536E+07   5000060E-02  .8032E+02 -.2791E+02   .9999472  .0052217 -.0088500
T 1412  1 .1917354E+07   5000164E-02  .9922E+02 -.1071E+03   .9999853  .0050915 -.0018543
T 1413  1 .1925183E+07   5000192E-02  .4350E+02 -.1572E+03   .9999899  .0009559 -.0043955
T 1414  1 .1913970E+07   5000119E-02  .4813E+02  .4124E+02   .9999258  .0073772  .0096976
T 1415  1 .1920507E+07   5000051E-02  .1414E+03  .1036E+03   .9999926  .0032131  .0021300
T 1416  1 .1915598E+07   5000015E-02 -.1390E+03 -.1405E+03   .9998804 -.0074929 -.0135266
T 1417  1 .1926890E+07   5000138E-02  .4827E+02  .7061E+02   .9999959  .0028132  .0004329
T 1418  1 .1916284E+07   5000165E-02  .4939E+02 -.1410E+03   .9999060  .0109278 -.0082834
T 1419  1 .1914862E+07   5000056E-02 -.8490E+02 -.4176E+02   .9999596 -.0077603 -.0045465
T 1420  1 .1925705E+07   5000127E-02 -.3519E+02 -.8383E+02   .9999399 -.0009507 -.0109226
T 1421  1 .1918334E+07   5000076E-02 -.1121E+03  .2186E+03   .9999808 -.0036996  .0049657
T 1422  1 .1929485E+07   5000101E-02 -.4971E+02  .4744E+02   .9999814 -.0048978  .0036357
T 1423  1 .1931491E+07   5000002E-02 -.8533E+01 -.8925E+01   .9999988  .0009545 -.0012412
T 1424  1 .1918589E+07   5000181E-02  .4596E+02  .4937E+02   .9999938  .0028029  .0021385
T 1425  1 .1907771E+07   5000168E-02 -.7313E+01  .2732E+02   .9999971 -.0021549 -.0010521
T 1426  1 .1925177E+07   5000081E-02  .2150E+03 -.5537E+02   .9999216  .0121526 -.0030342
T 1427  1 .1925411E+07   5000148E-02  .5333E+00  .1602E+01   .9999977 -.0003738 -.0021012
T 1428  1 .1928951E+07   5000151E-02 -.2152E+03  .1166E+03   .9999772 -.0056873  .0036318
T 1429  1 .1926789E+07   5000058E-02  .3696E+02 -.1008E+03   .9999958  .0023269 -.0017003
T 1430  1 .1928545E+07   5000011E-02 -.1260E+03  .1456E+02   .9999869 -.0048309 -.0017014
T 1431  1 .1926058E+07   5000077E-02 -.5431E+02  .4825E+01   .9999953 -.0028232  .0011725
T 1432  1 .1931026E+07   5000225E-02  .3101E+03  .1584E+03   .9999467  .0099676  .0026902
T 1433  1 .1911645E+07   5000127E-02 -.3547E+02 -.1038E+03   .9999653 -.0019591 -.0080992
T 1434  1 .1919961E+07   5000039E-02  .1188E+03 -.1924E+02   .9999911  .0004595 -.0041969
T 1435  1 .1921596E+07   5000191E-02 -.4076E+01  .1395E+02   .9999999 -.0002815  .0004345
T 1436  1 .1912573E+07   5000168E-02  .5651E+02  .1756E+03   .9999795 -.0021239  .0060436
T 1437  1 .1922927E+07   5000088E-02  .5666E+02 -.1844E+03   .9999415  .0101061 -.0038640
T 1438  1 .1911518E+07   5000192E-02 -.1004E+03 -.1168E+03   .9999033 -.0104272 -.0092036
T 1439  1 .1917465E+07   5000114E-02 -.4612E+02  .5553E+02   .9999955 -.0017783  .0024342
T 1440  1 .1919320E+07   5000170E-02 -.1460E+03  .6718E+01   .9999801 -.0062070  .0011698
T 1441  1 .1922979E+07   5000011E-02 -.1100E+02 -.1232E+02   .9999888 -.0013175 -.0045487
T 1442  1 .1930325E+07   5000209E-02 -.6743E+02 -.1851E+03   .9999523 -.0069086 -.0069030
T 1443  1 .1915668E+07   5000074E-02 -.4388E+02 -.1219E+03   .9999803 -.0053332 -.0033125
T 1444  1 .1934942E+07   5000171E-02  .9034E+02 -.6446E+02   .9999689 -.0052597 -.0058758
T 1445  1 .1921307E+07   5000206E-02 -.3957E+02  .4575E+02   .9999961 -.0024089  .0013784
T 1446  1 .1922792E+07   5000102E-02  .6897E+02 -.1847E+03   .9999551 -.0019094 -.0092826
T 1447  1 .1912064E+07   5000218E-02  .1404E+03  .4131E+02   .9999512  .0098810 -.0001797
T 1448  1 .1918479E+07   5000064E-02  .6613E+02 -.2117E+03   .9999196  .0000002 -.0126787
T 1449  1 .1919169E+07   5000207E-02  .3045E+02  .5989E+02   .9999324  .0094250  .0068077
T 1450  1 .1912097E+07   5000072E-02 -.3404E+03 -.3153E+03   .9999728 -.0066379 -.0032084
T 1451  1 .1922749E+07   5000196E-02  .4090E+03  .1889E+03   .9998986  .0129360  .0059587
T 1452  1 .1927858E+07   5000220E-02  .4678E+02  .9200E+02   .9999740 -.0010761  .0071339
T 1453  1 .1922072E+07   5000151E-02  .1318E+03 -.3452E+03   .9999261  .0028656 -.0118151
T 1454  1 .1931339E+07   5000113E-02 -.3165E+02  .1197E+02   .9999981 -.0011279  .0015791
T 1455  1 .1919985E+07   5000087E-02  .8353E+02 -.1062E+03   .9999995 -.0007783 -.0006350
T 1456  1 .1914077E+07   5000094E-02  .1309E+03 -.2134E+03   .9999548  .0046410 -.0082974
T 1457  1 .1919942E+07   5000196E-02 -.4226E+02 -.4150E+01   .9999765 -.0045020  .0051668
T 1458  1 .1927226E+07   5000102E-02 -.6915E+02 -.3765E+03   .9999260 -.0024107 -.0119220
T 1459  1 .1916840E+07   5000100E-02 -.3834E+01 -.6390E+01   .9999895  .0003120 -.0045742
T 1460  1 .1931097E+07   5000197E-02  .9330E+02 -.5902E+02   .9999832  .0010617 -.0057072
T 1461  1 .1916011E+07   5000096E-02 -.9417E+02  .4345E+02   .9999929 -.0029739  .0023239
T 1462  1 .1932235E+07   5000052E-02 -.9071E+02  .1807E+02   .9999983  .0016685 -.0007657
T 1463  1 .1917011E+07   5000107E-02  .1347E+03  .3246E+02   .9999801  .0062892 -.0004256
T 1464  1 .1923806E+07   5000101E-02 -.5726E+02 -.8550E+02   .9999839 -.0015654 -.0054521
T 1465  1 .1920414E+07   5000025E-02  .2135E+02 -.1831E+02   .9999985 -.0005581 -.0016267
T 1466  1 .1925871E+07   5000220E-02 -.1672E+03  .7371E+02   .9999935 -.0022790  .0028010
T 1467  1 .1922794E+07   5000195E-02 -.4107E+02  .5621E+02   .9999920  .0000678 -.0039944
T 1468  1 .1933854E+07   5000223E-02 -.3794E+02  .8343E+02   .9999459 -.0084143  .0061124
T 1469  1 .1926310E+07   5000165E-02  .2152E+01 -.1064E+02   .9999998 -.0005507 -.0004399
T 1470  1 .1920161E+07   5000003E-02  .1342E+02 -.7589E+02   .9999976 -.0005548 -.0021401
T 1471  1 .1920500E+07   5000093E-02 -.5490E+02 -.1887E+02   .9999818 -.0053036 -.0028722
T 1472  1 .1932606E+07   5000048E-02  .3949E+02  .1109E+03   .9999225  .0106924  .0063783
T 1473  1 .1914181E+07   5000102E-02 -.7205E+02  .1048E+03   .9999745 -.0020416  .0068368
T 1474  1 .1916142E+07   5000206E-02 -.4804E+02  .4179E+02   .9999806 -.0040989  .0046871
T 1475  1 .1928401E+07   5000058E-02 -.4286E+02 -.7120E+02   .9999814 -.0022673 -.0056576
T 1476  1 .1924243E+07   5000080E-02 -.3391E+02 -.1584E+01   .9999996 -.0004988  .0007691
T 1477  1 .1918446E+07   5000091E-02 -.5373E+02 -.3550E+02   .9999846 -.0055525  .0002240
T 1478  1 .1924640E+07   5000123E-02  .3430E+02  .3224E+02   .9999798  .0058030 -.0025951
T 1479  1 .1927157E+07   5000085E-02  .9964E+02 -.2114E+02   .9999956  .0029367 -.0004279
T 1480  1 .1920684E+07   5000013E-02  .1709E+03  .1263E+03   .9999540  .0071908  .0063536
T 1481  1 .1928683E+07   5000211E-02  .4843E+02  .1088E+03   .9999966  .0011997  .0022948
T 1482  1 .1913372E+07   5000148E-02  .2908E+02 -.1192E+00   .9999998  .0001935 -.0006229
T 1483  1 .1915062E+07   5000218E-02 -.6135E+01 -.1999E+02   .9999972 -.0022778 -.0006247
T 1484  1 .1928596E+07   5000056E-02  .5824E+02 -.2621E+02   .9999641  .0082153 -.0020798
T 1485  1 .1922055E+07   5000112E-02 -.3765E+02  .1404E+03   .9999886 -.0032399  .0034969
T 1486  1 .1933855E+07   5000192E-02 -.2211E+02  .1174E+02   .9999796 -.0060553  .0020094
T 1487  1 .1927686E+07   5000163E-02  .1385E+03  .1386E+02   .9999780  .0046198 -.0047660
T 1488  1 .1924425E+07   5000003E-02 -.6870E+02  .1751E+03   .9999663 -.0045031  .0068665
T 1489  1 .1924913E+07   5000088E-02  .1628E+03 -.8477E+01   .9999982  .0018709 -.0002037
T 1490  1 .1929710E+07   5000201E-02  .3509E+02  .1788E+03   .9999333  .0034437  .0110240
T 1491  1 .1915977E+07   5000154E-02  .4898E+02 -.2274E+03   .9999700  .0035649 -.0068758
T 1492  1 .1937039E+07   5000212E-02 -.1109E+03 -.2669E+02   .9999897 -.0041521 -.0018159
T 1493  1 .1926468E+07   5000144E-02 -.9369E+02  .3768E+02   .9999780 -.0061966  .0023586
T 1494  1 .1920632E+07   5000209E-02 -.1286E+02  .1208E+03   .9999729 -.0068865  .0025956
T 1495  1 .1912678E+07   5000007E-02  .4260E+02  .3621E+02   .9999654  .0042268  .0071697
T 1496  1 .1927965E+07   5000143E-02  .5144E+02  .8778E+02   .9999967  .0021448  .0013931
T 1497  1 .1923675E+07   5000199E-02 -.2005E+02 -.5105E+02   .9999944 -.0018681 -.0027697
T 1498  1 .1935954E+07   5000199E-02 -.9372E+02  .4286E+02   .9999895 -.0012955  .0043909
T 1499  1 .1927042E+07   5000018E-02 -.8993E+01 -.1171E+03   .9999970 -.0002767 -.0024504
T 1500  1 .1926051E+07   5000210E-02 -.5780E+02  .7182E+02   .9999609 -.0066575 -.0058288
T 1501  1 .1924593E+07   5000223E-02 -.1065E+02 -.1196E+03   .9999828 -.0036451 -.0046020
T 1502  1 .1926645E+07   5000175E-02 -.2236E+03  .8860E+02   .9999586 -.0089987  .0013598
T 1503  1 .1920547E+07   5000208E-02  .1561E+03 -.7062E+02   .9999632  .0078607 -.0034468
T 1504  1 .1929058E+07   5000109E-02 -.1711E+02 -.8811E+02   .9999984 -.0015199 -.0009040
T 1505  1 .1912579E+07   5000155E-02  .2825E+02  .2411E+03   .9999804 -.0021075  .0058901
T 1506  1 .1922901E+07   5000159E-02  .4353E+02 -.2910E+02   .9999958  .0019262 -.0021706
T 1507  1 .1914176E+07   5000113E-02  .1422E+03 -.2915E+03   .9999620 -.0039881 -.0077469
T 1508  1 .1926544E+07   5000143E-02 -.2403E+03 -.4558E+03   .9996474 -.0144029 -.0223093
T 1509  1 .1929424E+07   5000072E-02  .1192E+02  .4123E+01   .9999962  .0022303 -.0015925
T 1510  1 .1919903E+07   5000149E-02  .5066E+02 -.1142E+03   .9999934 -.0001467 -.0036439
T 1511  1 .1924530E+07   5000195E-02 -.1828E+02  .7736E+01   .9999927 -.0035683  .0013449
T 1512  1 .1925553E+07   5000126E-02  .2781E+02  .2387E+02   .9999940  .0034211  .0005465
T 1513  1 .1931689E+07   5000220E-02 -.8709E+02 -.4619E+02   .9999745 -.0040928 -.0058566
T 1514  1 .1918766E+07   5000033E-02  .9363E+01  .2377E+02   .9997230 -.0156753 -.0175546
T 1515  1 .1936237E+07   5000194E-02  .1241E+03 -.2033E+03   .9999327  .0081094 -.0082968
T 1516  1 .1926912E+07   5000212E-02  .2246E+03  .2245E+03   .9998293  .0124406  .0136620
T 1517  1 .1912691E+07   5000199E-02 -.2097E+03  .6726E+02   .9999690 -.0078717  .0000474
T 1518  1 .1934248E+07   5000114E-02 -.3997E+03  .8866E+03   .9985376 -.0208160  .0498930
T 1519  1 .1921780E+07   5000083E-02  .1945E+02  .3492E+02   .9999663  .0072247  .0038944
T 1520  1 .1907591E+07   5000025E-02  .3736E+02 -.9396E+02   .9999977  .0020631 -.0006429
T 1521  1 .1912518E+07   5000038E-02  .3613E+01 -.2483E+02   .9999831 -.0051407 -.0027185
T 1522  1 .1915659E+07   5000049E-02  .5519E+02 -.4462E+02   .9999931  .0035036  .0012250
T 1523  1 .1926452E+07   5000027E-02  .1363E+03  .3296E+02   .9999442  .0049362  .0093450
T 1524  1 .1914592E+07   5000111E-02 -.2973E+02  .1328E+02   .9999988 -.0009161 -.0012826
T 1525  1 .1919550E+07   5000082E-02 -.2790E+02 -.4693E+02   .9999960 -.0017962 -.0021747
T 1526  1 .1927897E+07   5000216E-02 -.2764E+03  .5245E+02   .9999084 -.0118122  .0066101
T 1527  1 .1918945E+07   5000010E-02 -.1399E+02  .1516E+02   .9999811 -.0061465 -.0001059
T 1528  1 .1923142E+07   5000172E-02 -.6291E+02  .1591E+03   .9997384 -.0096951  .0207163
T 1529  1 .1933126E+07   5000162E-02 -.1748E+02  .1585E+02   .9999870 -.0044298  .0025206
T 1530  1 .1928475E+07   5000185E-02  .9982E+01  .7465E+02   .9999980  .0004338  .0019284
T 1531  1 .1916944E+07   5000151E-02 -.3350E+02 -.2944E+02   .9999963 -.0011374 -.0024853
T 1532  1 .1924294E+07   5000111E-02  .7394E+02 -.8202E+02   .9999922  .0030653  .0024786
T 1533  1 .1911101E+07   5000200E-02 -.4752E+02  .8195E+02   .9999932 -.0021310  .0030183
T 1534  1 .1933984E+07   5000128E-02  .1163E+03 -.3764E+02   .9999492  .0063949 -.0077857
T 1535  1 .1926724E+07   5000109E-02  .9282E+01  .2581E+02   .9999904  .0008594  .0042868
T 1536  1 .1927114E+07   5000220E-02  .1307E+03  .3434E+02   .9999930  .0035922 -.0010041
T 1537  1 .1923948E+07   5000061E-02 -.1924E+02  .1825E+03   .9999349  .0027559  .0110742
T 1538  1 .1931302E+07   5000161E-02  .4732E+02 -.4300E+02   .9999911 -.0018977 -.0037581
T 1539  1 .1925930E+07   5000071E-02 -.1385E+03  .1363E+03   .9998979 -.0098301  .0103716
T 1540  1 .1929648E+07   5000044E-02 -.1082E+03 -.1509E+03   .9999482 -.0085420 -.0055342
T 1541  1 .1921699E+07   5000164E-02 -.4093E+02  .1777E+03   .9999740 -.0022346  .0068612
T 1542  1 .1921439E+07   5000220E-02  .6182E+02 -.2117E+03   .9999229  .0012136 -.0123551
T 1543  1 .1910640E+07   5000151E-02  .5408E+01 -.2521E+02   .9999885 -.0024960 -.0041050
T 1544  1 .1924526E+07   5000224E-02  .9863E+02  .2825E+02   .9998957  .0125601  .0071313
T 1545  1 .1913610E+07   5000218E-02 -.1467E+02  .1135E+03   .9999927  .0020833  .0032112
T 1546  1 .1915165E+07   5000203E-02  .4202E+02 -.4795E+02   .9999864  .0034767 -.0038777
T 1547  1 .1918361E+07   5000076E-02 -.1804E+03 -.1165E+03   .9999903 -.0040304  .0017968
T 1548  1 .1914553E+07   5000199E-02  .2383E+02  .5891E+02   .9999283  .0072003  .0095684
T 1549  1 .1920157E+07   5000175E-02  .1115E+03 -.3622E+03   .9998387  .0058114 -.0169964
T 1550  1 .1902945E+07   5000023E-02 -.1347E+03  .1337E+03   .9999775 -.0038075  .0055200
T 1551  1 .1924342E+07   5000037E-02 -.3696E+02  .1777E+03   .9999828 -.0024444  .0053354
T 1552  1 .1935956E+07   5000146E-02 -.1959E+03 -.1325E+03   .9999718 -.0065158 -.0037292
T 1553  1 .1917927E+07   5000006E-02  .5009E+02  .1276E+03   .9999819  .0052521  .0029459
T 1554  1 .1932719E+07   5000135E-02  .5226E+02 -.1773E+03   .9999555  .0011810 -.0093626
T 1555  1 .1933614E+07   5000222E-02  .1408E+02 -.7129E+02   .9999861  .0047776  .0022077
T 1556  1 .1926587E+07   5000209E-02  .1300E+02 -.1651E+02   .9999978  .0020798 -.0003159
T 1557  1 .1925694E+07   5000052E-02  .1452E+02  .1430E+02   .9999872  .0030754  .0040073
T 1558  1 .1916635E+07   5000049E-02  .1237E+03  .1448E+03   .9999701  .0043392  .0063946
T 1559  1 .1919744E+07   5000123E-02 -.1635E+03 -.4104E+02   .9999674 -.0070179  .0039910
T 1560  1 .1923021E+07   5000181E-02  .1442E+03 -.9823E+02   .9999807  .0054035 -.0030620
T 1561  1 .1923176E+07   5000089E-02 -.2768E+02  .1713E+03   .9999884 -.0002898  .0048074
T 1562  1 .1913276E+07   5000196E-02  .1636E+02  .3225E+02   .9999919  .0021952  .0033604
T 1563  1 .1926869E+07   5000048E-02  .4242E+02 -.3653E+01   .9999968  .0009454  .0023604
T 1564  1 .1927358E+07   5000172E-02 -.2711E+02  .2971E+02   .9999914 -.0022457  .0034769
