============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  5 um) ================================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 2944  1 .1915885E+07   5000222E-02 -.3834E+02 -.5497E+03   .9997787 -.0053432 -.0203472
T 2945  1 .1918490E+07   5000216E-02  .5591E+02  .3230E+02   .9999976  .0015553  .0015277
T 2946  1 .1919905E+07   5000116E-02  .3151E+02  .9323E+02   .9999887  .0018219  .0043844
T 2947  1 .1918276E+07   5000108E-02 -.1245E+03  .2264E+02   .9999739 -.0072139  .0002529
T 2948  1 .1915802E+07   5000189E-02  .2369E+02  .1712E+03   .9999852 -.0043959  .0031937
T 2949  1 .1927630E+07   5000183E-02  .2231E+03 -.4496E+03   .9999842 -.0039279 -.0040172
T 2950  1 .1922677E+07   5000087E-02  .3597E+00  .2542E+02   .9998175  .0015452 -.0190420
T 2951  1 .1930131E+07   5000136E-02  .1487E+03 -.1324E+03   .9997512  .0169866 -.0144562
T 2952  1 .1917700E+07   5000198E-02 -.1869E+02  .2428E+03   .9999887 -.0035141  .0032164
T 2953  1 .1924256E+07   5000072E-02  .3402E+02 -.7303E+01   .9999885  .0046610  .0011598
T 2954  1 .1920294E+07   5000170E-02  .6753E+02  .2098E+03   .9999770  .0050817  .0044814
T 2955  1 .1926567E+07   5000129E-02  .2785E+01 -.6983E+02   .9999714  .0025958 -.0071038
T 2956  1 .1924625E+07   5000193E-02 -.1175E+03 -.2852E+02   .9999936 -.0035771  .0002399
T 2957  1 .1927378E+07   5000019E-02  .1751E+03  .7350E+02   .9999457  .0079010  .0067947
T 2958  1 .1914527E+07   5000117E-02  .1287E+03 -.1760E+03   .9999897  .0028306 -.0035432
T 2959  1 .1926825E+07   5000058E-02 -.2777E+02 -.9373E+02   .9999976 -.0014228 -.0016403
T 2960  1 .1908877E+07   5000146E-02 -.1420E+03 -.2600E+03   .9999707 -.0037903 -.0066548
T 2961  1 .1924008E+07   5000027E-02 -.8135E+02 -.3301E+02   .9999979 -.0012439  .0016549
T 2962  1 .1933330E+07   5000227E-02  .5143E+02 -.7120E+02   .9999922  .0015390  .0036374
T 2963  1 .1913868E+07   5000219E-02  .1079E+03  .6423E+02   .9999932  .0036629 -.0004383
T 2964  1 .1920124E+07   5000201E-02  .1150E+02  .1010E+01   .9999973  .0003524  .0022781
T 2965  1 .1933530E+07   5000111E-02  .4756E+02 -.5673E+01   .9999845  .0051090 -.0021993
T 2966  1 .1921022E+07   5000196E-02  .3340E+03 -.2720E+03   .9965748  .0683938 -.0464866
T 2967  1 .1920041E+07   5000087E-02  .3813E+02 -.8313E+00   .9999810  .0041184  .0045835
T 2968  1 .1919837E+07   5000029E-02  .4911E+02 -.1488E+02   .9999695  .0078041  .0002139
T 2969  1 .1932854E+07   5000140E-02 -.4231E+03  .2841E+03   .9998252 -.0156337  .0102592
T 2970  1 .1918237E+07   5000033E-02  .2130E+03 -.2189E+03   .9999809  .0051378 -.0034457
T 2971  1 .1909397E+07   5000141E-02  .2770E+02 -.8477E+01   .9999930  .0006799 -.0036735
T 2972  1 .1919447E+07   5000115E-02 -.5151E+02  .1357E+01   .9999934 -.0036374  .0000041
T 2973  1 .1917443E+07   5000107E-02  .6758E+02  .7041E+02   .9999941  .0032041  .0012296
T 2974  1 .1923286E+07   5000143E-02 -.1301E+03 -.2634E+02   .9999707 -.0076271 -.0006043
T 2975  1 .1918763E+07   5000198E-02  .2056E+03  .2765E+00   .9999515  .0098096  .0008476
T 2976  1 .1926206E+07   5000211E-02  .8510E+02 -.2962E+02   .9999921  .0037092 -.0013988
T 2977  1 .1911858E+07   5000174E-02 -.9455E+01 -.1862E+03   .9999582 -.0020445 -.0089138
T 2978  1 .1917057E+07   5000139E-02 -.2030E+03  .2542E+03   .9997324 -.0141761  .0182828
T 2979  1 .1914116E+07   5000006E-02 -.2547E+02 -.6575E+01   .9999973 -.0016645 -.0016342
T 2980  1 .1932648E+07   5000093E-02  .7145E+02  .8133E+02   .9999935 -.0005691  .0035664
T 2981  1 .1916816E+07   5000208E-02 -.1824E+03  .5237E+03   .9985143 -.0220560  .0498260
T 2982  1 .1920975E+07   5000014E-02 -.1555E+02  .7677E+02   .9999901  .0001002  .0044578
T 2983  1 .1930145E+07   5000193E-02 -.2467E+02 -.1957E+02   .9999934 -.0032043 -.0017121
T 2984  1 .1923782E+07   5000095E-02  .1482E+02  .1182E+02   .9998543  .0154244  .0073101
T 2985  1 .1928425E+07   5000058E-02 -.1812E+02 -.2479E+02   .9999990  .0004251  .0013682
T 2986  1 .1927390E+07   5000127E-02 -.7180E+02  .1498E+02   .9999060 -.0122069  .0062368
T 2987  1 .1929960E+07   5000206E-02 -.2773E+03  .2115E+03   .9998915 -.0092484  .0114646
T 2988  1 .1932446E+07   5000022E-02 -.2310E+02  .1973E+02   .9999969 -.0015752  .0019042
T 2989  1 .1924594E+07   5000112E-02  .7321E+02  .2616E+02   .9999681  .0078274  .0015663
T 2990  1 .1923798E+07   5000023E-02  .4862E+02  .9379E+02   .9999894  .0021827  .0040554
T 2991  1 .1940043E+07   5000003E-02 -.4644E+02  .1883E+03   .9999831 -.0029622  .0050015
T 2992  1 .1927962E+07   5000164E-02  .8504E+02  .1095E+03   .9999588  .0019813  .0088564
T 2993  1 .1928071E+07   5000165E-02 -.1502E+03  .1205E+02   .9999619 -.0084940 -.0019921
T 2994  1 .1923708E+07   5000222E-02 -.5309E+02 -.1424E+03   .9999713 -.0055935 -.0051029
T 2995  1 .1914325E+07   5000102E-02 -.1025E+03  .1819E+01   .9999883 -.0044460  .0019148
T 2996  1 .1915817E+07   5000137E-02  .1186E+03 -.3847E+02   .9999473  .0101149 -.0017784
T 2997  1 .1923541E+07   5000210E-02  .4861E+02  .2882E+02   .9999967  .0021029  .0014591
T 2998  1 .1922641E+07   5000194E-02 -.4454E+02  .6353E+00   .9999942 -.0025996  .0022067
T 2999  1 .1930332E+07   5000099E-02 -.6480E+02 -.3255E+01   .9999668 -.0080830 -.0009983
T 3000  1 .1934533E+07   5000056E-02  .5957E+01 -.5725E+02   .9999971  .0003106 -.0023907
T 3001  1 .1918294E+07   5000221E-02 -.3156E+02  .5688E+02   .9999872 -.0013342  .0048856
T 3002  1 .1927999E+07   5000094E-02  .9224E+02 -.9542E+02   .9999874  .0039233 -.0031245
T 3003  1 .1925852E+07   5000083E-02  .3090E+03 -.2778E+03   .9997604  .0171856 -.0135571
T 3004  1 .1917549E+07   5000074E-02  .1370E+03  .3308E+02   .9999916  .0039658 -.0010371
T 3005  1 .1927967E+07   5000074E-02 -.3706E+01  .2029E+02   .9999937 -.0018912  .0030126
T 3006  1 .1926554E+07   5000187E-02 -.1745E+02  .1674E+02   .9999981 -.0007022  .0018014
T 3007  1 .1920336E+07   5000155E-02  .7062E+01 -.2289E+02   .9999963 -.0001401 -.0027182
T 3008  1 .1924436E+07   5000203E-02  .1977E+02 -.5751E+01   .9999995  .0007400 -.0007400
T 3009  1 .1922120E+07   5000164E-02  .4320E+03  .1715E+03   .9997963  .0192459  .0060864
T 3010  1 .1926905E+07   5000211E-02  .2110E+03  .5685E+03   .9998180  .0052291  .0183487
T 3011  1 .1920931E+07   5000171E-02 -.3095E+01 -.6383E+02   .9999902  .0029579 -.0032873
T 3012  1 .1919521E+07   5000199E-02  .1656E+02 -.1711E+02   .9999970  .0005546 -.0023745
T 3013  1 .1924501E+07   5000156E-02 -.8036E-01 -.1454E+02   .9999979  .0019191 -.0007555
T 3014  1 .1921811E+07   5000210E-02  .9337E+02 -.1287E+03   .9999445  .0077030 -.0071816
T 3015  1 .1939938E+07   5000224E-02  .1022E+03  .1757E+03   .9999631  .0035864  .0078013
T 3016  1 .1928133E+07   5000109E-02  .4036E+02 -.4238E+02   .9999818  .0053685 -.0027591
T 3017  1 .1910580E+07   5000000E-02 -.6955E+01  .5568E+02   .9999398  .0029126  .0105814
T 3018  1 .1922371E+07   5000068E-02  .2703E+03  .4226E+03   .9999517  .0056096  .0080683
T 3019  1 .1921974E+07   5000112E-02 -.7416E+01  .5144E+02   .9999962 -.0008149  .0026264
T 3020  1 .1925284E+07   5000190E-02  .5968E+02 -.3333E+02   .9999826  .0050686 -.0030202
T 3021  1 .1911631E+07   5000170E-02  .1025E+03  .1873E+03   .9998907  .0077984  .0125639
T 3022  1 .1913098E+07   5000173E-02 -.2444E+03  .5669E+02   .9999528 -.0097107  .0002984
T 3023  1 .1923004E+07   5000110E-02  .1148E+03  .1107E+03   .9999826  .0027988  .0051944
T 3024  1 .1928466E+07   5000221E-02 -.3691E+02  .5381E+01   .9999974 -.0004500 -.0022341
T 3025  1 .1932590E+07   5000050E-02 -.6149E+02 -.4208E+02   .9999948  .0002100 -.0032334
T 3026  1 .1930119E+07   5000224E-02  .9339E+02 -.1142E+03   .9999740  .0010084 -.0071379
T 3027  1 .1928867E+07   5000096E-02  .4126E+03 -.2359E+03   .9998556  .0161766 -.0052103
T 3028  1 .1922341E+07   5000118E-02  .4878E+02  .7771E+02   .9999774  .0040879  .0053444
T 3029  1 .1927277E+07   5000071E-02  .3088E+03 -.1898E+03   .9998897  .0143911 -.0036707
T 3030  1 .1930968E+07   5000125E-02 -.6256E+02  .9833E+02   .9999886 -.0030538  .0036719
T 3031  1 .1929535E+07   5000147E-02 -.3897E+02 -.3109E+02   .9999971 -.0023625  .0003657
T 3032  1 .1922092E+07   5000163E-02 -.1498E+02 -.2390E+01   .9999999  .0001943 -.0004713
T 3033  1 .1918714E+07   5000211E-02 -.2561E+00  .1778E+02   .9999845  .0026058 -.0049247
T 3034  1 .1919732E+07   5000107E-02 -.1960E+03 -.1584E+03   .9999924 -.0038604  .0004835
T 3035  1 .1926480E+07   5000221E-02  .1550E+02 -.2798E+02   .9999887 -.0004768 -.0047280
T 3036  1 .1915891E+07   5000194E-02 -.3019E+02 -.1932E+02   .9999983  .0012689  .0013602
T 3037  1 .1922795E+07   5000127E-02 -.5914E+02 -.1116E+03   .9999187 -.0071779 -.0105397
T 3038  1 .1917834E+07   5000179E-02 -.3529E+02  .1493E+02   .9999982 -.0018708  .0002023
T 3039  1 .1929058E+07   5000104E-02 -.4109E+01  .1251E+03   .9999923  .0020290  .0033720
T 3040  1 .1926233E+07   5000204E-02 -.4969E+02  .2383E+03   .9999590 -.0028555  .0085910
T 3041  1 .1921476E+07   5000002E-02  .4754E+01 -.6979E+02   .9999892  .0002871 -.0046323
T 3042  1 .1912176E+07   5000161E-02 -.1066E+03  .1373E+02   .9999923 -.0037291 -.0012186
T 3043  1 .1924854E+07   5000066E-02  .2887E+02 -.1717E+02   .9999892  .0045832 -.0007076
T 3044  1 .1918109E+07   5000120E-02  .5651E+02 -.2326E+02   .9999804  .0047789 -.0040510
T 3045  1 .1916230E+07   5000179E-02 -.4595E+02 -.2104E+02   .9999992 -.0012568  .0002681
T 3046  1 .1929355E+07   5000155E-02  .5048E+02  .3610E+03   .9998761  .0004355  .0157379
T 3047  1 .1915298E+07   5000172E-02 -.5653E+02  .1701E+02   .9999688 -.0078833  .0005819
T 3048  1 .1914088E+07   5000201E-02  .6417E+02  .1095E+03   .9999890  .0022251  .0041229
T 3049  1 .1917430E+07   5000008E-02  .2672E+02 -.1930E+02   .9999991  .0010622 -.0008401
T 3050  1 .1935967E+07   5000078E-02 -.2688E+01  .9271E+02   .9999931 -.0026751  .0025926
T 3051  1 .1920368E+07   5000122E-02 -.2479E+02 -.2635E+01   .9999744 -.0044539 -.0055981
T 3052  1 .1920170E+07   5000032E-02 -.4483E+02  .8905E+02   .9999934 -.0022913  .0028193
T 3053  1 .1929157E+07   5000123E-02 -.7458E+02 -.7422E+02   .9999957 -.0027903 -.0008681
T 3054  1 .1925741E+07   5000193E-02  .2927E+02  .3201E+02   .9999784  .0065577  .0004949
T 3055  1 .1918926E+07   5000017E-02 -.5919E+02  .5629E+02   .9999713  .0026742  .0070817
T 3056  1 .1920950E+07   5000146E-02  .6364E+02 -.8116E+02   .9999931  .0022478 -.0029488
T 3057  1 .1919378E+07   5000169E-02 -.1813E+03  .1993E+03   .9999676 -.0068963  .0041498
T 3058  1 .1927352E+07   5000128E-02  .2984E+02  .8184E+02   .9999442  .0105140  .0010701
T 3059  1 .1923515E+07   5000203E-02  .2014E+03  .8713E+02   .9999523  .0087357  .0043604
T 3060  1 .1912852E+07   5000200E-02 -.1221E+03 -.7088E+02   .9999989  .0014542 -.0000653
T 3061  1 .1935938E+07   5000076E-02  .1755E+03  .1791E+03   .9999039  .0085447  .0109183
T 3062  1 .1920923E+07   5000000E-02  .1378E+02 -.3589E+02   .9999995 -.0006432 -.0007505
T 3063  1 .1927688E+07   5000067E-02 -.1321E+03  .5047E+03   .9997427 -.0062626  .0218038
T 3064  1 .1914231E+07   5000145E-02  .4987E+01  .7963E+02   .9999856  .0014533  .0051610
T 3065  1 .1913033E+07   5000183E-02  .5017E+01  .9050E+01   .9999995  .0010134  .0001927
T 3066  1 .1928457E+07   5000122E-02  .9593E+02  .1102E+03   .9999113  .0079206  .0107040
T 3067  1 .1935816E+07   5000127E-02 -.3414E+03 -.1861E+03   .9999678 -.0069356 -.0040263
T 3068  1 .1927887E+07   5000161E-02  .2999E+02  .2869E+02   .9999998 -.0005370  .0002504
T 3069  1 .1932618E+07   5000017E-02  .1374E+03  .1521E+03   .9999550  .0056113  .0076488
T 3070  1 .1914033E+07   5000192E-02 -.1707E+03  .1025E+01   .9999765 -.0068165 -.0007121
T 3071  1 .1918404E+07   5000146E-02  .3117E+02  .3466E+01   .9999918  .0039567  .0008126
T 3072  1 .1919961E+07   5000003E-02  .1417E+01 -.6265E+02   .9999759 -.0030873 -.0062148
T 3073  1 .1915730E+07   5000048E-02  .1732E+02  .1352E+02   .9999990  .0014010  .0001027
T 3074  1 .1917002E+07   5000008E-02 -.1274E+03  .1262E+03   .9999652 -.0066815  .0049903
T 3075  1 .1912006E+07   5000151E-02 -.5802E+02  .1563E+01   .9999978 -.0002450  .0020818
T 3076  1 .1922242E+07   5000224E-02  .9733E+02 -.3615E+01   .9999535  .0090417  .0033611
T 3077  1 .1922032E+07   5000069E-02 -.8148E+02 -.1438E+03   .9999888 -.0022840 -.0041506
T 3078  1 .1924742E+07   5000002E-02 -.1626E+02 -.2659E+02   .9999841 -.0056412 -.0000894
T 3079  1 .1920185E+07   5000164E-02 -.3669E+02 -.1868E+02   .9999566 -.0057386 -.0073330
T 3080  1 .1926351E+07   5000073E-02 -.7287E+01 -.2509E+02   .9999999 -.0002049  .0002700
T 3081  1 .1923908E+07   5000199E-02  .4642E+02  .1029E+01   .9999977 -.0011584 -.0018277
T 3082  1 .1929902E+07   5000035E-02 -.1539E+03 -.1060E+03   .9999410 -.0094319 -.0053817
T 3083  1 .1923681E+07   5000127E-02 -.1251E+02 -.1459E+03   .9999655 -.0038721 -.0073429
T 3084  1 .1928059E+07   5000193E-02 -.2049E+03 -.9648E+02   .9999188 -.0118849  .0046057
T 3085  1 .1931547E+07   5000004E-02  .7965E+01 -.3391E+02   .9999994 -.0001252 -.0010463
T 3086  1 .1921523E+07   5000202E-02 -.2155E+02  .1574E+02   .9999995 -.0009789  .0000525
T 3087  1 .1920006E+07   5000098E-02  .1631E+01 -.2704E+02   .9999603 -.0083746  .0030479
T 3088  1 .1926087E+07   5000209E-02 -.1172E+02  .2459E+01   .9999909 -.0036252  .0022389
T 3089  1 .1921444E+07   5000128E-02 -.1108E+03 -.6289E+02   .9999937 -.0034764 -.0007016
T 3090  1 .1924810E+07   5000154E-02  .2108E+02  .5955E+02   .9999984 -.0017569  .0001839
T 3091  1 .1917116E+07   5000180E-02  .1280E+03 -.6788E+02   .9999330  .0085367 -.0078225
T 3092  1 .1930771E+07   5000028E-02 -.4264E+01 -.4545E+02   .9999986  .0003753 -.0016286
T 3093  1 .1916637E+07   5000069E-02  .1560E+02  .1006E+03   .9999929  .0017929  .0033190
T 3094  1 .1932059E+07   5000034E-02 -.7384E+02  .1214E+03   .9999646 -.0049091  .0068390
T 3095  1 .1920217E+07   5000186E-02 -.9828E+02 -.1348E+03   .9999741 -.0008680 -.0071421
T 3096  1 .1920233E+07   5000120E-02 -.1031E+03  .1445E+03   .9999791 -.0048031  .0043209
T 3097  1 .1924993E+07   5000136E-02  .3962E+02  .4905E+02   .9999961 -.0018753  .0020759
T 3098  1 .1914403E+07   5000187E-02 -.1424E+02 -.5775E+02   .9999870  .0013002 -.0049309
T 3099  1 .1926755E+07   5000014E-02 -.1313E+03 -.2596E+03   .9999284 -.0023805 -.0117265
T 3100  1 .1920906E+07   5000219E-02 -.4443E+03  .1211E+03   .9999116 -.0115765  .0065413
T 3101  1 .1909960E+07   5000009E-02  .1362E+03 -.2242E+03   .9998245  .0052283 -.0179901
T 3102  1 .1915444E+07   5000218E-02 -.1509E+03 -.8565E+02   .9999662 -.0031977 -.0075704
T 3103  1 .1916525E+07   5000045E-02 -.2402E+02  .1175E+01   .9999999 -.0004258 -.0000629
T 3104  1 .1935564E+07   5000179E-02  .1355E+03  .5575E+02   .9999322  .0042441  .0108426
T 3105  1 .1925986E+07   5000013E-02  .6187E+03  .2499E+03   .9994675  .0318148  .0072479
T 3106  1 .1922196E+07   5000165E-02  .2409E+02 -.8694E+02   .9999797 -.0003246 -.0063648
T 3107  1 .1913472E+07   5000109E-02 -.1235E+03 -.1117E+02   .9999830 -.0053089 -.0023908
T 3108  1 .1928499E+07   5000157E-02  .4815E+02 -.7558E+02   .9999989 -.0014112  .0003498
T 3109  1 .1928429E+07   5000150E-02 -.1414E+03  .1572E+03   .9999198 -.0068567  .0106492
T 3110  1 .1921178E+07   5000218E-02 -.1034E+02  .3340E+02   .9999964 -.0005800  .0026373
T 3111  1 .1912800E+07   5000126E-02  .2566E+02  .3572E+02   .9999989 -.0012741 -.0007982
T 3112  1 .1922321E+07   5000084E-02  .1112E+03 -.2629E+03   .9998389  .0069312 -.0165572
T 3113  1 .1924061E+07   5000206E-02 -.2849E+02  .3657E+02   .9999963  .0009954  .0025194
T 3114  1 .1911485E+07   5000185E-02  .7490E+02 -.2285E+02   .9999828  .0057540 -.0011694
T 3115  1 .1921456E+07   5000028E-02 -.1235E+03 -.1542E+03   .9999409 -.0069095 -.0083987
T 3116  1 .1930847E+07   5000218E-02 -.1948E+03  .1178E+03   .9999992 -.0005340  .0011505
T 3117  1 .1921405E+07   5000141E-02  .1309E+03 -.7935E+02   .9999847  .0046776 -.0029517
T 3118  1 .1916905E+07   5000043E-02  .1158E+03  .1201E+03   .9999848  .0034293  .0043108
T 3119  1 .1929981E+07   5000226E-02 -.5199E+02  .2265E+03   .9999696 -.0022363  .0074761
T 3120  1 .1930727E+07   5000047E-02  .1205E+02 -.1631E+03   .9999079 -.0020645 -.0134169
T 3121  1 .1940522E+07   5000181E-02  .2172E+01 -.4693E+01   .9999932  .0027684 -.0024373
T 3122  1 .1915925E+07   5000146E-02 -.1314E+03 -.1110E+03   .9999536 -.0096195  .0005208
T 3123  1 .1925304E+07   5000198E-02  .5373E+02  .1515E+01   .9999927  .0037757 -.0006169
T 3124  1 .1921079E+07   5000060E-02 -.3317E+02  .1480E+02   .9999919 -.0030381 -.0026338
T 3125  1 .1924180E+07   5000059E-02 -.6317E+02  .1970E+02   .9999988  .0001658 -.0015273
T 3126  1 .1920716E+07   5000203E-02  .3499E+02  .1475E+03   .9999689  .0008731  .0078370
T 3127  1 .1932550E+07   5000221E-02 -.6532E+02  .1294E+03   .9999878 -.0025042  .0042610
T 3128  1 .1934054E+07   5000022E-02 -.2306E+02 -.1028E+03   .9999949 -.0003668 -.0031674
T 3129  1 .1920514E+07   5000058E-02  .3509E+02 -.6348E+01   .9999958  .0028765  .0004533
T 3130  1 .1934618E+07   5000161E-02  .7798E+02  .2319E+03   .9999886 -.0044113  .0018433
T 3131  1 .1920965E+07   5000119E-02 -.6916E+03  .6323E+02   .9997539 -.0221462  .0013326
T 3132  1 .1918770E+07   5000069E-02 -.6248E+01  .3327E+02   .9999987 -.0002260  .0016164
T 3133  1 .1919537E+07   5000090E-02 -.8717E+02 -.3560E+02   .9999898 -.0045025  .0002229
T 3134  1 .1925053E+07   5000075E-02  .1262E+03  .1011E+03   .9999616  .0062142  .0061819
T 3135  1 .1920377E+07   5000141E-02  .3642E+02  .1947E+03   .9999612  .0030538  .0082675
T 3136  1 .1927895E+07   5000006E-02  .4087E+02  .2196E+02   .9999975  .0022446 -.0001436
T 3137  1 .1916401E+07   5000119E-02  .9841E+02 -.2685E+03   .9999263  .0049216 -.0110960
T 3138  1 .1926455E+07   5000014E-02  .4668E+02 -.2447E+02   .9999749  .0065217 -.0027640
T 3139  1 .1918811E+07   5000188E-02 -.5188E+03  .9933E+02   .9998336 -.0178847  .0035799
T 3140  1 .1926574E+07   5000080E-02 -.8091E+02 -.7047E+02   .9999977 -.0021046 -.0003080
T 3141  1 .1920035E+07   5000023E-02  .8396E+02  .1166E+03   .9999864  .0052127 -.0000269
T 3142  1 .1923474E+07   5000039E-02  .4683E+02  .4369E+02   .9999646  .0067006  .0050820
T 3143  1 .1928862E+07   5000036E-02 -.4681E+02  .1018E+03   .9999111 -.0078934  .0107498
T 3144  1 .1917235E+07   5000159E-02  .7862E+02  .9628E+01   .9999946  .0032786  .0000776
T 3145  1 .1923795E+07   5000009E-02  .1329E+03 -.1880E+01   .9999695  .0060167 -.0049775
T 3146  1 .1922150E+07   5000124E-02 -.4254E+02  .7697E+02   .9999770 -.0021600  .0064362
T 3147  1 .1927323E+07   5000123E-02 -.1869E+02 -.6719E+01   .9999993 -.0006024  .0009778
T 3148  1 .1921516E+07   5000180E-02  .2895E+02 -.1528E+01   .9999896  .0040375  .0021044
T 3149  1 .1929216E+07   5000163E-02 -.7433E+01  .1185E+02   .9999990 -.0006606  .0012610
T 3150  1 .1931875E+07   5000137E-02 -.4734E+02  .7237E+02   .9999870 -.0046642  .0020505
T 3151  1 .1920633E+07   5000125E-02 -.6125E+02 -.3810E+02   .9999955 -.0027483  .0012340
T 3152  1 .1916130E+07   5000123E-02  .1589E+02 -.2177E+02   .9999956 -.0001376 -.0029526
T 3153  1 .1930720E+07   5000124E-02  .5504E+01  .2380E+02   .9999989  .0011219  .0009967
T 3154  1 .1917522E+07   5000176E-02 -.1113E+03 -.8482E+02   .9999749 -.0052599 -.0047498
T 3155  1 .1930304E+07   5000154E-02 -.8111E+02  .3296E+02   .9999921 -.0032939  .0022197
T 3156  1 .1924318E+07   5000219E-02 -.2623E+02  .7701E+02   .9999767 -.0029017  .0061764
T 3157  1 .1923734E+07   5000193E-02  .4590E+02  .4665E+00   .9999932  .0035835  .0008627
T 3158  1 .1920666E+07   5000113E-02  .8756E+03  .9149E+02   .9996218  .0274890 -.0008403
T 3159  1 .1934430E+07   5000178E-02 -.1167E+02  .1330E+03   .9999556  .0009116  .0093760
T 3160  1 .1929059E+07   5000177E-02  .3207E+02 -.1226E+02   .9999970  .0023993  .0004933
T 3161  1 .1938322E+07   5000180E-02 -.2808E+01  .1032E+02   .9999964  .0004932  .0026372
T 3162  1 .1927241E+07   5000001E-02  .2306E+02 -.1165E+02   .9999924  .0015246 -.0035876
T 3163  1 .1917130E+07   5000165E-02  .2735E+02 -.8314E+02   .9999898 -.0037364 -.0025226
T 3164  1 .1925769E+07   5000163E-02 -.4259E+02 -.2986E+02   .9999240  .0048198 -.0113460
T 3165  1 .1919573E+07   5000156E-02  .2606E+00 -.8727E+02   .9999964  .0011039 -.0024597
T 3166  1 .1913365E+07   5000168E-02  .3946E+02  .2516E+03   .9999693  .0003806  .0078233
T 3167  1 .1918616E+07   5000218E-02  .5662E+01 -.1256E+02   .9999991 -.0008823 -.0009867
T 3168  1 .1928489E+07   5000219E-02  .1528E+03  .4747E+02   .9999782  .0064879  .0012535
T 3169  1 .1924289E+07   5000070E-02 -.5559E+02  .3016E+02   .9999417 -.0094665  .0051933
T 3170  1 .1910389E+07   5000092E-02  .1161E+03  .4764E+02   .9999740  .0064366  .0032362
T 3171  1 .1915834E+07   5000205E-02  .4610E+02  .3311E+01   .9999655  .0067048  .0049064
T 3172  1 .1926080E+07   5000051E-02 -.1465E+03 -.2492E+03   .9997975 -.0175302 -.0098832
T 3173  1 .1915008E+07   5000079E-02  .8003E+02 -.1752E+02   .9999625  .0081909 -.0027975
T 3174  1 .1918921E+07   5000016E-02 -.2321E+03 -.9300E+02   .9999722 -.0042325 -.0061375
T 3175  1 .1919265E+07   5000127E-02 -.3870E+02 -.2894E+03   .9999242 -.0011589 -.0122590
T 3176  1 .1916099E+07   5000090E-02  .3157E+02 -.9253E+02   .9999164  .0022721 -.0127330
T 3177  1 .1923299E+07   5000213E-02  .2758E+02  .1842E+03   .9999387  .0062063  .0091687
T 3178  1 .1928943E+07   5000163E-02 -.1176E+03 -.3642E+02   .9999399 -.0106360  .0026546
T 3179  1 .1923327E+07   5000179E-02  .6381E+02 -.3171E+02   .9999985  .0012837  .0011359
T 3180  1 .1917028E+07   5000165E-02 -.6795E+02 -.1775E+03   .9999725 -.0042287 -.0060881
T 3181  1 .1913569E+07   5000160E-02 -.2840E+03  .1565E+03   .9998458 -.0161095  .0069963
T 3182  1 .1911623E+07   5000179E-02  .2347E+02 -.8864E+02   .9999972 -.0002901 -.0023558
T 3183  1 .1916390E+07   5000113E-02  .1076E+02  .1947E+02   .9999994 -.0008300  .0007551
T 3184  1 .1920456E+07   5000177E-02 -.2073E+03 -.1945E+03   .9999112 -.0079233 -.0107171
T 3185  1 .1923311E+07   5000048E-02 -.2458E+01 -.1225E+03   .9999770 -.0000210 -.0067890
T 3186  1 .1932871E+07   5000199E-02 -.1110E+03  .1201E+03   .9999885 -.0038968  .0027816
T 3187  1 .1923049E+07   5000024E-02  .2125E+03 -.2576E+03   .9998349  .0142201 -.0113136
T 3188  1 .1923432E+07   5000075E-02  .2019E+03  .1307E+03   .9999508  .0091174  .0038982
T 3189  1 .1923601E+07   5000127E-02 -.3490E+02  .2747E+03   .9999073 -.0073148  .0114879
T 3190  1 .1926266E+07   5000062E-02 -.9908E+02  .4792E+02   .9999944 -.0002328 -.0033267
T 3191  1 .1924061E+07   5000073E-02 -.4149E+02  .3175E+02   .9999829 -.0053865  .0022897
T 3192  1 .1912841E+07   5000185E-02 -.4372E+01 -.2967E+01   .9999996  .0004569  .0007277
T 3193  1 .1916601E+07   5000082E-02  .4262E+02 -.3925E+02   .9999858  .0049682 -.0019179
T 3194  1 .1935987E+07   5000164E-02 -.1320E+02 -.2342E+03   .9999117  .0011130 -.0132430
T 3195  1 .1917614E+07   5000194E-02  .4476E+02 -.6858E+02   .9999886  .0026172 -.0040045
T 3196  1 .1916331E+07   5000186E-02 -.7440E+02  .1212E+02   .9999900 -.0044387 -.0004580
T 3197  1 .1924877E+07   5000204E-02 -.2755E+01  .4877E+02   .9999929 -.0008321  .0036831
T 3198  1 .1922766E+07   5000160E-02 -.2209E+02  .1982E+02   .9999894 -.0045579 -.0006546
T 3199  1 .1936280E+07   5000067E-02  .4177E+01  .2479E+02   .9999782  .0059310 -.0028934
T 3200  1 .1920174E+07   5000119E-02  .5448E+02  .1216E+03   .9999574  .0022852  .0089395
