============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  40 um) ===============================
T   82  1 .1320815E+07   4000001E-01  .7872E+04 -.4304E+04   .9994509  .0186944 -.0273558
T   83  1 .1318602E+07   4000011E-01  .4684E+03 -.8291E+04   .9999301 -.0028299 -.0114823
T   84  1 .1287110E+07   4000001E-01  .4455E+04  .1955E+04   .9998487  .0166390 -.0050792
T   85  1 .1270755E+07   4000003E-01  .8204E+05  .7713E+05   .9546340  .2235164  .1967595
T   86  1 .1343445E+07   4000004E-01  .1334E+04  .1174E+05   .9977460  .0067058  .0667680
T   87  1 .1302929E+07   4000016E-01 -.8605E+04  .6350E+04   .9973170 -.0402203  .0611644
T   88  1 .1324870E+07   4000004E-01 -.4913E+03 -.5882E+04   .9989387 -.0117145 -.0445458
T   89  1 .1320685E+07   4000020E-01 -.3234E+04  .3369E+04   .9997533 -.0152224  .0161720
T   90  1 .1283474E+07   4000023E-01 -.1845E+04 -.1411E+04   .9994328  .0158527 -.0297114
T   91  1 .1276320E+07   4000014E-01  .2780E+04  .3438E+04   .9998722  .0097194  .0126930
T   92  1 .1308501E+07   4000018E-01  .3131E+04 -.5264E+04   .9998760  .0080486 -.0135369
T   93  1 .1306364E+07   4000013E-01 -.1320E+03  .9504E+04   .9989758 -.0203145  .0404322
T   94  1 .1305652E+07   4000016E-01 -.1812E+04  .1720E+04   .9999134  .0012274  .0130997
T   95  1 .1301581E+07   4000016E-01  .2583E+04  .8981E+03   .9993117  .0293089  .0227406
T   96  1 .1276755E+07   4000010E-01  .3000E+04  .2710E+04   .9998111  .0139370  .0135467
T   97  1 .1306228E+07   4000001E-01 -.4681E+04  .3917E+04   .9995632 -.0295472  .0005661
T   98  1 .1256409E+07   4000022E-01  .4970E+04  .6628E+04   .9997532  .0082206  .0206403
T   99  1 .1305185E+07   4000010E-01  .2619E+04  .2036E+04   .9997578  .0151899  .0159277
T  100  1 .1312487E+07   4000017E-01  .1142E+04 -.6545E+04   .9993921  .0064908 -.0342535
T  101  1 .1303382E+07   4000004E-01  .3810E+04 -.2136E+03   .9997974  .0085374 -.0182289
T  102  1 .1345961E+07   4000004E-01 -.2427E+04 -.1288E+04   .9999854  .0053870  .0004976
T  103  1 .1322865E+07   4000015E-01 -.3050E+04 -.2780E+04   .9997095 -.0125488 -.0205766
T  104  1 .1320137E+07   4000019E-01 -.3819E+04  .8831E+03   .9986476 -.0501292  .0137884
T  105  1 .1329371E+07   4000020E-01 -.1274E+04 -.3086E+04   .9996287  .0010917 -.0272247
T  106  1 .1342394E+07   4000003E-01  .3431E+04  .2013E+04   .9997318  .0184426  .0140080
T  107  1 .1287525E+07   4000017E-01 -.5193E+04  .6578E+04   .9977891 -.0256009  .0613319
T  108  1 .1313314E+07   4000020E-01 -.1564E+04 -.6389E+04   .9990649  .0290240 -.0320472
T  109  1 .1317128E+07   4000001E-01 -.7985E+03 -.2884E+04   .9998619  .0074141 -.0148733
T  110  1 .1337998E+07   4000020E-01 -.1830E+05  .4574E+03   .9864280 -.1576615 -.0458554
T  111  1 .1291255E+07   4000005E-01 -.3683E+03  .6108E+03   .9999285 -.0072295 -.0095247
T  112  1 .1329641E+07   4000022E-01  .2085E+04 -.2503E+04   .9999013  .0039347  .0134838
T  113  1 .1281584E+07   4000006E-01  .5850E+04  .1767E+04   .9992618  .0346222  .0166482
T  114  1 .1301625E+07   4000016E-01 -.5476E+04  .6202E+04   .9948347 -.0071189  .1012586
T  115  1 .1284745E+07   4000013E-01 -.6293E+03  .4741E+04   .9999953 -.0003278  .0030584
T  116  1 .1336318E+07   4000014E-01  .3070E+04  .2128E+04   .9999000  .0099867  .0100091
T  117  1 .1325704E+07   4000001E-01 -.1645E+05  .8653E+04   .9982794 -.0555133  .0188838
T  118  1 .1268701E+07   4000019E-01 -.1975E+04  .1717E+04   .9988596 -.0227762  .0419604
T  119  1 .1311547E+07   4000019E-01 -.3581E+04  .5894E+04   .9996733 -.0078162  .0243369
T  120  1 .1328019E+07   4000003E-01 -.4090E+04 -.7418E+03   .9997087 -.0240611 -.0019006
T  121  1 .1313123E+07   4000021E-01 -.1724E+04 -.2778E+04   .9998404 -.0063390 -.0167016
T  122  1 .1333138E+07   4000017E-01 -.2295E+04 -.2232E+04   .9995273 -.0235583 -.0197532
T  123  1 .1296516E+07   4000018E-01 -.8700E+04  .5802E+04   .9985805 -.0302349  .0438509
T  124  1 .1345267E+07   4000009E-01  .4223E+04 -.1654E+04   .9995125  .0308777 -.0046097
T  125  1 .1330297E+07   4000007E-01  .1130E+04 -.8865E+04   .9998813 -.0010960 -.0153652
T  126  1 .1323168E+07   4000004E-01  .2251E+04 -.5255E+04   .9999628  .0084031  .0019413
T  127  1 .1297438E+07   4000006E-01 -.4046E+04 -.2414E+04   .9993656 -.0350012 -.0065862
T  128  1 .1333599E+07   4000021E-01 -.3609E+02 -.4811E+04   .9991085  .0103048 -.0409386
T  129  1 .1288265E+07   4000012E-01  .1480E+04 -.1323E+04   .9998270  .0128852 -.0134116
T  130  1 .1308997E+07   4000004E-01 -.1091E+05  .4855E+04   .9983136 -.0551602  .0180908
T  131  1 .1343958E+07   4000019E-01 -.6173E+04 -.2332E+04   .9994140 -.0340247 -.0037447
T  132  1 .1356136E+07   4000006E-01 -.5638E+02  .3773E+04   .9997920  .0199839  .0040658
T  133  1 .1301794E+07   4000015E-01 -.1517E+04 -.1401E+04   .9999062 -.0039227 -.0131261
T  134  1 .1315069E+07   4000003E-01 -.1002E+05  .1735E+04   .9995228 -.0299333 -.0076205
T  135  1 .1279477E+07   4000004E-01  .2782E+04 -.9089E+03   .9999893 -.0032580  .0032753
T  136  1 .1322171E+07   4000000E-01 -.5819E+03  .2378E+04   .9999450  .0080066  .0067680
T  137  1 .1341728E+07   4000011E-01  .3218E+03  .1874E+04   .9998052  .0096137  .0172377
T  138  1 .1331636E+07   4000005E-01  .8838E+04  .1085E+05   .9980334  .0453868  .0432360
T  139  1 .1303438E+07   4000015E-01  .5575E+04 -.3404E+04   .9995326  .0202761 -.0228807
T  140  1 .1291470E+07   4000008E-01  .1022E+04  .4407E+04   .9998850  .0046507 -.0144315
T  141  1 .1326215E+07   4000008E-01  .6226E+04  .6109E+04   .9989246  .0317540  .0337827
T  142  1 .1317456E+07   4000016E-01  .4279E+04  .1107E+04   .9993308  .0310861  .0192789
T  143  1 .1303691E+07   4000010E-01 -.2039E+04  .2006E+04   .9998428 -.0091020  .0152169
T  144  1 .1326544E+07   4000004E-01  .1360E+04 -.4609E+04   .9955851  .0759833 -.0551067
T  145  1 .1317794E+07   4000013E-01 -.5888E+04 -.7200E+04   .9996539 -.0241107 -.0105232
T  146  1 .1311026E+07   4000012E-01 -.5115E+03 -.1359E+04   .9985312  .0438527 -.0318185
T  147  1 .1332486E+07   4000012E-01  .1045E+04 -.3666E+04   .9999638  .0013575 -.0083958
T  148  1 .1256241E+07   4000000E-01 -.8153E+03  .7239E+03   .9998793 -.0137757 -.0071797
T  149  1 .1296540E+07   4000020E-01  .2046E+04  .3031E+04   .9999794  .0040804 -.0049543
T  150  1 .1313229E+07   4000021E-01 -.3600E+04 -.2793E+04   .9996984 -.0132005 -.0207090
T  151  1 .1287552E+07   4000021E-01 -.1724E+05 -.7616E+04   .9966909 -.0716991 -.0382958
T  152  1 .1271896E+07   4000012E-01 -.4809E+04  .1656E+04   .9995758 -.0287952  .0043609
T  153  1 .1278416E+07   4000019E-01  .1648E+04 -.7756E+03   .9999747 -.0070904 -.0006432
T  154  1 .1321311E+07   4000021E-01  .1859E+04 -.5754E+03   .9999217 -.0109313  .0060943
T  155  1 .1352668E+07   4000011E-01  .4495E+04 -.7789E+04   .9993624  .0159008 -.0319669
T  156  1 .1333399E+07   4000017E-01  .5256E+04 -.3500E+04   .9993721  .0344923 -.0081103
T  157  1 .1295600E+07   4000017E-01 -.3100E+04 -.5324E+04   .9994295 -.0166188 -.0294010
T  158  1 .1333501E+07   4000006E-01 -.1009E+05  .5924E+04   .9980255 -.0570050  .0263746
T  159  1 .1309215E+07   4000014E-01 -.3199E+04 -.1947E+04   .9998983  .0108962 -.0091986
T  160  1 .1312928E+07   4000014E-01  .2640E+02  .2549E+04   .9998931 -.0102134  .0104627
T  161  1 .1310009E+07   4000020E-01  .2323E+04  .1991E+04   .9998914  .0110313  .0097726
T  162  1 .1322094E+07   4000012E-01 -.7649E+03 -.7988E+03   .9998755 -.0009982 -.0157503
T  163  1 .1318340E+07   4000008E-01  .4580E+03  .5893E+04   .9998880 -.0045058  .0142693
T  164  1 .1305227E+07   4000019E-01  .3005E+03  .1147E+04   .9996480  .0092265  .0248743
T  165  1 .1297898E+07   4000021E-01 -.6244E+04 -.3287E+05   .9961993 -.0177796 -.0852690
T  166  1 .1313699E+07   4000003E-01 -.1035E+04  .9605E+04   .9997427  .0055380  .0219956
T  167  1 .1313522E+07   4000019E-01 -.4600E+04 -.1899E+04   .9998986 -.0129529  .0059088
T  168  1 .1284320E+07   4000015E-01 -.7922E+04 -.1379E+04   .9993818 -.0292431 -.0195167
T  169  1 .1287907E+07   4000002E-01 -.2478E+03  .7378E+03   .9998479 -.0107687 -.0137184
T  170  1 .1307796E+07   4000014E-01 -.4675E+04 -.8237E+04   .9992300 -.0187421 -.0344706
T  171  1 .1322674E+07   4000022E-01 -.6111E+03 -.1083E+04   .9997468 -.0192872  .0115945
T  172  1 .1289833E+07   4000013E-01 -.3188E+04 -.5091E+04   .9998311  .0032108 -.0180932
T  173  1 .1283964E+07   4000018E-01 -.2549E+04 -.3051E+03   .9999501  .0071154  .0070136
T  174  1 .1318459E+07   4000004E-01 -.2329E+04 -.1604E+04   .9999604 -.0087153 -.0017897
T  175  1 .1291006E+07   4000003E-01 -.6039E+04  .2501E+04   .9996876 -.0233247  .0089822
T  176  1 .1323600E+07   4000021E-01  .4138E+03 -.4121E+02   .9999869 -.0048635  .0016023
T  177  1 .1337432E+07   4000012E-01  .9760E+03  .2240E+04   .9994368 -.0114026  .0315589
T  178  1 .1328763E+07   4000007E-01  .5231E+04  .5222E+04   .9996943  .0185461  .0163524
T  179  1 .1319687E+07   4000008E-01 -.8710E+03  .7070E+03   .9999086 -.0129489  .0038953
T  180  1 .1349375E+07   4000021E-01 -.2630E+04  .1965E+04   .9999018  .0109073 -.0087945
T  181  1 .1320008E+07   4000017E-01  .5504E+03 -.4729E+04   .9995442 -.0045508 -.0298439
T  182  1 .1294831E+07   4000008E-01  .4562E+04  .2976E+04   .9996190  .0178629  .0210420
T  183  1 .1304499E+07   4000000E-01  .1682E+05  .1245E+03   .9984053  .0564513  .0002405
T  184  1 .1296877E+07   4000017E-01  .3090E+03 -.1468E+04   .9999176 -.0124576 -.0030932
T  185  1 .1303611E+07   4000018E-01 -.1880E+04  .4463E+04   .9998623 -.0144369 -.0081881
T  186  1 .1283732E+07   4000022E-01 -.4293E+04  .2100E+04   .9993711 -.0323875  .0144396
T  187  1 .1258946E+07   4000005E-01 -.1734E+05  .1659E+04   .9959302 -.0885830  .0166161
T  188  1 .1299935E+07   4000009E-01 -.4264E+04  .3139E+04   .9996020 -.0140818  .0244442
T  189  1 .1316949E+07   4000007E-01 -.2900E+04  .2631E+04   .9998439 -.0163670 -.0066552
T  190  1 .1305842E+07   4000022E-01 -.5359E+04 -.2054E+04   .9992327 -.0332428 -.0207084
T  191  1 .1324763E+07   4000010E-01  .1617E+04  .8106E+03   .9999866  .0043910 -.0027271
T  192  1 .1308228E+07   4000000E-01  .6539E+04  .2983E+04   .9998314  .0183320  .0010631
T  193  1 .1311606E+07   4000005E-01  .3785E+04  .3046E+04   .9998678  .0130466  .0097060
T  194  1 .1324548E+07   4000006E-01 -.3364E+03 -.2790E+03   .9999322  .0112771 -.0028992
T  195  1 .1326222E+07   4000015E-01  .3922E+03 -.1790E+04   .9998984 -.0142540 -.0001137
T  196  1 .1302763E+07   4000000E-01  .9944E+03  .7675E+03   .9999793 -.0050315  .0040092
T  197  1 .1290111E+07   4000012E-01 -.6131E+04  .2618E+04   .9995595 -.0159667  .0250181
T  198  1 .1301438E+07   4000007E-01 -.4008E+04 -.2655E+04   .9998755 -.0136365 -.0079442
T  199  1 .1291673E+07   4000009E-01  .2018E+04  .2394E+04   .9998041  .0105058  .0167749
T  200  1 .1297155E+07   4000019E-01 -.5450E+04 -.1484E+04   .9995386 -.0222517 -.0206764
T  201  1 .1364289E+07   4000015E-01  .7454E+04 -.5114E+03   .9981184  .0612974  .0015157
T  202  1 .1277058E+07   4000004E-01 -.1773E+05  .1315E+05   .9983347 -.0527231  .0234103
T  203  1 .1292896E+07   4000020E-01  .1841E+03 -.1377E+04   .9993151 -.0220165  .0297414
T  204  1 .1330710E+07   4000012E-01  .2793E+03 -.8034E+03   .9999210  .0094253 -.0083212
T  205  1 .1308695E+07   4000007E-01  .5914E+04 -.2802E+04   .9994305  .0300581 -.0153369
T  206  1 .1307384E+07   4000007E-01 -.1095E+04  .2415E+04   .9999111 -.0044442  .0125736
T  207  1 .1342377E+07   4000009E-01  .1819E+04  .3139E+04   .9991441  .0233218  .0341638
T  208  1 .1332429E+07   4000014E-01  .1116E+04 -.2498E+04   .9998955 -.0020299 -.0143129
T  209  1 .1300366E+07   4000013E-01  .3987E+04 -.4536E+04   .9996376  .0175037 -.0204525
T  210  1 .1305029E+07   4000008E-01  .5984E+04 -.4271E+04   .9977071  .0529051 -.0422091
T  211  1 .1335714E+07   4000018E-01 -.5120E+04  .3239E+04   .9997182 -.0191413  .0140406
T  212  1 .1326576E+07   4000009E-01  .3771E+03  .7896E+04   .9984912  .0085349  .0542450
T  213  1 .1307015E+07   4000019E-01 -.2678E+04 -.4658E+02   .9999629 -.0071563  .0047937
T  214  1 .1272208E+07   4000006E-01 -.3766E+04  .8871E+03   .9996492 -.0252572 -.0079707
T  215  1 .1291418E+07   4000020E-01  .1429E+04 -.2387E+03   .9999926  .0014470  .0035758
T  216  1 .1296996E+07   4000014E-01  .2303E+04  .1362E+04   .9994585  .0286659  .0161557
T  217  1 .1311105E+07   4000015E-01 -.6921E+03 -.8144E+03   .9999427  .0012893 -.0106260
T  218  1 .1275957E+07   4000001E-01 -.3768E+04 -.2065E+04   .9997755 -.0209701  .0030384
T  219  1 .1364183E+07   4000017E-01 -.7728E+03  .1363E+04   .9999711 -.0046961  .0059744
T  220  1 .1303280E+07   4000021E-01  .3017E+04  .1719E+04   .9996673  .0242792  .0087084
T  221  1 .1319662E+07   4000010E-01  .1804E+04  .3419E+04   .9999367 -.0031441  .0108074
T  222  1 .1315903E+07   4000006E-01 -.4737E+04 -.6327E+04   .9999048 -.0118515 -.0070733
T  223  1 .1318179E+07   4000017E-01  .4410E+04  .2186E+03   .9997058  .0238590  .0043770
T  224  1 .1310190E+07   4000020E-01 -.3161E+03  .8100E+03   .9999801  .0000925  .0063092
T  225  1 .1332987E+07   4000018E-01  .2662E+04 -.7992E+04   .9994848  .0106179 -.0302884
T  226  1 .1308997E+07   4000014E-01  .8439E+04 -.8870E+04   .9990366  .0342223 -.0274731
T  227  1 .1333781E+07   4000007E-01 -.3270E+04 -.3121E+04   .9995836 -.0212744 -.0194941
T  228  1 .1307257E+07   4000013E-01  .3431E+04 -.2231E+04   .9999300 -.0008277  .0118030
T  229  1 .1337765E+07   4000015E-01  .2987E+04 -.2550E+04   .9995792  .0238818 -.0164665
T  230  1 .1298947E+07   4000013E-01 -.2674E+04 -.8731E+04   .9992523 -.0194008 -.0334418
T  231  1 .1334372E+07   4000000E-01 -.5323E+04 -.1356E+04   .9983105 -.0458908 -.0356388
T  232  1 .1310393E+07   4000013E-01 -.2937E+04 -.6641E+04   .9997310 -.0145635 -.0180499
T  233  1 .1300969E+07   4000009E-01 -.9719E+03  .7955E+03   .9999875  .0046538  .0018196
T  234  1 .1317039E+07   4000016E-01 -.4629E+03 -.3627E+03   .9999975 -.0009886 -.0020077
T  235  1 .1305028E+07   4000015E-01 -.3760E+04 -.2445E+04   .9994466 -.0332246  .0016463
T  236  1 .1283340E+07   4000013E-01  .3809E+04  .2622E+04   .9997600  .0145761  .0163525
T  237  1 .1269984E+07   4000015E-01  .1614E+04 -.1037E+04   .9999883  .0039032  .0028490
T  238  1 .1312775E+07   4000008E-01 -.4770E+04  .1649E+04   .9996295 -.0201771  .0182695
T  239  1 .1304678E+07   4000014E-01  .7200E+04 -.9061E+04   .9993000  .0259716 -.0269266
T  240  1 .1300348E+07   4000022E-01  .7438E+04 -.6625E+04   .9993919  .0310712 -.0158234
T  241  1 .1338888E+07   4000014E-01  .2265E+04  .7171E+04   .9996150 -.0064451  .0269856
T  242  1 .1311149E+07   4000021E-01  .1222E+04  .3100E+04   .9997840 -.0022307  .0206646
T  243  1 .1351979E+07   4000005E-01  .4750E+04 -.2459E+04   .9998147  .0156714 -.0111779
T  244  1 .1305831E+07   4000019E-01 -.3072E+04  .3047E+04   .9993457 -.0344544  .0110062
T  245  1 .1300659E+07   4000021E-01 -.5236E+04 -.1188E+04   .9993902 -.0342616 -.0067393
T  246  1 .1292824E+07   4000017E-01  .3316E+04  .2054E+04   .9995080  .0169582  .0263841
T  247  1 .1329364E+07   4000005E-01 -.4753E+04 -.2905E+03   .9995996 -.0280829  .0034667
T  248  1 .1331442E+07   4000002E-01  .1298E+05  .1100E+05   .9986182  .0414380  .0323194
T  249  1 .1277114E+07   4000017E-01 -.5373E+03  .3655E+04   .9997299  .0002475  .0232374
T  250  1 .1302939E+07   4000014E-01  .8085E+04 -.7824E+03   .9991591  .0409141  .0026753
T  251  1 .1349316E+07   4000020E-01  .9947E+04  .2862E+04   .9987043  .0425258  .0279504
T  252  1 .1283489E+07   4000016E-01  .2515E+04  .1944E+04   .9995293  .0304106  .0040386
T  253  1 .1314977E+07   4000006E-01  .2763E+04 -.3761E+04   .9996146  .0275084  .0037328
T  254  1 .1351481E+07   4000009E-01 -.1933E+05  .2484E+05   .9643724 -.1833603  .1906956
T  255  1 .1306923E+07   4000005E-01 -.3962E+04 -.4727E+04   .9998078 -.0042661 -.0191377
