============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  40 um) ===============================
T 1380  1 .1301023E+07   4000000E-01 -.1533E+04 -.3866E+03   .9997180 -.0235374 -.0031596
T 1381  1 .1292373E+07   4000020E-01  .6670E+04 -.4990E+04   .9991710  .0370289 -.0169149
T 1382  1 .1309382E+07   4000012E-01 -.3970E+04 -.1327E+04   .9572312 -.2522858 -.1416347
T 1383  1 .1328797E+07   4000011E-01  .1396E+05 -.5178E+04   .9984185  .0465192 -.0315657
T 1384  1 .1308256E+07   4000018E-01 -.2642E+04  .4794E+04   .9989611 -.0257514  .0375985
T 1385  1 .1270120E+07   4000009E-01  .4428E+04 -.1797E+04   .9997283  .0225652 -.0058480
T 1386  1 .1312577E+07   4000006E-01  .1144E+02  .5404E+04   .9996567 -.0072978  .0251648
T 1387  1 .1306882E+07   4000014E-01 -.1642E+04  .1248E+04   .9997504 -.0220817  .0034076
T 1388  1 .1318650E+07   4000021E-01 -.9127E+03 -.2313E+04   .9999464  .0013799 -.0102600
T 1389  1 .1293931E+07   4000019E-01  .1373E+04 -.7498E+03   .9998661  .0137442 -.0088804
T 1390  1 .1305014E+07   4000018E-01 -.2613E+04 -.2034E+04   .9999192 -.0112592 -.0058964
T 1391  1 .1310511E+07   4000003E-01 -.2126E+04  .4146E+04   .9999782  .0044174  .0049102
T 1392  1 .1313247E+07   4000012E-01 -.9225E+03  .5386E+03   .9999786 -.0030243  .0058056
T 1393  1 .1317514E+07   4000017E-01  .6506E+04 -.4202E+04   .9990946  .0335094 -.0262138
T 1394  1 .1345953E+07   4000001E-01  .3079E+04 -.3154E+04   .9996221  .0219408 -.0165616
T 1395  1 .1322073E+07   4000018E-01  .2095E+04  .1187E+03   .9998385  .0093894  .0153221
T 1396  1 .1316649E+07   4000011E-01  .5984E+03 -.1553E+04   .9998325 -.0083693 -.0162791
T 1397  1 .1351614E+07   4000021E-01 -.5137E+04  .1780E+04   .9999116 -.0131973  .0016491
T 1398  1 .1272571E+07   4000005E-01 -.4516E+04  .3267E+04   .9997811 -.0208309 -.0019671
T 1399  1 .1336389E+07   4000001E-01 -.4358E+04  .3187E+03   .9999245 -.0122478  .0009663
T 1400  1 .1260606E+07   4000012E-01 -.4912E+03 -.1461E+04   .9994870  .0021336 -.0319557
T 1401  1 .1330201E+07   4000000E-01 -.1462E+04  .5596E+04   .9997780 -.0026957  .0208974
T 1402  1 .1309396E+07   4000022E-01  .3113E+04  .3028E+04   .9997563  .0001769  .0220733
T 1403  1 .1322331E+07   4000020E-01  .2811E+04 -.2929E+03   .9997349  .0192585 -.0126182
T 1404  1 .1307272E+07   4000009E-01 -.8462E+03 -.3677E+04   .9997476 -.0146324 -.0170485
T 1405  1 .1312985E+07   4000021E-01 -.7911E+04  .1977E+04   .9993223 -.0368087  .0000474
T 1406  1 .1363654E+07   4000021E-01 -.4695E+04  .2816E+04   .9989061 -.0461400 -.0075933
T 1407  1 .1320963E+07   4000006E-01 -.3973E+04  .4020E+04   .9997070 -.0107428  .0216920
T 1408  1 .1326097E+07   4000005E-01  .1175E+04  .1613E+04   .9997366  .0229328  .0009275
T 1409  1 .1295457E+07   4000012E-01 -.7756E+03 -.5777E+03   .9999843  .0049145  .0026825
T 1410  1 .1312240E+07   4000013E-01  .5246E+04 -.3632E+04   .9997421  .0220957  .0052455
T 1411  1 .1288714E+07   4000021E-01  .1321E+04  .6668E+04   .9998908  .0028620  .0144960
T 1412  1 .1288414E+07   4000001E-01  .1571E+04  .5036E+04   .9997823 -.0046223  .0203446
T 1413  1 .1303410E+07   4000016E-01 -.3580E+04 -.2222E+04   .9998306 -.0128132 -.0132117
T 1414  1 .1309284E+07   4000019E-01 -.2184E+04 -.8955E+03   .9998496 -.0088748 -.0148979
T 1415  1 .1326235E+07   4000015E-01  .2135E+04 -.1488E+04   .9998219  .0164016 -.0093350
T 1416  1 .1298155E+07   4000022E-01  .2847E+02 -.2893E+04   .9998735 -.0127275 -.0095416
T 1417  1 .1309974E+07   4000016E-01  .2126E+04  .4332E+04   .9993477 -.0032574  .0359651
T 1418  1 .1300810E+07   4000011E-01  .7649E+04 -.3237E+04   .9998835  .0129493  .0080784
T 1419  1 .1340117E+07   4000019E-01 -.4591E+04 -.1203E+05   .9989021 -.0093186 -.0459106
T 1420  1 .1317983E+07   4000016E-01  .1153E+05 -.6648E+03   .9988066  .0488402  .0002556
T 1421  1 .1308051E+07   4000020E-01 -.4995E+03  .3118E+04   .9998728  .0116549  .0108898
T 1422  1 .1313492E+07   4000011E-01 -.7424E+04 -.4383E+04   .9997341 -.0183521 -.0139609
T 1423  1 .1309553E+07   4000019E-01 -.3513E+04 -.6187E+04   .9991122 -.0168826 -.0385990
T 1424  1 .1317478E+07   4000022E-01 -.8940E+03 -.5614E+04   .9993441 -.0274280 -.0236456
T 1425  1 .1268811E+07   4000022E-01 -.1734E+05  .2106E+05   .9906395 -.0587691  .1232056
T 1426  1 .1300111E+07   4000020E-01 -.4218E+04  .7990E+04   .9995481 -.0135392  .0268389
T 1427  1 .1326259E+07   4000014E-01  .2054E+04  .2216E+04   .9999667  .0036973  .0072729
T 1428  1 .1309327E+07   4000016E-01 -.1636E+04  .2746E+04   .9999980  .0009724 -.0017627
T 1429  1 .1338298E+07   4000017E-01  .1115E+04  .7892E+03   .9999768 -.0019456 -.0065265
T 1430  1 .1315381E+07   4000015E-01  .3336E+04 -.1133E+04   .9999251  .0117180  .0035407
T 1431  1 .1294046E+07   4000001E-01 -.6858E+03 -.5728E+02   .9999806 -.0028817  .0055233
T 1432  1 .1288669E+07   4000010E-01  .1026E+05  .1825E+05   .9944830  .0435016  .0954527
T 1433  1 .1313556E+07   4000015E-01  .4897E+04  .3255E+04   .9990080  .0366466  .0252991
T 1434  1 .1329164E+07   4000007E-01  .1277E+04 -.2254E+04   .9999687 -.0017337 -.0077236
T 1435  1 .1302765E+07   4000001E-01  .9552E+04 -.6356E+04   .9984793  .0502505 -.0226697
T 1436  1 .1318102E+07   4000018E-01  .2884E+04  .2371E+04   .9999834  .0023083  .0052722
T 1437  1 .1332617E+07   4000012E-01 -.1011E+04 -.1925E+04   .9999480 -.0032688 -.0096579
T 1438  1 .1318474E+07   4000008E-01  .8537E+04  .9172E+03   .9989867  .0427168  .0141750
T 1439  1 .1333805E+07   4000012E-01 -.5005E+04 -.3858E+04   .9999308 -.0100634 -.0060985
T 1440  1 .1305711E+07   4000012E-01 -.9490E+01  .1322E+04   .9999801 -.0017473  .0060669
T 1441  1 .1296425E+07   4000020E-01 -.4537E+04 -.3375E+04   .9991081 -.0405693 -.0117106
T 1442  1 .1321503E+07   4000018E-01 -.1783E+04  .2243E+04   .9999310 -.0009709  .0117100
T 1443  1 .1320320E+07   4000019E-01 -.1485E+04  .8961E+03   .9991882 -.0147573  .0374850
T 1444  1 .1328236E+07   4000011E-01 -.1070E+05 -.1353E+05   .9990823 -.0259439 -.0340805
T 1445  1 .1310431E+07   4000022E-01 -.5105E+03  .4247E+04   .9999680 -.0062404  .0050076
T 1446  1 .1313035E+07   4000015E-01  .1831E+04  .3023E+04   .9999145  .0063702  .0114233
T 1447  1 .1325308E+07   4000019E-01  .3392E+04 -.2494E+04   .9995688  .0102628 -.0275111
T 1448  1 .1320451E+07   4000019E-01 -.5557E+04  .4900E+04   .9995443 -.0037062  .0299568
T 1449  1 .1304136E+07   4000013E-01 -.6572E+03 -.1871E+04   .9999974  .0005266  .0022388
T 1450  1 .1272396E+07   4000012E-01  .5072E+05  .2040E+05   .9832625  .1644332  .0784637
T 1451  1 .1318895E+07   4000006E-01  .2508E+04 -.3111E+04   .9996620  .0211749 -.0150842
T 1452  1 .1342688E+07   4000008E-01  .2196E+03  .3190E+04   .9999655  .0007980  .0082648
T 1453  1 .1310958E+07   4000020E-01 -.2525E+05 -.2720E+05   .9938435 -.0565661 -.0952644
T 1454  1 .1287603E+07   4000012E-01 -.1030E+05  .1118E+05   .9987252 -.0351544  .0362240
T 1455  1 .1288012E+07   4000009E-01  .9949E+03 -.3035E+04   .9997530  .0128710 -.0181187
T 1456  1 .1294472E+07   4000001E-01 -.6969E+04  .2574E+04   .9998638 -.0123478  .0109542
T 1457  1 .1315221E+07   4000019E-01 -.1348E+05 -.3936E+03   .9961418 -.0766974 -.0426501
T 1458  1 .1300416E+07   4000001E-01  .1189E+04  .5578E+02   .9999601  .0070896  .0054385
T 1459  1 .1285296E+07   4000000E-01 -.3908E+04 -.5327E+03   .9999165 -.0082206 -.0099753
T 1460  1 .1310148E+07   4000014E-01 -.2847E+04 -.4561E+02   .9998919 -.0138875 -.0048268
T 1461  1 .1325020E+07   4000016E-01 -.4588E+03 -.1885E+04   .9994249  .0135909 -.0310665
T 1462  1 .1301322E+07   4000001E-01  .1473E+04  .1762E+04   .9997950 -.0111725  .0168868
T 1463  1 .1287998E+07   4000000E-01  .1361E+05  .8508E+04   .9987816  .0439097  .0225228
T 1464  1 .1298957E+07   4000019E-01  .1693E+04  .4269E+04   .9996339  .0085247  .0256804
T 1465  1 .1326426E+07   4000020E-01  .2378E+03 -.2361E+04   .9996077  .0258664 -.0107418
T 1466  1 .1289350E+07   4000002E-01 -.2664E+04 -.2447E+04   .9998431 -.0161482 -.0072761
T 1467  1 .1338500E+07   4000022E-01 -.1006E+05 -.1160E+05   .9986120 -.0259032 -.0458591
T 1468  1 .1346318E+07   4000011E-01  .1735E+03  .4479E+03   .9999338  .0044530  .0106091
T 1469  1 .1300244E+07   4000014E-01 -.3619E+04  .7883E+03   .9998580  .0065781 -.0155178
T 1470  1 .1316633E+07   4000020E-01  .6705E+04  .8746E+04   .9993361  .0244551  .0270071
T 1471  1 .1290963E+07   4000004E-01 -.7359E+03  .6790E+03   .9998390 -.0173860  .0044414
T 1472  1 .1279098E+07   4000007E-01  .1044E+04  .4561E+04   .9998461  .0049473  .0168343
T 1473  1 .1356729E+07   4000010E-01 -.7462E+03 -.1233E+05   .9995556 -.0021834 -.0297281
T 1474  1 .1341501E+07   4000016E-01 -.2967E+04  .9229E+03   .9994883 -.0201457 -.0248464
T 1475  1 .1292822E+07   4000003E-01  .2016E+04  .1789E+04   .9998391  .0177770  .0024088
T 1476  1 .1282886E+07   4000003E-01  .7627E+04 -.7242E+04   .9988904  .0087169 -.0462815
T 1477  1 .1329709E+07   4000007E-01 -.4881E+04 -.4740E+04   .9995908 -.0236532 -.0160852
T 1478  1 .1289378E+07   4000008E-01 -.3181E+04  .5083E+03   .9997080 -.0240956  .0018108
T 1479  1 .1287183E+07   4000011E-01 -.5280E+04  .1836E+04   .9997181 -.0228701 -.0063764
T 1480  1 .1270913E+07   4000021E-01  .1247E+05  .4044E+04   .9995895  .0285401 -.0025103
T 1481  1 .1287416E+07   4000009E-01  .5262E+04  .7020E+02   .9997041  .0238585  .0047370
T 1482  1 .1315069E+07   4000021E-01 -.2855E+04 -.3865E+04   .9996580  .0063337  .0253733
T 1483  1 .1309877E+07   4000006E-01  .3929E+04 -.4653E+03   .9994825  .0302101 -.0110459
T 1484  1 .1322526E+07   4000012E-01 -.4693E+04 -.3251E+03   .9991398 -.0401890 -.0102200
T 1485  1 .1329183E+07   4000000E-01 -.2924E+04  .6545E+04   .9993856 -.0180842  .0300234
T 1486  1 .1351836E+07   4000018E-01  .5732E+03 -.9553E+03   .9997557  .0147693 -.0164460
T 1487  1 .1329554E+07   4000015E-01  .6290E+04  .5735E+04   .9988254  .0410333  .0257694
T 1488  1 .1316873E+07   4000004E-01  .7757E+04  .9738E+03   .9999576  .0069996  .0059860
T 1489  1 .1385166E+07   4000012E-01  .1553E+05  .1160E+04   .9989597  .0454683 -.0034815
T 1490  1 .1310154E+07   4000019E-01 -.2175E+04  .5936E+04   .9993797 -.0318910  .0149389
T 1491  1 .1309874E+07   4000020E-01 -.9374E+03 -.2788E+03   .9997979 -.0195098 -.0048481
T 1492  1 .1309747E+07   4000017E-01  .2172E+04  .1819E+03   .9998201  .0170954  .0082210
T 1493  1 .1301621E+07   4000001E-01 -.5500E+04  .5876E+03   .9999141 -.0117076 -.0059008
T 1494  1 .1266803E+07   4000018E-01  .8304E+04 -.3776E+04   .9977975  .0352639 -.0561828
T 1495  1 .1263044E+07   4000017E-01  .3816E+04 -.2562E+03   .9999516  .0044749  .0087617
T 1496  1 .1321910E+07   4000000E-01  .1284E+04 -.5210E+04   .9999372  .0017000 -.0110810
T 1497  1 .1324079E+07   4000022E-01  .1671E+04 -.5840E+04   .9993193  .0113541 -.0350997
T 1498  1 .1318346E+07   4000015E-01 -.6477E+03 -.8448E+04   .9987516  .0027179 -.0498777
T 1499  1 .1304866E+07   4000013E-01  .3224E+04 -.3257E+03   .9999063  .0069926  .0117713
T 1500  1 .1316393E+07   4000015E-01  .2818E+04  .1860E+04   .9997710  .0208312  .0048990
T 1501  1 .1281499E+07   4000014E-01  .3467E+04 -.4928E+04   .9999179 -.0011738 -.0127617
T 1502  1 .1310305E+07   4000005E-01  .7772E+02 -.4839E+04   .9998104 -.0010820 -.0194430
T 1503  1 .1338354E+07   4000011E-01  .6060E+03 -.9224E+03   .9999925 -.0033807 -.0018959
T 1504  1 .1311503E+07   4000010E-01  .2162E+04  .1541E+04   .9998053  .0114577  .0160620
T 1505  1 .1339667E+07   4000020E-01  .6730E+04  .5922E+04   .9998759  .0139625  .0073023
T 1506  1 .1311085E+07   4000003E-01  .3537E+04  .8017E+04   .9971355  .0262448  .0709364
T 1507  1 .1308232E+07   4000006E-01 -.1840E+04  .2825E+04   .9999314  .0008670  .0116796
T 1508  1 .1320429E+07   4000022E-01 -.7008E+04 -.9211E+04   .9986329 -.0273948 -.0445171
T 1509  1 .1261402E+07   4000000E-01 -.2025E+04  .4457E+04   .9998890  .0010593  .0148584
T 1510  1 .1277522E+07   4000019E-01 -.1337E+04  .6283E+04   .9998178  .0123878  .0145224
T 1511  1 .1324302E+07   4000005E-01  .3829E+04  .3760E+03   .9999772  .0050658  .0044613
T 1512  1 .1320119E+07   4000021E-01 -.1575E+04  .1149E+04   .9999863 -.0042273  .0030996
T 1513  1 .1284678E+07   4000017E-01 -.5990E+03  .3671E+04   .9999072  .0058596  .0123018
T 1514  1 .1336981E+07   4000019E-01  .1107E+04  .1592E+04   .9999789 -.0053481  .0036892
T 1515  1 .1292256E+07   4000018E-01  .3686E+03 -.2000E+04   .9971073 -.0035546 -.0759238
T 1516  1 .1313648E+07   4000022E-01  .2197E+04 -.1096E+05   .9965264  .0193065 -.0810081
T 1517  1 .1333414E+07   4000001E-01 -.1239E+04  .1172E+03   .9990365 -.0246716  .0362946
T 1518  1 .1307263E+07   4000016E-01 -.5917E+04  .3851E+04   .9994043 -.0294464  .0179963
T 1519  1 .1309226E+07   4000015E-01 -.8454E+04 -.6221E+04   .9995456 -.0245783 -.0174487
T 1520  1 .1341148E+07   4000002E-01  .7269E+04  .3675E+04   .9982540  .0583044  .0094666
T 1521  1 .1330615E+07   4000015E-01 -.2911E+04 -.9218E+04   .9987512 -.0135232 -.0480959
T 1522  1 .1315709E+07   4000013E-01  .1540E+04  .1587E+04   .9999502  .0090645 -.0041758
T 1523  1 .1262728E+07   4000001E-01  .3402E+04 -.1488E+05   .9975100  .0204536 -.0674942
T 1524  1 .1319865E+07   4000020E-01 -.3997E+04  .1230E+04   .9998326 -.0151296  .0102881
T 1525  1 .1325541E+07   4000021E-01 -.9707E+03  .2266E+04   .9998296 -.0101231  .0154390
T 1526  1 .1288806E+07   4000019E-01  .1726E+04  .7794E+04   .9964807  .0187732  .0816933
T 1527  1 .1266151E+07   4000014E-01 -.6588E+05 -.2016E+05   .9766635 -.2087881 -.0503590
T 1528  1 .1320494E+07   4000019E-01  .4552E+04 -.6508E+03   .9997501  .0173772 -.0140605
T 1529  1 .1306435E+07   4000017E-01  .2105E+04 -.6794E+04   .9991082 -.0018277 -.0421828
T 1530  1 .1319683E+07   4000016E-01 -.4449E+04  .7117E+03   .9998095 -.0146951  .0128451
T 1531  1 .1324016E+07   4000000E-01  .1533E+03 -.2581E+04   .9999914  .0040264 -.0009776
T 1532  1 .1333515E+07   4000006E-01 -.5412E+04 -.4746E+04   .9998140 -.0094962 -.0167844
T 1533  1 .1283396E+07   4000014E-01 -.5104E+03  .1842E+03   .9999308  .0089969  .0075798
T 1534  1 .1331157E+07   4000011E-01  .3475E+04  .2120E+04   .9994260  .0198067  .0274830
T 1535  1 .1299394E+07   4000005E-01 -.1639E+04  .1297E+04   .9999078 -.0078523  .0110792
T 1536  1 .1319046E+07   4000003E-01  .3442E+04  .7142E+03   .9999726  .0036123  .0064595
T 1537  1 .1333646E+07   4000010E-01 -.1169E+04 -.4222E+04   .9995489 -.0067787 -.0292580
T 1538  1 .1341126E+07   4000018E-01  .5541E+04  .2706E+04   .9995469  .0298917 -.0035223
T 1539  1 .1329954E+07   4000005E-01 -.2530E+04  .2869E+04   .9997210 -.0151924  .0180881
T 1540  1 .1307356E+07   4000016E-01 -.6138E+03 -.2671E+04   .9990993  .0311326  .0288336
T 1541  1 .1355638E+07   4000001E-01 -.4445E+04  .5627E+04   .9983604 -.0399859  .0409582
T 1542  1 .1294537E+07   4000001E-01  .4872E+04 -.6474E+03   .9999850  .0050917 -.0020071
T 1543  1 .1299127E+07   4000014E-01  .9553E+03  .3690E+03   .9993658 -.0350592 -.0062391
T 1544  1 .1181337E+07   4000018E-01  .8884E+05  .7545E+05   .8866118  .3507641  .3014699
T 1545  1 .1269285E+07   4000001E-01 -.2665E+03  .5546E+03   .9993710 -.0277793  .0220430
T 1546  1 .1321549E+07   4000015E-01 -.1263E+05  .2685E+04   .9987701 -.0492835  .0054297
T 1547  1 .1279137E+07   4000018E-01 -.4288E+03 -.3436E+04   .9997996 -.0171563 -.0103159
T 1548  1 .1327716E+07   4000008E-01 -.3968E+04 -.1277E+05   .9987813 -.0097027 -.0483915
T 1549  1 .1286244E+07   4000020E-01  .5625E+03 -.3734E+04   .9995444 -.0093315 -.0287036
T 1550  1 .1332714E+07   4000022E-01 -.2484E+04 -.7986E+04   .9996692 -.0038348 -.0254322
T 1551  1 .1286717E+07   4000014E-01  .1767E+04  .2956E+04   .9995229  .0087364  .0296259
T 1552  1 .1310582E+07   4000010E-01  .2289E+03 -.9462E+03   .9999260  .0104443  .0062433
T 1553  1 .1317674E+07   4000005E-01  .1421E+04  .1732E+04   .9997916  .0054095  .0196846
T 1554  1 .1349317E+07   4000022E-01  .1031E+03  .1937E+03   .9999999 -.0005095  .0000870
T 1555  1 .1345674E+07   4000019E-01 -.2278E+04  .3325E+04   .9997546 -.0033503  .0219001
T 1556  1 .1321206E+07   4000011E-01  .2180E+04 -.9150E+04   .9995878  .0123607 -.0259128
T 1557  1 .1325387E+07   4000010E-01 -.2289E+04  .1717E+05   .9990404 -.0112465  .0423291
T 1558  1 .1291856E+07   4000011E-01 -.9960E+04 -.2831E+04   .9988707 -.0474654 -.0020703
T 1559  1 .1322898E+07   4000021E-01 -.1599E+04  .3073E+04   .9995047 -.0276308  .0150654
T 1560  1 .1366653E+07   4000016E-01 -.5897E+03  .7405E+04   .9998419 -.0065844  .0165166
T 1561  1 .1306062E+07   4000010E-01  .7512E+03 -.6062E+04   .9992793 -.0069763 -.0373134
T 1562  1 .1298297E+07   4000010E-01 -.2687E+04  .5092E+03   .9998445 -.0175611 -.0016007
T 1563  1 .1285048E+07   4000015E-01  .2231E+04 -.4123E+04   .9999491 -.0098260  .0023118
T 1564  1 .1301318E+07   4000011E-01 -.5513E+04 -.4588E+04   .9996423 -.0224889 -.0144732
T 1565  1 .1320055E+07   4000012E-01 -.6093E+04  .3931E+04   .9994866 -.0176460  .0267442
T 1566  1 .1286773E+07   4000015E-01  .7217E+03  .2908E+04   .9997982 -.0118441  .0162286
T 1567  1 .1346562E+07   4000017E-01  .2538E+04 -.1042E+04   .9994814  .0306995 -.0097207
T 1568  1 .1313918E+07   4000016E-01 -.6916E+04  .8620E+04   .9981806 -.0456672  .0393703
T 1569  1 .1329258E+07   4000017E-01  .6982E+04 -.3428E+04   .9988775  .0466370  .0082849
T 1570  1 .1328238E+07   4000008E-01  .3261E+04  .5532E+04   .9996972  .0018198  .0245390
T 1571  1 .1307859E+07   4000003E-01 -.2806E+03  .1384E+04   .9999063  .0098464  .0095071
T 1572  1 .1327236E+07   4000004E-01  .9750E+03  .3861E+04   .9998645  .0106466  .0125525
T 1573  1 .1284987E+07   4000019E-01 -.2796E+04 -.2196E+04   .9999753 -.0068880  .0013750
T 1574  1 .1282627E+07   4000013E-01 -.1313E+04  .4743E+03   .9999487  .0022716  .0098670
T 1575  1 .1309831E+07   4000008E-01  .1146E+04  .5025E+04   .9995626 -.0097290  .0279273
T 1576  1 .1288990E+07   4000011E-01  .2135E+04  .7784E+04   .9995886  .0044523  .0283334
T 1577  1 .1317023E+07   4000017E-01 -.3074E+04  .4963E+04   .9990439 -.0274594  .0340191
T 1578  1 .1317332E+07   4000002E-01  .2072E+05 -.5411E+04   .9971559  .0708007 -.0258345
T 1579  1 .1301696E+07   4000019E-01  .3871E+04  .6312E+03   .9995654  .0279565  .0093461
T 1580  1 .1311223E+07   4000017E-01  .9022E+03  .3082E+04   .9998666  .0040015  .0158336
T 1581  1 .1324098E+07   4000009E-01  .3385E+04  .5836E+04   .9983245  .0189655  .0546666
T 1582  1 .1346230E+07   4000020E-01  .3909E+04 -.9250E+03   .9996977  .0162648 -.0184367
T 1583  1 .1305834E+07   4000003E-01  .3723E+04 -.2405E+04   .9996878  .0233551 -.0088810
T 1584  1 .1326487E+07   4000003E-01  .1184E+05 -.1825E+05   .9944908  .0721976 -.0759970
T 1585  1 .1321731E+07   4000000E-01  .1247E+05 -.2942E+04   .9992970  .0366031 -.0081093
T 1586  1 .1322599E+07   4000022E-01 -.1682E+04 -.2057E+04   .9999493 -.0059116 -.0081527
T 1587  1 .1282638E+07   4000001E-01  .3146E+04  .1586E+04   .9993735  .0292296  .0199575
T 1588  1 .1280598E+07   4000017E-01  .1491E+04  .8608E+04   .9990963 -.0110080  .0410532
T 1589  1 .1348334E+07   4000014E-01 -.9620E+03 -.2173E+04   .9998587 -.0041651 -.0162840
T 1590  1 .1295859E+07   4000013E-01  .4026E+04 -.5113E+04   .9993098  .0222897 -.0297171
T 1591  1 .1329122E+07   4000009E-01  .5732E+04  .7068E+04   .9994941  .0146201  .0282470
T 1592  1 .1292088E+07   4000017E-01 -.2251E+04 -.1077E+05   .9991749 -.0295607 -.0278500
T 1593  1 .1322353E+07   4000007E-01 -.1065E+04 -.4182E+03   .9999987 -.0004336 -.0015373
T 1594  1 .1277460E+07   4000003E-01  .2315E+04 -.2274E+04   .9988774  .0274904 -.0385773
T 1595  1 .1305293E+07   4000014E-01  .6569E+02  .1925E+04   .9999234  .0062075  .0107055
T 1596  1 .1313522E+07   4000019E-01  .4339E+04 -.4938E+02   .9995797  .0286830 -.0042065
T 1597  1 .1307525E+07   4000011E-01 -.9078E+03 -.3968E+04   .9990171  .0207308 -.0391789
T 1598  1 .1283063E+07   4000016E-01 -.7459E+04 -.6288E+04   .9995384 -.0246919 -.0176997
T 1599  1 .1334630E+07   4000014E-01  .3048E+04 -.3024E+04   .9998964  .0125050 -.0071340
T 1600  1 .1327662E+07   4000019E-01 -.6104E+03  .1210E+04   .9997609 -.0044646  .0214063
T 1601  1 .1319901E+07   4000019E-01 -.2343E+04  .1633E+04   .9999211  .0036220  .0120308
T 1602  1 .1351098E+07   4000019E-01  .1088E+04  .4986E+01   .9999914  .0040147 -.0010469
T 1603  1 .1305250E+07   4000019E-01  .7211E+03 -.2517E+04   .9998735 -.0118951 -.0105558
T 1604  1 .1325977E+07   4000005E-01 -.5770E+04  .5997E+04   .9995165 -.0266892  .0159526
T 1605  1 .1327925E+07   4000002E-01  .8257E+04  .4185E+05   .9903746  .0126382  .1378345
T 1606  1 .1296355E+07   4000012E-01  .5185E+03 -.2729E+04   .9995039 -.0009170 -.0314832
T 1607  1 .1294664E+07   4000019E-01 -.2104E+04 -.3113E+04   .9996553 -.0103835 -.0241134
T 1608  1 .1334333E+07   4000009E-01  .2532E+03 -.5542E+04   .9996522  .0081345 -.0250867
T 1609  1 .1265969E+07   4000017E-01 -.3910E+04 -.4417E+04   .9996553 -.0183926 -.0187367
T 1610  1 .1280220E+07   4000008E-01 -.2505E+04 -.2432E+03   .9999710 -.0043956 -.0062132
T 1611  1 .1295695E+07   4000014E-01  .2802E+04  .2919E+04   .9994090  .0184934  .0289760
T 1612  1 .1322864E+07   4000019E-01 -.5245E+04  .1234E+04   .9995730 -.0292201  .0000329
T 1613  1 .1292310E+07   4000013E-01 -.2627E+04  .1019E+05   .9992127 -.0057977  .0392471
T 1614  1 .1301215E+07   4000010E-01 -.2424E+05  .1079E+05   .9931467 -.1079788  .0447230
T 1615  1 .1300996E+07   4000004E-01  .9482E+02  .8530E+03   .9999000  .0042031 -.0135052
T 1616  1 .1296352E+07   4000023E-01  .1160E+04  .6891E+03   .9999326  .0111051  .0033781
T 1617  1 .1330358E+07   4000015E-01 -.1012E+05  .4634E+03   .9982981 -.0450334  .0370516
T 1618  1 .1266016E+07   4000018E-01 -.3783E+03  .2440E+03   .9998334 -.0163487 -.0081144
T 1619  1 .1329936E+07   4000012E-01  .4565E+04  .6396E+04   .9990254  .0295466  .0327905
T 1620  1 .1316965E+07   4000018E-01 -.3089E+04 -.7991E+04   .9994023 -.0170307 -.0300840
T 1621  1 .1287652E+07   4000021E-01  .2147E+04  .2800E+04   .9996075 -.0125284  .0250567
T 1622  1 .1308221E+07   4000007E-01 -.9949E+03  .1918E+04   .9999775  .0036429 -.0056409
T 1623  1 .1309933E+07   4000010E-01 -.2061E+04  .3732E+04   .9998132 -.0022966  .0191927
T 1624  1 .1316388E+07   4000003E-01  .1127E+04 -.2229E+04   .9998642 -.0074822 -.0146805
T 1625  1 .1330913E+07   4000009E-01  .7248E+04 -.9677E+04   .9983010  .0113394 -.0571530
T 1626  1 .1315112E+07   4000015E-01 -.1168E+05 -.3475E+04   .9990081 -.0436444 -.0088326
T 1627  1 .1300673E+07   4000013E-01  .1687E+03  .1082E+04   .9997754  .0207101  .0044977
T 1628  1 .1319066E+07   4000002E-01  .1307E+04 -.4247E+04   .9999473  .0095612 -.0037403
T 1629  1 .1310096E+07   4000011E-01  .2452E+04 -.4886E+04   .9998209  .0186271 -.0033453
T 1630  1 .1304040E+07   4000020E-01 -.1605E+04  .1454E+04   .9998350 -.0158730 -.0088339
T 1631  1 .1307770E+07   4000009E-01  .1256E+04  .6844E+04   .9990698 -.0083296  .0423091
T 1632  1 .1339724E+07   4000002E-01  .1877E+04  .3023E+03   .9998939  .0142983  .0027941
T 1633  1 .1335151E+07   4000014E-01  .2474E+04 -.7959E+03   .9999907 -.0041249  .0012673
T 1634  1 .1341404E+07   4000018E-01 -.6874E+04 -.7081E+03   .9990098 -.0435708  .0090007
T 1635  1 .1342638E+07   4000007E-01 -.3799E+04 -.1720E+04   .9998021 -.0192434 -.0050413
T 1636  1 .1329022E+07   4000001E-01 -.2981E+04 -.4882E+04   .9993951 -.0249767 -.0242011
T 1637  1 .1299787E+07   4000018E-01 -.4759E+04  .3633E+04   .9991579 -.0189361  .0363995
