============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  20 um) ===============================
T  601  1 .1673148E+07   2000023E-01  .2339E+04 -.1778E+04   .9997371  .0227425 -.0029312
T  602  1 .1644934E+07   2000020E-01  .1452E+04 -.2208E+04   .9997622  .0157245 -.0151099
T  603  1 .1673022E+07   2000006E-01  .1483E+04 -.1316E+04   .9999393 -.0024244 -.0107482
T  604  1 .1696036E+07   2000022E-01  .7531E+03 -.1701E+01   .9999811  .0016388 -.0059294
T  605  1 .1681244E+07   2000020E-01 -.4732E+03  .4167E+03   .9998994 -.0139850  .0023482
T  606  1 .1696762E+07   2000017E-01 -.7187E+03  .4742E+02   .9999900 -.0039716  .0020698
T  607  1 .1662052E+07   2000015E-01 -.2204E+03 -.1440E+04   .9999511  .0000358 -.0098888
T  608  1 .1665511E+07   2000012E-01 -.7659E+03 -.1084E+04   .9995559 -.0033873 -.0296064
T  609  1 .1698884E+07   2000015E-01 -.8321E+03  .2663E+02   .9998648 -.0147172  .0073333
T  610  1 .1692889E+07   2000014E-01  .1335E+04  .4290E+04   .9995512  .0057338  .0294040
T  611  1 .1686397E+07   2000001E-01 -.4584E+03  .1047E+03   .9999574 -.0071314 -.0058529
T  612  1 .1661025E+07   2000022E-01  .3337E+03 -.2078E+03   .9998464  .0166544 -.0054582
T  613  1 .1686326E+07   2000000E-01 -.6751E+03  .2430E+04   .9939525  .0483719  .0985824
T  614  1 .1686070E+07   2000006E-01  .9741E+03  .6784E+03   .9998530  .0113422  .0128603
T  615  1 .1682940E+07   2000005E-01  .1035E+04  .4391E+03   .9998276  .0178875  .0049739
T  616  1 .1644658E+07   2000006E-01 -.3605E+03 -.1971E+04   .9997876  .0097181 -.0181730
T  617  1 .1671756E+07   2000008E-01 -.1069E+04 -.7198E+03   .9988908 -.0400341 -.0247876
T  618  1 .1679558E+07   2000020E-01  .4937E+03 -.2438E+02   .9999495  .0098188 -.0021598
T  619  1 .1681170E+07   2000008E-01  .2893E+02  .2895E+03   .9998910 -.0094339  .0113534
T  620  1 .1683836E+07   2000008E-01  .4057E+03  .1265E+03   .9999628  .0085545 -.0011371
T  621  1 .1680611E+07   2000020E-01  .2122E+04  .1365E+04   .9996843  .0201328  .0150340
T  622  1 .1681534E+07   2000015E-01 -.2016E+04 -.5943E+03   .9997175 -.0227891 -.0067581
T  623  1 .1682881E+07   2000013E-01  .2000E+04 -.4289E+03   .9996491  .0264104 -.0020414
T  624  1 .1678159E+07   2000005E-01 -.5768E+03 -.1496E+04   .9998016 -.0090775 -.0177327
T  625  1 .1689193E+07   2000007E-01 -.9921E+03 -.9641E+03   .9999833 -.0020029 -.0054175
T  626  1 .1674173E+07   2000022E-01  .1879E+03  .1508E+03   .9998208  .0173740  .0075118
T  627  1 .1671342E+07   2000015E-01  .7228E+02  .3608E+03   .9999725 -.0008200  .0073671
T  628  1 .1661046E+07   2000021E-01 -.7841E+03  .4534E+03   .9999766 -.0029015  .0061948
T  629  1 .1683807E+07   2000014E-01 -.1337E+04  .4641E+03   .9998908 -.0122975  .0081947
T  630  1 .1687169E+07   2000005E-01  .4957E+02  .1970E+04   .9998933  .0038296  .0140963
T  631  1 .1692464E+07   2000016E-01 -.1653E+04  .9960E+01   .9996083 -.0266454  .0085560
T  632  1 .1674185E+07   2000004E-01 -.8909E+03 -.1122E+04   .9996569  .0035034 -.0259561
T  633  1 .1664360E+07   2000017E-01 -.3210E+03 -.7993E+03   .9998688 -.0079002 -.0141442
T  634  1 .1681471E+07   2000020E-01 -.2898E+04 -.3354E+03   .9998455 -.0163760 -.0063925
T  635  1 .1679286E+07   2000015E-01 -.6573E+03 -.3338E+03   .9996413 -.0267055 -.0020381
T  636  1 .1673308E+07   2000000E-01  .2287E+02  .1199E+04   .9999701  .0050043  .0058960
T  637  1 .1658754E+07   2000009E-01 -.2599E+04 -.1244E+03   .9997059 -.0231286 -.0072975
T  638  1 .1664238E+07   2000017E-01 -.8620E+03  .7780E+02   .9999607 -.0085537  .0023423
T  639  1 .1706809E+07   2000021E-01  .1550E+04 -.1531E+04   .9998308  .0128791 -.0131358
T  640  1 .1696542E+07   2000013E-01  .7583E+03 -.1717E+04   .9998753  .0100062 -.0122146
T  641  1 .1668469E+07   2000002E-01  .5805E+03  .6064E+03   .9999934  .0012594 -.0033970
T  642  1 .1664719E+07   2000007E-01  .3149E+03 -.3150E+03   .9999821  .0044825 -.0039567
T  643  1 .1697534E+07   2000004E-01  .4902E+03  .8740E+02   .9999965  .0018592 -.0018866
T  644  1 .1659469E+07   2000013E-01 -.6250E+03  .1159E+03   .9999831 -.0056807 -.0012659
T  645  1 .1661731E+07   2000016E-01 -.6307E+03  .1325E+04   .9999444 -.0004235  .0105349
T  646  1 .1679842E+07   2000016E-01 -.7226E+03  .1497E+04   .9986957 -.0221888  .0459854
T  647  1 .1676464E+07   2000018E-01 -.3781E+04 -.2165E+04   .9931248 -.0887755  .0763020
T  648  1 .1684092E+07   2000014E-01  .2160E+03 -.3205E+03   .9999647  .0035883 -.0075958
T  649  1 .1666933E+07   2000005E-01  .2453E+04 -.2999E+04   .9990524  .0344244 -.0266306
T  650  1 .1708595E+07   2000020E-01  .8321E+02 -.2496E+03   .9998365 -.0094379 -.0154232
T  651  1 .1654468E+07   2000000E-01  .2101E+03  .3558E+03   .9999933  .0035974  .0006802
T  652  1 .1691300E+07   2000006E-01  .8338E+04  .1832E+05   .9862197  .0659290  .1517365
T  653  1 .1689361E+07   2000016E-01  .7375E+03 -.9001E+03   .9999900  .0038176 -.0023393
T  654  1 .1706288E+07   2000015E-01  .9956E+03  .2288E+04   .9996388  .0146039  .0225626
T  655  1 .1673728E+07   2000005E-01  .1156E+03 -.1074E+04   .9999818  .0038300 -.0046653
T  656  1 .1687091E+07   2000003E-01  .2153E+03 -.1712E+03   .9999779  .0064594  .0015912
T  657  1 .1682190E+07   2000017E-01 -.7820E+03  .2077E+02   .9998547 -.0135124 -.0103887
T  658  1 .1687819E+07   2000013E-01 -.1185E+04 -.1649E+02   .9999795 -.0044801  .0045725
T  659  1 .1659771E+07   2000022E-01 -.1727E+04 -.4973E+03   .9999601 -.0025308 -.0085627
T  660  1 .1694966E+07   2000013E-01  .5151E+03 -.1877E+04   .9999358  .0049309 -.0101994
T  661  1 .1667102E+07   2000011E-01 -.2291E+05  .9747E+04   .9855537 -.1650245  .0380892
T  662  1 .1709257E+07   2000011E-01 -.6767E+03 -.2087E+04   .9990844 -.0034131 -.0426473
T  663  1 .1666690E+07   2000005E-01 -.1520E+04 -.2907E+04   .9997864 -.0082142 -.0189664
T  664  1 .1671631E+07   2000018E-01  .2724E+04 -.2270E+04   .9983148  .0535548 -.0223490
T  665  1 .1674330E+07   2000004E-01  .1451E+04 -.1782E+03   .9997424  .0152868  .0167782
T  666  1 .1696300E+07   2000005E-01  .8527E+03  .7165E+03   .9998953  .0096482 -.0107836
T  667  1 .1675566E+07   2000015E-01  .2150E+03  .6695E+03   .9999495 -.0092953 -.0038163
T  668  1 .1674786E+07   2000016E-01 -.1414E+04 -.8983E+02   .9996832 -.0239279 -.0078088
T  669  1 .1686464E+07   2000022E-01 -.2655E+03  .5441E+03   .9999939  .0033225  .0010959
T  670  1 .1703487E+07   2000001E-01 -.4806E+03  .5760E+03   .9998199 -.0186268 -.0036447
T  671  1 .1671017E+07   2000017E-01  .6432E+03 -.6696E+03   .9997977  .0062644 -.0191146
T  672  1 .1696417E+07   2000017E-01 -.2101E+04 -.3599E+04   .9995879 -.0066852 -.0279149
T  673  1 .1673707E+07   2000022E-01  .3995E+03  .2843E+03   .9999895 -.0001741 -.0045729
T  674  1 .1689848E+07   2000012E-01  .8827E+03 -.8997E+03   .9999846  .0006368 -.0055077
T  675  1 .1721620E+07   2000015E-01 -.9511E+03  .6765E+03   .9999494 -.0097057 -.0026391
T  676  1 .1664498E+07   2000017E-01  .4053E+03 -.7726E+03   .9999638  .0046483 -.0071226
T  677  1 .1654453E+07   2000015E-01 -.1235E+04  .1790E+03   .9999993 -.0004719  .0010426
T  678  1 .1651963E+07   2000003E-01  .2132E+04  .3278E+04   .9989554  .0234824  .0391996
T  679  1 .1686753E+07   2000018E-01  .5842E+03 -.4883E+03   .9999890  .0046442 -.0006882
T  680  1 .1694349E+07   2000021E-01  .2430E+04 -.8096E+03   .9997300  .0125449  .0195573
T  681  1 .1672238E+07   2000003E-01  .2126E+03  .5841E+03   .9999714  .0049884  .0056783
T  682  1 .1671982E+07   2000019E-01 -.2209E+03 -.9858E+03   .9999146  .0054443 -.0118846
T  683  1 .1683411E+07   2000008E-01  .5168E+04 -.1296E+05   .9794523  .0689054 -.1895395
T  684  1 .1671904E+07   2000006E-01  .3209E+03 -.9291E+03   .9999709  .0072281 -.0024511
T  685  1 .1684502E+07   2000023E-01 -.8406E+02 -.5593E+03   .9999848 -.0001882 -.0055036
T  686  1 .1663476E+07   2000007E-01  .1571E+04  .1185E+04   .9998544  .0129511  .0111127
T  687  1 .1681606E+07   2000005E-01 -.6671E+03  .1447E+04   .9999033 -.0109466  .0085725
T  688  1 .1671849E+07   2000014E-01  .7898E+03 -.4353E+02   .9999748  .0024998  .0066498
T  689  1 .1671278E+07   2000013E-01  .4104E+03  .7353E+02   .9999233  .0103008  .0068744
T  690  1 .1705970E+07   2000022E-01  .2055E+04  .4848E+03   .9999287  .0118375 -.0015888
T  691  1 .1680175E+07   2000008E-01 -.2174E+03  .1132E+04   .9999490 -.0062160  .0079539
T  692  1 .1670836E+07   2000016E-01 -.9172E+03 -.8755E+03   .9999463 -.0100079 -.0026878
T  693  1 .1676618E+07   2000006E-01  .1074E+04  .1194E+04   .9999067  .0135912  .0014009
T  694  1 .1683779E+07   2000003E-01  .2907E+04 -.1052E+04   .9994245  .0314333 -.0127557
T  695  1 .1680509E+07   2000011E-01 -.2609E+03  .4807E+03   .9998873  .0141034  .0051416
T  696  1 .1678875E+07   2000008E-01 -.1257E+02  .4726E+03   .9999604 -.0049746 -.0073729
T  697  1 .1699426E+07   2000001E-01 -.1375E+04  .4813E+04   .9994268 -.0032066  .0337014
T  698  1 .1681468E+07   2000022E-01  .8072E+03 -.1053E+04   .9999947 -.0011078 -.0030641
T  699  1 .1685153E+07   2000009E-01 -.2710E+04  .1218E+04   .9995987 -.0258997  .0114725
T  700  1 .1684415E+07   2000021E-01 -.8145E+03  .1453E+02   .9998905 -.0135469 -.0059509
T  701  1 .1686973E+07   2000020E-01 -.2174E+03 -.3580E+03   .9999952 -.0026178  .0016443
T  702  1 .1706327E+07   2000008E-01  .1891E+03 -.4918E+02   .9999811  .0007202  .0061019
T  703  1 .1673505E+07   2000013E-01 -.7543E+03 -.2921E+03   .9999546 -.0072743 -.0061549
T  704  1 .1664389E+07   2000016E-01 -.1562E+04  .4941E+03   .9995445 -.0286924 -.0093605
T  705  1 .1665969E+07   2000019E-01  .4266E+03 -.2902E+04   .9996643  .0027262 -.0257646
T  706  1 .1683096E+07   2000013E-01 -.1780E+03 -.2567E+04   .9996895  .0017995 -.0248526
T  707  1 .1707041E+07   2000016E-01 -.5003E+03 -.1285E+03   .9999677 -.0054900 -.0058730
T  708  1 .1676804E+07   2000011E-01  .4666E+03  .1625E+04   .9999401 -.0019779  .0107642
T  709  1 .1690954E+07   2000021E-01  .1259E+04 -.5973E+03   .9999456  .0027332 -.0100647
T  710  1 .1667027E+07   2000002E-01  .1227E+04 -.1190E+04   .9999250  .0079323 -.0093289
T  711  1 .1674289E+07   2000019E-01  .7907E+03 -.2886E+03   .9999140  .0099927 -.0084937
T  712  1 .1651184E+07   2000004E-01 -.5592E+03 -.2089E+02   .9999869  .0026039  .0043985
T  713  1 .1705342E+07   2000015E-01 -.1410E+04  .1661E+04   .9999070 -.0040501  .0130228
T  714  1 .1682034E+07   2000020E-01  .7373E+01  .1075E+04   .9999117  .0042583  .0125908
T  715  1 .1672712E+07   2000018E-01 -.1604E+03  .1583E+03   .9999514  .0097520  .0014365
T  716  1 .1665208E+07   2000011E-01 -.2524E+03  .3808E+03   .9999360 -.0112743  .0009452
T  717  1 .1700015E+07   2000014E-01  .1709E+02 -.7922E+03   .9999991 -.0010711  .0008333
T  718  1 .1687292E+07   2000022E-01  .1538E+04 -.2536E+04   .9997069  .0101672 -.0219710
T  719  1 .1679657E+07   2000001E-01 -.9030E+03 -.2018E+04   .9998358 -.0064654 -.0169314
T  720  1 .1683500E+07   2000021E-01  .5422E+03  .5171E+03   .9999221  .0124476  .0008829
T  721  1 .1666022E+07   2000021E-01  .1906E+04  .2369E+04   .9995609  .0149696  .0255722
T  722  1 .1662394E+07   2000010E-01  .1600E+03  .7159E+03   .9997931  .0116890  .0166444
T  723  1 .1663863E+07   2000012E-01 -.9953E+02  .1401E+04   .9998620 -.0159161  .0047598
T  724  1 .1684495E+07   2000014E-01 -.2886E+03  .1248E+03   .9999234 -.0120561  .0027962
T  725  1 .1670427E+07   2000019E-01  .1195E+04 -.2291E+04   .9997252  .0140731 -.0187457
T  726  1 .1675750E+07   2000018E-01 -.3788E+03  .2721E+02   .9999883 -.0003756  .0048330
T  727  1 .1688146E+07   2000003E-01  .8666E+04 -.3906E+04   .9987820  .0455561 -.0189491
T  728  1 .1669677E+07   2000017E-01  .1725E+04 -.9551E+03   .9998823  .0141012 -.0060397
T  729  1 .1677886E+07   2000009E-01  .3340E+03 -.2532E+03   .9999917  .0003177 -.0040543
T  730  1 .1689859E+07   2000020E-01  .5303E+03  .1116E+03   .9998873  .0118039 -.0092734
T  731  1 .1689788E+07   2000019E-01 -.1532E+04  .5514E+03   .9999292 -.0106362 -.0053428
T  732  1 .1670555E+07   2000002E-01  .2738E+01  .1086E+04   .9998177 -.0049862 -.0184298
T  733  1 .1678972E+07   2000008E-01  .2064E+03 -.1938E+04   .9999341  .0057707 -.0099267
T  734  1 .1684187E+07   2000001E-01 -.7350E+03  .6914E+03   .9998904  .0029847  .0145003
T  735  1 .1692648E+07   2000001E-01  .1148E+04 -.3158E+03   .9999621 -.0001764 -.0087093
T  736  1 .1683914E+07   2000007E-01 -.3304E+03 -.4155E+03   .9999836 -.0052043 -.0023988
T  737  1 .1693451E+07   2000021E-01  .7404E+03 -.2585E+04   .9996493  .0068036 -.0255938
T  738  1 .1665301E+07   2000007E-01  .3787E+04  .1119E+04   .9971134  .0758181  .0040488
T  739  1 .1682582E+07   2000017E-01 -.3063E+04 -.6905E+03   .9993018 -.0373626  .0000350
T  740  1 .1689785E+07   2000014E-01 -.1532E+04  .2447E+03   .9999330 -.0090524  .0072184
T  741  1 .1674352E+07   2000011E-01  .2019E+04  .3192E+03   .9999138  .0127651  .0030821
T  742  1 .1660514E+07   2000022E-01  .8361E+02 -.6046E+03   .9999611  .0088207  .0002766
T  743  1 .1681715E+07   2000020E-01  .9772E+03  .1770E+04   .9999290  .0013399  .0118432
T  744  1 .1692657E+07   2000009E-01 -.3914E+03 -.1164E+04   .9998710  .0046952 -.0153614
T  745  1 .1680408E+07   2000022E-01  .1258E+03  .2193E+03   .9999966 -.0012901  .0022450
T  746  1 .1672414E+07   2000022E-01  .2620E+04 -.3213E+03   .9997621  .0211244 -.0054276
T  747  1 .1675497E+07   2000006E-01  .1475E+03 -.1881E+03   .9999941 -.0005250 -.0034049
T  748  1 .1663764E+07   2000014E-01 -.8791E+03 -.1423E+04   .9993492  .0155229 -.0325604
T  749  1 .1674904E+07   2000020E-01 -.1169E+04 -.1070E+04   .9999460 -.0068391 -.0078285
T  750  1 .1693684E+07   2000016E-01 -.9136E+03  .7881E+03   .9998905 -.0099542  .0109540
T  751  1 .1696663E+07   2000019E-01  .4492E+03  .1808E+03   .9999859  .0006237  .0052798
T  752  1 .1666487E+07   2000000E-01  .2983E+03 -.4165E+03   .9999235 -.0000992 -.0123655
T  753  1 .1660130E+07   2000003E-01  .5076E+03 -.9204E+03   .9999639  .0016741 -.0083346
T  754  1 .1653125E+07   2000022E-01  .2552E+04 -.1201E+03   .9995611  .0296156 -.0007770
T  755  1 .1672176E+07   2000016E-01  .3566E+03  .6053E+03   .9999833 -.0057793 -.0000503
T  756  1 .1695585E+07   2000001E-01 -.5608E+03 -.1693E+03   .9997283 -.0218645  .0080743
T  757  1 .1684099E+07   2000009E-01  .2148E+04 -.2000E+04   .9997154  .0231987 -.0055576
T  758  1 .1687645E+07   2000005E-01 -.5951E+02  .8251E+02   .9999813  .0032220 -.0051960
T  759  1 .1673719E+07   2000006E-01 -.1508E+03  .1123E+04   .9999295  .0012813  .0118038
T  760  1 .1689472E+07   2000022E-01 -.1765E+04 -.6615E+04   .9966858 -.0178505 -.0793643
T  761  1 .1666057E+07   2000017E-01 -.1441E+04 -.1073E+04   .9998787 -.0131055  .0084174
T  762  1 .1658159E+07   2000014E-01 -.1446E+04  .2345E+00   .9978664 -.0604924  .0245608
T  763  1 .1650573E+07   2000012E-01  .3472E+03  .7815E+03   .9999429 -.0013140  .0106079
T  764  1 .1690818E+07   2000005E-01  .5389E+03 -.6310E+03   .9999894  .0015332 -.0043382
T  765  1 .1702845E+07   2000016E-01  .1603E+04 -.9384E+03   .9998150  .0190349 -.0027641
T  766  1 .1692968E+07   2000007E-01 -.1405E+04 -.1299E+04   .9997377 -.0162836 -.0161062
T  767  1 .1676774E+07   2000015E-01  .6042E+02  .8342E+02   .9999998 -.0003049  .0005716
T  768  1 .1658480E+07   2000016E-01 -.1023E+04 -.3866E+03   .9999660 -.0065043 -.0050632
T  769  1 .1680424E+07   2000005E-01  .2408E+03 -.2379E+03   .9999912  .0012063 -.0040258
T  770  1 .1683407E+07   2000010E-01 -.4716E+02 -.9676E+03   .9999176  .0066840  .0109613
T  771  1 .1678476E+07   2000022E-01 -.2038E+04  .1346E+04   .9997243 -.0193539  .0132932
T  772  1 .1689677E+07   2000012E-01 -.1193E+04  .7365E+03   .9999384 -.0077624  .0079275
T  773  1 .1662719E+07   2000011E-01  .5027E+03 -.3169E+01   .9999475 -.0048525 -.0090225
T  774  1 .1668289E+07   2000007E-01  .4566E+03 -.3004E+04   .9999706  .0023563 -.0073027
T  775  1 .1685705E+07   2000002E-01 -.2347E+03 -.2722E+04   .9997800 -.0053107 -.0202918
T  776  1 .1686787E+07   2000022E-01  .5560E+03  .1747E+03   .9999989 -.0008096  .0012451
T  777  1 .1716671E+07   2000002E-01  .1233E+04 -.7957E+03   .9998551  .0070162 -.0155100
T  778  1 .1695060E+07   2000011E-01 -.1099E+03  .1569E+04   .9999981  .0012251  .0015153
T  779  1 .1676955E+07   2000021E-01  .7145E+03  .7383E+03   .9999256  .0109619  .0053461
T  780  1 .1680629E+07   2000021E-01 -.6549E+03  .8947E+01   .9999727 -.0064221 -.0036443
T  781  1 .1680130E+07   2000006E-01  .9022E+03  .2385E+04   .9997487 -.0016336  .0223588
T  782  1 .1687850E+07   2000007E-01  .1482E+04 -.1384E+03   .9999502  .0092895 -.0036367
T  783  1 .1680088E+07   2000020E-01 -.2967E+04  .1406E+04   .9985793 -.0522393  .0105043
T  784  1 .1689658E+07   2000021E-01 -.9954E+02  .1388E+03   .9999829  .0032700 -.0048528
T  785  1 .1685366E+07   2000017E-01  .1400E+03 -.1841E+03   .9999996 -.0008699 -.0003634
T  786  1 .1679613E+07   2000000E-01  .5928E+03 -.5890E+03   .9999958  .0028428 -.0005731
T  787  1 .1670256E+07   2000023E-01 -.7567E+02 -.3549E+02   .9999319 -.0051075 -.0104974
T  788  1 .1662832E+07   2000006E-01  .2255E+03 -.2027E+03   .9999834  .0021624 -.0053350
T  789  1 .1666032E+07   2000007E-01  .4114E+03  .4300E+04   .9996968 -.0061761  .0238367
T  790  1 .1666790E+07   2000021E-01  .1029E+03 -.1514E+04   .9998376  .0031571 -.0177440
T  791  1 .1684805E+07   2000007E-01 -.1048E+04  .2767E+04   .9983117 -.0077660  .0575630
T  792  1 .1672201E+07   2000008E-01 -.1750E+03 -.9023E+03   .9999807  .0055758 -.0027513
T  793  1 .1679508E+07   2000015E-01  .2689E+04  .7273E+00   .9995339  .0305249  .0005043
T  794  1 .1674745E+07   2000016E-01  .1634E+04  .2786E+04   .9997997 -.0089518  .0179012
T  795  1 .1674026E+07   2000018E-01  .7216E+03 -.2139E+04   .9997333  .0087463 -.0213721
T  796  1 .1694789E+07   2000001E-01  .1545E+04  .1095E+04   .9999048  .0134765  .0029643
T  797  1 .1685026E+07   2000009E-01 -.1883E+04  .1133E+04   .9998896 -.0128437  .0074692
T  798  1 .1706367E+07   2000014E-01 -.1899E+03 -.2905E+03   .9999371 -.0051746  .0099556
T  799  1 .1689507E+07   2000011E-01 -.3220E+03 -.8355E+03   .9999739  .0021540 -.0069001
T  800  1 .1674788E+07   2000019E-01 -.1258E+02 -.1109E+04   .9999583 -.0005750 -.0091120
T  801  1 .1677445E+07   2000002E-01  .4602E+03  .7236E+03   .9999098  .0126297  .0045709
T  802  1 .1685804E+07   2000010E-01 -.2794E+03  .5392E+03   .9998405  .0061778  .0167573
T  803  1 .1685733E+07   2000016E-01  .8313E+03  .2135E+03   .9999323  .0114303 -.0021984
T  804  1 .1659952E+07   2000016E-01  .1290E+03  .3148E+03   .9999599  .0058094  .0068187
T  805  1 .1658070E+07   2000013E-01 -.3915E+03  .6068E+03   .9999633 -.0075259  .0040953
T  806  1 .1670551E+07   2000010E-01  .1708E+03 -.9391E+02   .9990169 -.0337710  .0287186
T  807  1 .1675921E+07   2000010E-01 -.6231E+03  .6106E+03   .9999728 -.0058984  .0044365
T  808  1 .1691360E+07   2000015E-01  .3065E+03 -.9280E+03   .9999621  .0043586 -.0075369
T  809  1 .1656241E+07   2000016E-01 -.1936E+03  .5270E+03   .9999871  .0029285  .0041606
T  810  1 .1685885E+07   2000012E-01 -.3959E+01  .1945E+04   .9988469 -.0234140  .0419129
T  811  1 .1677383E+07   2000002E-01  .1529E+04  .3227E+03   .9998958 -.0007328  .0144143
T  812  1 .1669052E+07   2000018E-01  .4943E+02 -.2523E+03   .9999996 -.0003325  .0008592
T  813  1 .1672830E+07   2000010E-01  .7475E+03  .1351E+04   .9999390  .0049701  .0098602
T  814  1 .1674524E+07   2000011E-01 -.7522E+04 -.2873E+04   .9984258 -.0526465 -.0193438
T  815  1 .1665595E+07   2000015E-01  .5476E+03  .1272E+04   .9999440 -.0057253  .0088953
T  816  1 .1690709E+07   2000018E-01 -.2893E+04  .7132E+03   .9998074 -.0195030  .0021688
T  817  1 .1701495E+07   2000012E-01 -.6773E+04 -.2099E+04   .9962336 -.0830337 -.0249802
T  818  1 .1680159E+07   2000022E-01  .9097E+01 -.3734E+03   .9999688 -.0037417 -.0069615
T  819  1 .1681508E+07   2000005E-01 -.8138E+02  .1848E+04   .9997862  .0206600 -.0009046
T  820  1 .1669764E+07   2000021E-01  .5955E+03 -.9747E+03   .9999843  .0054677 -.0012461
T  821  1 .1673386E+07   2000006E-01 -.8771E+03  .7012E+03   .9999495 -.0063500  .0077947
T  822  1 .1674384E+07   2000014E-01 -.4879E+03  .1218E+04   .9999432 -.0102067  .0030772
T  823  1 .1666430E+07   2000015E-01  .4738E+03 -.2167E+04   .9996417  .0030110 -.0265957
T  824  1 .1667084E+07   2000007E-01  .1083E+03 -.8821E+03   .9999421  .0035208 -.0101643
T  825  1 .1688153E+07   2000004E-01 -.1555E+04 -.3288E+02   .9999749 -.0050587  .0049676
T  826  1 .1682577E+07   2000012E-01 -.3312E+03 -.2842E+03   .9999803 -.0059134  .0021088
T  827  1 .1688248E+07   2000019E-01  .1195E+03  .1153E+04   .9998949 -.0098283  .0106537
T  828  1 .1672500E+07   2000001E-01  .2971E+03  .1239E+04   .9998911  .0028287  .0144873
T  829  1 .1683906E+07   2000017E-01  .3950E+03  .7587E+03   .9999870  .0025469  .0044146
T  830  1 .1696273E+07   2000015E-01  .2610E+03  .2474E+04   .9997682  .0083685  .0198363
T  831  1 .1669448E+07   2000020E-01 -.5844E+03 -.7960E+03   .9999969 -.0000635 -.0024858
T  832  1 .1680304E+07   2000022E-01  .4743E+03  .1856E+03   .9999968 -.0005909  .0024732
T  833  1 .1680040E+07   2000004E-01 -.1074E+04  .1196E+04   .9999545 -.0045749  .0083649
T  834  1 .1659096E+07   2000023E-01  .3007E+03  .4107E+03   .9998721  .0149704  .0056329
T  835  1 .1680071E+07   2000020E-01 -.5638E+03 -.4429E+02   .9999726 -.0073367  .0010256
T  836  1 .1676304E+07   2000015E-01  .5498E+03 -.1136E+04   .9999678  .0025162 -.0076214
T  837  1 .1663382E+07   2000022E-01 -.3593E+04 -.1857E+04   .9982058 -.0598229  .0025144
T  838  1 .1682057E+07   2000013E-01  .2439E+04  .6371E+03   .9997866  .0190530  .0079791
T  839  1 .1691802E+07   2000011E-01 -.1257E+04 -.8858E+03   .9998192 -.0176822 -.0069920
T  840  1 .1685747E+07   2000018E-01  .1204E+04  .2326E+04   .9997393  .0067317  .0218189
T  841  1 .1666946E+07   2000016E-01  .1691E+04 -.5184E+03   .9999021  .0116377 -.0077635
T  842  1 .1699382E+07   2000022E-01 -.3065E+04  .1796E+04   .9995689 -.0248831  .0155813
T  843  1 .1665143E+07   2000013E-01  .2313E+03  .1876E+03   .9999243  .0037978 -.0117006
T  844  1 .1683697E+07   2000023E-01  .2774E+04 -.8551E+03   .9997601  .0173792 -.0133306
T  845  1 .1674470E+07   2000012E-01  .2698E+03  .1013E+04   .9996163  .0091869  .0261311
T  846  1 .1662565E+07   2000016E-01 -.2146E+04 -.1162E+04   .9981311 -.0502581 -.0347631
T  847  1 .1668041E+07   2000019E-01  .6292E+03 -.1006E+04   .9999087  .0064376 -.0118783
T  848  1 .1676276E+07   2000021E-01 -.2001E+04  .6387E+03   .9998359 -.0177861  .0034426
T  849  1 .1679400E+07   2000007E-01  .4696E+02 -.3220E+03   .9999968 -.0008901 -.0023588
T  850  1 .1695446E+07   2000010E-01  .2322E+04 -.1267E+04   .9997434  .0212051 -.0079679
T  851  1 .1681321E+07   2000001E-01  .3225E+02  .2786E+03   .9999972  .0019259 -.0013468
T  852  1 .1694568E+07   2000005E-01 -.7759E+03 -.5092E+03   .9999780 -.0066333 -.0000564
T  853  1 .1664819E+07   2000003E-01 -.4185E+04 -.1398E+03   .9963650 -.0835491  .0166236
T  854  1 .1683320E+07   2000001E-01 -.5840E+03  .1388E+04   .9857949 -.1069273  .1295180
T  855  1 .1664145E+07   2000013E-01  .2493E+04 -.1253E+04   .9999304  .0056639 -.0103515
T  856  1 .1671966E+07   2000019E-01  .3647E+04 -.9231E+03   .9995166  .0305321 -.0058615
T  857  1 .1681642E+07   2000002E-01  .7453E+03 -.4237E+03   .9996154  .0259197 -.0098586
T  858  1 .1672082E+07   2000013E-01 -.1463E+03  .5247E+03   .9999778  .0007733  .0066139
T  859  1 .1682170E+07   2000014E-01  .1623E+04 -.1729E+04   .9996357  .0221112 -.0154770
T  860  1 .1686963E+07   2000020E-01  .5403E+03  .5850E+03   .9999582  .0077097  .0049098
T  861  1 .1665675E+07   2000021E-01  .1531E+04 -.2708E+04   .9997912  .0178400 -.0099637
T  862  1 .1664285E+07   2000014E-01 -.7996E+03  .2174E+04   .9997227 -.0074287  .0223481
T  863  1 .1686738E+07   2000022E-01  .7332E+03  .6424E+02   .9999605  .0086857 -.0018832
