============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  20 um) ===============================
T   82  1 .1675061E+07   2000017E-01 -.3183E+03 -.9258E+03   .9999703  .0074346 -.0020298
T   83  1 .1675166E+07   2000011E-01 -.7686E+02 -.5306E+03   .9999440 -.0060945 -.0086469
T   84  1 .1681712E+07   2000012E-01  .9920E+03  .5133E+03   .9998748  .0133021  .0085739
T   85  1 .1665712E+07   2000000E-01  .8920E+03 -.5137E+03   .9999183  .0127709 -.0006287
T   86  1 .1682812E+07   2000007E-01  .3430E+03 -.4360E+03   .9999856 -.0016358 -.0051206
T   87  1 .1695733E+07   2000012E-01  .3982E+03 -.2296E+03   .9999923  .0031574 -.0023323
T   88  1 .1673164E+07   2000021E-01 -.1461E+03 -.1554E+04   .9997631 -.0043474 -.0213256
T   89  1 .1710439E+07   2000009E-01 -.1136E+03  .1958E+04   .9999124 -.0031024  .0128665
T   90  1 .1687148E+07   2000020E-01  .1786E+03  .1478E+03   .9999920  .0025185 -.0030973
T   91  1 .1684028E+07   2000016E-01  .7737E+03  .2239E+04   .9997090 -.0070317  .0230748
T   92  1 .1683132E+07   2000007E-01  .2135E+04  .1974E+04   .9998941  .0128510  .0068315
T   93  1 .1657842E+07   2000001E-01 -.6339E+03 -.8861E+03   .9997905 -.0176410 -.0103794
T   94  1 .1680573E+07   2000021E-01 -.9047E+03  .8027E+03   .9999836  .0055370  .0014430
T   95  1 .1669847E+07   2000015E-01 -.3058E+03  .1476E+04   .9999520 -.0074788  .0063289
T   96  1 .1694102E+07   2000010E-01  .8251E+03  .5111E+03   .9999429 -.0024816  .0103947
T   97  1 .1687465E+07   2000014E-01  .9562E+02 -.2275E+03   .9999348 -.0071551  .0088974
T   98  1 .1695222E+07   2000022E-01  .5559E+03  .1134E+04   .9999150  .0085735  .0098237
T   99  1 .1655279E+07   2000009E-01  .5268E+04 -.5748E+04   .9990487  .0317544 -.0298904
T  100  1 .1667614E+07   2000001E-01  .1537E+04 -.4715E+03   .9997572  .0216760 -.0039631
T  101  1 .1677651E+07   2000001E-01 -.3908E+03 -.1043E+04   .9999769 -.0049961 -.0046057
T  102  1 .1674980E+07   2000004E-01 -.1045E+04  .3628E+03   .9995569 -.0257367  .0149533
T  103  1 .1675587E+07   2000014E-01 -.8518E+02 -.3512E+03   .9999899 -.0038415 -.0023300
T  104  1 .1675418E+07   2000009E-01  .5592E+03  .1126E+02   .9999657  .0076735  .0031268
T  105  1 .1656343E+07   2000004E-01 -.1174E+03  .1948E+03   .9999993  .0005673  .0010406
T  106  1 .1670100E+07   2000019E-01  .1611E+04 -.8464E+03   .9999853  .0007693 -.0053736
T  107  1 .1680307E+07   2000019E-01  .2100E+04 -.8825E+03   .9996812  .0245133 -.0060522
T  108  1 .1659265E+07   2000000E-01  .5980E+03 -.1298E+03   .9999942 -.0007550 -.0033305
T  109  1 .1676126E+07   2000016E-01 -.2409E+04  .1872E+03   .9998160 -.0189800 -.0027653
T  110  1 .1675376E+07   2000017E-01  .1143E+04  .1324E+04   .9999162  .0045551  .0121163
T  111  1 .1691062E+07   2000018E-01  .9453E+03  .9349E+03   .9999853  .0054130 -.0002139
T  112  1 .1692192E+07   2000020E-01  .9410E+03  .2196E+03   .9999901  .0041396  .0016548
T  113  1 .1683931E+07   2000019E-01  .4446E+02  .8030E+03   .9999156  .0127057 -.0027239
T  114  1 .1668564E+07   2000012E-01  .1068E+04 -.2815E+03   .9999702  .0068780 -.0035003
T  115  1 .1681358E+07   2000008E-01 -.1120E+04 -.2181E+04   .9995684 -.0100377 -.0276104
T  116  1 .1674114E+07   2000009E-01  .6826E+03 -.2663E+04   .9998244  .0066668 -.0175112
T  117  1 .1687848E+07   2000015E-01  .8699E+02 -.7717E+03   .9999291 -.0019876 -.0117386
T  118  1 .1665366E+07   2000015E-01  .1896E+04  .2351E+04   .9995295  .0287736  .0106192
T  119  1 .1677244E+07   2000017E-01  .3353E+03 -.4796E+03   .9999889  .0001087  .0047108
T  120  1 .1677981E+07   2000013E-01 -.1002E+04  .1266E+03   .9999791  .0010297  .0063804
T  121  1 .1663022E+07   2000006E-01 -.5330E+03 -.1293E+04   .9995431 -.0004635 -.0302236
T  122  1 .1672597E+07   2000014E-01 -.1646E+03 -.1782E+04   .9996519  .0185193 -.0187938
T  123  1 .1666556E+07   2000005E-01  .8809E+03 -.1159E+04   .9999043  .0133481  .0036407
T  124  1 .1687888E+07   2000022E-01  .2367E+03  .6714E+02   .9999475  .0102488  .0001686
T  125  1 .1691222E+07   2000020E-01 -.1647E+04 -.7750E+03   .9998332 -.0144802 -.0111315
T  126  1 .1680862E+07   2000022E-01 -.1062E+04 -.3031E+03   .9999762 -.0064798  .0023637
T  127  1 .1671475E+07   2000019E-01  .2545E+04  .2655E+03   .9998977  .0140416  .0027247
T  128  1 .1664033E+07   2000011E-01 -.2117E+04 -.4312E+03   .9998283 -.0183765  .0023689
T  129  1 .1671210E+07   2000011E-01 -.6768E+03 -.1119E+04   .9999831 -.0041307 -.0040870
T  130  1 .1669257E+07   2000015E-01 -.4741E+03 -.1556E+04   .9999370  .0015877 -.0111109
T  131  1 .1671993E+07   2000001E-01  .3059E+03 -.1886E+03   .9999866  .0049407  .0015586
T  132  1 .1680739E+07   2000008E-01  .7782E+02 -.4646E+02   .9999438  .0062677 -.0085469
T  133  1 .1666866E+07   2000018E-01 -.8914E+04 -.7419E+03   .9970389 -.0768876 -.0013517
T  134  1 .1675797E+07   2000011E-01 -.6069E+03 -.1298E+04   .9996522  .0183329 -.0189577
T  135  1 .1662380E+07   2000018E-01 -.1516E+03  .2914E+03   .9999980  .0006424  .0019000
T  136  1 .1686712E+07   2000020E-01 -.1481E+04  .1278E+04   .9997666 -.0183032  .0114813
T  137  1 .1661020E+07   2000017E-01 -.2130E+03 -.2406E+04   .9991674  .0008423 -.0407903
T  138  1 .1665022E+07   2000017E-01  .2063E+03 -.4623E+03   .9999180 -.0051460 -.0117288
T  139  1 .1701306E+07   2000003E-01  .2068E+04  .7963E+03   .9998012  .0194754  .0042778
T  140  1 .1664579E+07   2000005E-01 -.6363E+03 -.2055E+04   .9993674  .0004633 -.0355598
T  141  1 .1670975E+07   2000008E-01 -.6937E+03  .1749E+04   .9999834 -.0050791 -.0027302
T  142  1 .1670724E+07   2000021E-01  .1457E+04 -.1652E+04   .9999601  .0044097 -.0077705
T  143  1 .1687831E+07   2000017E-01 -.9940E+04  .4368E+04   .9984530 -.0506533  .0229295
T  144  1 .1663233E+07   2000021E-01 -.2118E+04 -.1191E+04   .9999035 -.0129278 -.0050840
T  145  1 .1662272E+07   2000012E-01 -.1770E+03  .1357E+04   .9998239 -.0090183  .0164563
T  146  1 .1652959E+07   2000013E-01  .1397E+04 -.3048E+03   .9999596  .0070884 -.0055335
T  147  1 .1665596E+07   2000002E-01 -.3095E+03  .2048E+04   .9995937 -.0038009  .0282500
T  148  1 .1691929E+07   2000008E-01 -.9471E+03 -.1091E+04   .9999658 -.0006252 -.0082503
T  149  1 .1688493E+07   2000021E-01 -.3831E+04 -.1591E+04   .9986924 -.0448411 -.0245518
T  150  1 .1679997E+07   2000018E-01  .1534E+04 -.2161E+04   .9997456  .0074204 -.0212978
T  151  1 .1687729E+07   2000008E-01  .9209E+03  .4123E+03   .9998831  .0088320  .0124848
T  152  1 .1682232E+07   2000016E-01 -.1456E+03 -.3277E+03   .9999572  .0031978 -.0086840
T  153  1 .1668324E+07   2000021E-01 -.3946E+03  .2419E+03   .9999661 -.0067563  .0047143
T  154  1 .1653288E+07   2000016E-01  .1384E+04  .3072E+04   .9992923  .0143074  .0347886
T  155  1 .1699456E+07   2000006E-01  .9532E+03  .1722E+03   .9997966  .0198756 -.0034199
T  156  1 .1655043E+07   2000009E-01 -.3035E+04  .7282E+03   .9996126 -.0273194  .0053262
T  157  1 .1666729E+07   2000005E-01  .3143E+02  .1491E+03   .9999729  .0013160  .0072372
T  158  1 .1690382E+07   2000016E-01  .8343E+02  .1468E+04   .9999874 -.0047388  .0016597
T  159  1 .1662842E+07   2000022E-01  .9326E+01 -.7337E+03   .9999133 -.0012163 -.0131136
T  160  1 .1660176E+07   2000015E-01 -.1533E+04  .6062E+03   .9999115 -.0068326  .0114192
T  161  1 .1684283E+07   2000013E-01 -.1809E+04 -.5449E+03   .9999207 -.0067207 -.0106508
T  162  1 .1678400E+07   2000013E-01 -.2278E+04 -.5769E+03   .9994254 -.0334828 -.0052609
T  163  1 .1699994E+07   2000014E-01 -.4422E+03 -.1665E+04   .9998278 -.0031267 -.0182922
T  164  1 .1693006E+07   2000012E-01  .2689E+03 -.1447E+03   .9999560 -.0084326 -.0041215
T  165  1 .1688988E+07   2000003E-01 -.2220E+04  .4674E+03   .9997912 -.0204017 -.0011514
T  166  1 .1691267E+07   2000010E-01  .9820E+03 -.2514E+04   .9994716  .0186346 -.0266310
T  167  1 .1672445E+07   2000013E-01 -.1062E+04  .1948E+04   .9998631 -.0029212  .0162890
T  168  1 .1649876E+07   2000003E-01 -.1142E+03  .1171E+04   .9996614  .0141500  .0218374
T  169  1 .1690467E+07   2000019E-01 -.2330E+04 -.4812E+04   .9980186 -.0250264 -.0577289
T  170  1 .1671733E+07   2000004E-01 -.1256E+03  .3555E+03   .9999719 -.0073958 -.0011854
T  171  1 .1687548E+07   2000002E-01 -.7724E+03  .6648E+03   .9999078 -.0083638  .0106967
T  172  1 .1670719E+07   2000022E-01 -.6815E+03  .8359E+03   .9999729 -.0005848  .0073454
T  173  1 .1697251E+07   2000003E-01  .4765E+03 -.5976E+03   .9997595  .0170394 -.0138070
T  174  1 .1686257E+07   2000014E-01  .4953E+02  .1124E+04   .9997544  .0030627  .0219486
T  175  1 .1677409E+07   2000023E-01  .9456E+03  .1440E+04   .9999838  .0030335  .0048225
T  176  1 .1662034E+07   2000013E-01 -.7835E+03 -.1283E+04   .9999307  .0038580 -.0111268
T  177  1 .1663258E+07   2000011E-01  .4344E+03 -.2850E+04   .9994243 -.0046380 -.0336086
T  178  1 .1651858E+07   2000011E-01  .4153E+03 -.1209E+03   .9999695 -.0049627  .0060274
T  179  1 .1677851E+07   2000008E-01  .4978E+02 -.9145E+02   .9999682 -.0056796 -.0055928
T  180  1 .1708676E+07   2000022E-01  .4152E+03 -.1102E+04   .9999252  .0023536 -.0120023
T  181  1 .1658177E+07   2000006E-01  .8080E+01  .3659E+03   .9999515 -.0078406  .0059556
T  182  1 .1682769E+07   2000012E-01  .3934E+02 -.3950E+03   .9998692  .0120449  .0107972
T  183  1 .1683649E+07   2000022E-01 -.4041E+02 -.1301E+04   .9982624  .0183550 -.0559939
T  184  1 .1688776E+07   2000016E-01  .7702E+03  .2436E+03   .9999332  .0057005  .0100526
T  185  1 .1694822E+07   2000015E-01  .1234E+04  .7466E+03   .9999375  .0066490  .0089854
T  186  1 .1716023E+07   2000009E-01 -.8088E+03  .5510E+03   .9999137 -.0124922  .0040625
T  187  1 .1684217E+07   2000005E-01  .1369E+04  .8383E+03   .9996939  .0166354  .0183120
T  188  1 .1676349E+07   2000009E-01 -.5484E+03 -.4765E+03   .9999216  .0066458  .0106083
T  189  1 .1671601E+07   2000016E-01 -.1711E+04 -.1246E+04   .9997344 -.0207254 -.0100816
T  190  1 .1684045E+07   2000019E-01 -.1442E+04  .9326E+02   .9999454 -.0088459  .0055584
T  191  1 .1647763E+07   2000013E-01 -.1059E+04 -.1795E+03   .9997801 -.0208061 -.0026079
T  192  1 .1704043E+07   2000022E-01 -.1083E+04 -.3443E+04   .9992795 -.0252433 -.0283416
T  193  1 .1688399E+07   2000017E-01  .1551E+03 -.1450E+03   .9999934 -.0003429  .0036228
T  194  1 .1711140E+07   2000010E-01 -.3595E+04  .1804E+02   .9990772 -.0407457  .0135809
T  195  1 .1691734E+07   2000021E-01 -.6006E+03 -.5062E+03   .9997652 -.0124576 -.0177308
T  196  1 .1694151E+07   2000014E-01  .5279E+03 -.5005E+03   .9998026  .0133299  .0147307
T  197  1 .1668580E+07   2000020E-01  .1295E+04  .1167E+04   .9999120  .0050486  .0122701
T  198  1 .1653711E+07   2000015E-01  .9195E+03  .2996E+03   .9999106  .0090018  .0098869
T  199  1 .1656274E+07   2000021E-01 -.7605E+03  .5682E+03   .9996273 -.0269347  .0044533
T  200  1 .1670323E+07   2000004E-01  .2777E+04 -.6508E+03   .9997394  .0219939 -.0061156
T  201  1 .1663973E+07   2000011E-01  .1203E+04 -.1631E+04   .9998852  .0089006 -.0122615
T  202  1 .1697941E+07   2000017E-01  .4614E+02 -.1126E+04   .9997968 -.0037521 -.0198080
T  203  1 .1685439E+07   2000011E-01  .1540E+04 -.5240E+03   .9999844  .0055711  .0002724
T  204  1 .1666857E+07   2000007E-01  .1252E+04 -.9538E+03   .9998278  .0173319 -.0066384
T  205  1 .1690315E+07   2000013E-01 -.8975E+03 -.1280E+04   .9997031 -.0174851 -.0169678
T  206  1 .1681128E+07   2000010E-01  .2136E+03  .1851E+03   .9999798 -.0055827  .0030488
T  207  1 .1680556E+07   2000020E-01  .1784E+04 -.1342E+04   .9999096  .0092906 -.0097164
T  208  1 .1660356E+07   2000005E-01 -.1577E+04  .1495E+04   .9998173 -.0154810  .0112075
T  209  1 .1678862E+07   2000021E-01 -.9977E+03 -.4458E+02   .9999271 -.0117178  .0029274
T  210  1 .1680520E+07   2000017E-01 -.5944E+03 -.4986E+02   .9998896 -.0148052 -.0012307
T  211  1 .1703421E+07   2000008E-01 -.1449E+04 -.1748E+04   .9998313 -.0084434  .0163149
T  212  1 .1660679E+07   2000017E-01  .5333E+03  .5590E+03   .9998854  .0139547 -.0058704
T  213  1 .1670681E+07   2000002E-01 -.1130E+04  .1564E+04   .9998192 -.0119589  .0147856
T  214  1 .1698539E+07   2000016E-01  .1096E+04  .3792E+02   .9999490  .0100938 -.0002211
T  215  1 .1670695E+07   2000022E-01 -.8171E+02 -.6316E+03   .9999553  .0000989 -.0094589
T  216  1 .1656289E+07   2000015E-01  .1548E+04  .1754E+03   .9992370  .0378472 -.0096410
T  217  1 .1689990E+07   2000009E-01  .3667E+04  .8921E+03   .9997638  .0206914  .0066549
T  218  1 .1688205E+07   2000020E-01  .1842E+04 -.1280E+04   .9999070  .0127351 -.0048697
T  219  1 .1696556E+07   2000014E-01  .3802E+04 -.1303E+04   .9995342  .0271743 -.0138873
T  220  1 .1665821E+07   2000019E-01 -.1320E+04  .1492E+04   .9998578 -.0124701  .0113559
T  221  1 .1697865E+07   2000009E-01 -.6750E+03  .1365E+02   .9999803  .0026826  .0056739
T  222  1 .1688093E+07   2000022E-01  .1095E+03 -.7951E+03   .9999600  .0009415 -.0088893
T  223  1 .1706383E+07   2000018E-01  .6557E+03  .3339E+03   .9999577  .0054158  .0074346
T  224  1 .1686757E+07   2000000E-01 -.2910E+03  .3744E+04   .9995430 -.0075872  .0292616
T  225  1 .1671615E+07   2000010E-01 -.3334E+03 -.7085E+03   .9999795 -.0011341 -.0062962
T  226  1 .1686593E+07   2000015E-01 -.6706E+03  .7728E+03   .9999263 -.0121037  .0009936
T  227  1 .1674720E+07   2000005E-01 -.5557E+01 -.1648E+03   .9999721 -.0013660 -.0073470
T  228  1 .1684184E+07   2000006E-01 -.2266E+02  .1571E+03   .9999972  .0004492  .0023257
T  229  1 .1663080E+07   2000002E-01  .1574E+03  .5846E+03   .9999638 -.0041822  .0074080
T  230  1 .1685251E+07   2000015E-01  .1066E+04 -.5760E+03   .9997345  .0229164 -.0024066
T  231  1 .1663828E+07   2000010E-01 -.1118E+04  .4067E+03   .9999973 -.0010881 -.0020377
T  232  1 .1691865E+07   2000001E-01  .2294E+04 -.1659E+04   .9997664  .0189793 -.0103443
T  233  1 .1686123E+07   2000006E-01 -.2250E+04 -.1201E+04   .9996697 -.0253240 -.0043704
T  234  1 .1692398E+07   2000005E-01  .1639E+04  .5535E+03   .9998358  .0077813  .0163640
T  235  1 .1667448E+07   2000022E-01  .1953E+04 -.3656E+01   .9998242  .0177346 -.0060862
T  236  1 .1657035E+07   2000005E-01 -.1371E+04 -.2200E+03   .9995266 -.0303015 -.0053244
T  237  1 .1710951E+07   2000023E-01 -.2979E+02  .3538E+03   .9999817 -.0029267 -.0052883
T  238  1 .1688400E+07   2000000E-01 -.1013E+04  .1591E+03   .9999973 -.0023052  .0004003
T  239  1 .1701992E+07   2000001E-01  .4059E+03 -.9363E+03   .9998987  .0092480 -.0108170
T  240  1 .1710599E+07   2000017E-01  .2124E+03 -.2320E+04   .9998616  .0009151 -.0166143
T  241  1 .1676500E+07   2000021E-01 -.6241E+03 -.1677E+04   .9999388 -.0050776 -.0098324
T  242  1 .1674600E+07   2000002E-01 -.6163E+03 -.1463E+03   .9998755 -.0157805  .0002456
T  243  1 .1687026E+07   2000022E-01 -.2342E+03 -.1705E+04   .9996227 -.0064483 -.0266981
T  244  1 .1658750E+07   2000020E-01 -.6793E+02  .1282E+04   .9999914  .0026387  .0032033
T  245  1 .1662076E+07   2000004E-01  .5907E+04  .2600E+04   .9986985  .0471158  .0195307
T  246  1 .1681499E+07   2000001E-01  .3543E+03 -.3204E+04   .9998360 -.0098565 -.0151930
T  247  1 .1671376E+07   2000022E-01  .4751E+03 -.2103E+03   .9999951  .0031008 -.0005173
T  248  1 .1684712E+07   2000021E-01 -.3461E+04 -.3524E+03   .9995422 -.0297379 -.0055753
T  249  1 .1687224E+07   2000009E-01  .8388E+03  .8592E+03   .9997957  .0134836  .0150572
T  250  1 .1654968E+07   2000016E-01  .8730E+03 -.1068E+04   .9998862  .0058082 -.0139230
T  251  1 .1673550E+07   2000013E-01  .1136E+04  .5169E+04   .9993628  .0065369  .0350903
T  252  1 .1674356E+07   2000019E-01  .1117E+04 -.1328E+04   .9999198  .0088604 -.0090448
T  253  1 .1650956E+07   2000014E-01 -.3080E+02 -.6728E+03   .9998893 -.0063461 -.0134594
T  254  1 .1685909E+07   2000006E-01 -.1515E+04  .5323E+03   .9999028 -.0133518  .0040175
T  255  1 .1679521E+07   2000023E-01 -.5300E+03 -.2718E+03   .9999646 -.0083355 -.0011339
