============================== SRIM-2013.00 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(2 MeV) ==> PMMA(  10 um) ===============================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 1043  1 .1838995E+07   1000011E-01  .5050E+03 -.3156E+03   .9998307  .0061660 -.0173378
T 1044  1 .1830217E+07   1000003E-01 -.1462E+02  .7436E+02   .9999982  .0006821  .0017485
T 1045  1 .1854503E+07   1000008E-01 -.6253E+02 -.1126E+03   .9999912  .0027269  .0031816
T 1046  1 .1846026E+07   1000022E-01 -.4779E+03  .8160E+03   .9999165 -.0031572  .0125322
T 1047  1 .1835477E+07   1000007E-01 -.1119E+03 -.4345E+03   .9999627 -.0050126 -.0070362
T 1048  1 .1853772E+07   1000006E-01  .5942E+03 -.2638E+03   .9998732  .0157376 -.0024140
T 1049  1 .1854007E+07   1000014E-01 -.1024E+03 -.2124E+03   .9999766  .0024897 -.0063767
T 1050  1 .1832011E+07   1000020E-01  .1568E+03 -.8289E+02   .9999687  .0066237 -.0043315
T 1051  1 .1853010E+07   1000016E-01  .3232E+03  .4000E+03   .9998713  .0130404  .0093446
T 1052  1 .1862656E+07   1000005E-01 -.7089E+03  .2648E+03   .9999434 -.0097565  .0042380
T 1053  1 .1840303E+07   1000009E-01 -.3387E+02 -.9669E+01   .9999970 -.0020678  .0013305
T 1054  1 .1858641E+07   1000012E-01 -.3959E+03 -.3326E+02   .9999312 -.0072737  .0092016
T 1055  1 .1823832E+07   1000019E-01  .1615E+04  .1895E+04   .9994708  .0310129  .0098152
T 1056  1 .1837613E+07   1000003E-01  .3193E+03 -.2079E+03   .9999388  .0102776 -.0041007
T 1057  1 .1835078E+07   1000006E-01  .3223E+03  .4610E+03   .9999705  .0076651  .0005493
T 1058  1 .1854896E+07   1000019E-01 -.2368E+03  .1105E+03   .9999779 -.0065697  .0010261
T 1059  1 .1849192E+07   1000017E-01 -.5248E+03  .2083E+04   .9992992 -.0065259  .0368571
T 1060  1 .1853450E+07   1000015E-01 -.1900E+03 -.1154E+03   .9999885 -.0045221 -.0016141
T 1061  1 .1848143E+07   1000018E-01 -.1637E+03  .3273E+03   .9999435 -.0014543  .0105323
T 1062  1 .1838532E+07   1000009E-01  .2407E+02  .2220E+03   .9999777  .0027106  .0061056
T 1063  1 .1849499E+07   1000009E-01 -.3763E+03 -.3500E+03   .9999625 -.0023049 -.0083522
T 1064  1 .1835757E+07   1000017E-01  .5317E+03  .7108E+03   .9999102  .0090332  .0099035
T 1065  1 .1837747E+07   1000022E-01 -.2552E+03  .4420E+02   .9999938 -.0018183 -.0030077
T 1066  1 .1853588E+07   1000001E-01  .9780E+03 -.2763E+03   .9997411  .0224860 -.0034679
T 1067  1 .1829273E+07   1000012E-01  .9603E+02 -.1308E+03   .9999977 -.0014430  .0015776
T 1068  1 .1843412E+07   1000022E-01  .1244E+03 -.2346E+03   .9999749  .0061250  .0035522
T 1069  1 .1862287E+07   1000006E-01  .2828E+03  .3110E+02   .9999965  .0021540 -.0015054
T 1070  1 .1830124E+07   1000003E-01 -.3709E+03  .2952E+03   .9999642 -.0069059  .0048834
T 1071  1 .1837611E+07   1000012E-01 -.1624E+02 -.3148E+03   .9999987 -.0016142 -.0001900
T 1072  1 .1851709E+07   1000001E-01  .7342E+02  .1257E+03   .9999277  .0082465  .0087557
T 1073  1 .1849558E+07   1000021E-01  .4208E+03 -.1298E+03   .9999547  .0094733  .0009092
T 1074  1 .1838266E+07   1000019E-01  .2925E+03 -.2123E+03   .9999168  .0116049  .0056327
T 1075  1 .1839320E+07   1000004E-01 -.4534E+02 -.1821E+03   .9998915  .0004873 -.0147234
T 1076  1 .1846364E+07   1000010E-01  .6796E+03 -.2529E+03   .9998654  .0110068 -.0121637
T 1077  1 .1852754E+07   1000012E-01 -.2273E+02  .7491E+01   .9999988 -.0004175  .0014892
T 1078  1 .1859859E+07   1000006E-01 -.3812E+03  .1949E+03   .9999182 -.0026211  .0125198
T 1079  1 .1839754E+07   1000008E-01  .5424E+00 -.1600E+03   .9999649  .0026156 -.0079565
T 1080  1 .1850920E+07   1000019E-01  .1835E+02 -.1338E+03   .9999691  .0020850 -.0075775
T 1081  1 .1846948E+07   1000022E-01 -.3652E+03 -.2127E+03   .9999901 -.0041305 -.0016413
T 1082  1 .1834694E+07   1000022E-01 -.2019E+03  .1172E+03   .9999889 -.0046074  .0009421
T 1083  1 .1822010E+07   1000009E-01  .6276E+03  .9413E+02   .9999894  .0027933 -.0036737
T 1084  1 .1833599E+07   1000016E-01 -.5044E+03 -.1788E+03   .9999754 -.0052957 -.0045950
T 1085  1 .1838435E+07   1000020E-01 -.4544E+03 -.1225E+03   .9997316  .0121832 -.0197037
T 1086  1 .1856766E+07   1000018E-01  .8611E+02 -.5408E+02   .9999970  .0024467 -.0001506
T 1087  1 .1834118E+07   1000001E-01 -.9407E+02  .1162E+03   .9999928 -.0004396 -.0037813
T 1088  1 .1834865E+07   1000013E-01  .1241E+03  .1039E+03   .9999645  .0073521  .0041257
T 1089  1 .1841076E+07   1000009E-01 -.3842E+03 -.2892E+02   .9999953 -.0009799  .0029030
T 1090  1 .1853221E+07   1000022E-01 -.1860E+03  .2251E+03   .9999520  .0086383  .0046335
T 1091  1 .1855332E+07   1000007E-01  .1459E+03  .3329E+03   .9999928  .0028467  .0024998
T 1092  1 .1845567E+07   1000016E-01  .1058E+03  .7701E+01   .9999882 -.0043367  .0021944
T 1093  1 .1852094E+07   1000006E-01 -.3025E+03 -.1449E+03   .9999796  .0023237 -.0059414
T 1094  1 .1841223E+07   1000022E-01  .1790E+03  .2967E+03   .9999245  .0060845  .0106751
T 1095  1 .1837340E+07   1000010E-01 -.1121E+03 -.1034E+03   .9999969 -.0007777 -.0023780
T 1096  1 .1845412E+07   1000002E-01  .5305E+03  .1027E+03   .9999830  .0056276 -.0015293
T 1097  1 .1849148E+07   1000019E-01  .1875E+04  .1297E+04   .9996776  .0227586  .0112605
T 1098  1 .1840536E+07   1000019E-01  .3432E+03 -.8200E+02   .9999999  .0002583 -.0002686
T 1099  1 .1835603E+07   1000013E-01 -.2619E+03 -.6512E+03   .9999083 -.0057203 -.0122784
T 1100  1 .1847380E+07   1000011E-01  .1820E+04  .6571E+03   .9995110  .0298343  .0093625
T 1101  1 .1866023E+07   1000021E-01  .4482E+03 -.1546E+03   .9997860  .0204756  .0029397
T 1102  1 .1840950E+07   1000019E-01  .1204E+03  .3139E+02   .9999993  .0007402 -.0009268
T 1103  1 .1838075E+07   1000004E-01 -.2437E+02 -.9789E+02   .9999980 -.0019079  .0005296
T 1104  1 .1838280E+07   1000017E-01 -.3889E+03 -.2176E+03   .9999806 -.0041093 -.0046842
T 1105  1 .1845902E+07   1000019E-01 -.3107E+02 -.2708E+03   .9999911 -.0042254  .0001666
T 1106  1 .1847945E+07   1000006E-01 -.3420E+03  .1946E+03   .9999527 -.0097107  .0004815
T 1107  1 .1841318E+07   1000018E-01 -.1805E+03  .3987E+03   .9998205 -.0084064  .0169803
T 1108  1 .1843748E+07   1000000E-01 -.2572E+03 -.1087E+04   .9993918 -.0062751 -.0343023
T 1109  1 .1854499E+07   1000000E-01  .1436E+03  .4983E+03   .9999738 -.0040799  .0059738
T 1110  1 .1821432E+07   1000018E-01  .3701E+03  .2502E+03   .9999621  .0072120  .0048672
T 1111  1 .1856504E+07   1000008E-01  .2157E+03  .2723E+03   .9999963  .0017749 -.0020546
T 1112  1 .1841933E+07   1000018E-01  .1306E+04 -.4891E+01   .9998191  .0182145 -.0054743
T 1113  1 .1825382E+07   1000022E-01  .1396E+04 -.5120E+03   .9998073  .0172982 -.0092859
T 1114  1 .1838386E+07   1000020E-01 -.1089E+03 -.6654E+02   .9999896 -.0043373 -.0013768
T 1115  1 .1853094E+07   1000001E-01  .1271E+02  .4251E+02   .9999921  .0012190  .0037825
T 1116  1 .1839111E+07   1000001E-01  .1135E+03  .1111E+03   .9999914 -.0002187 -.0041373
T 1117  1 .1837932E+07   1000022E-01  .2276E+03  .2772E+03   .9999907  .0040956  .0013857
T 1118  1 .1843759E+07   1000022E-01  .3692E+02 -.6880E+03   .9999575 -.0003586 -.0092128
T 1119  1 .1824627E+07   1000002E-01 -.1296E+03 -.2409E+03   .9999979 -.0016515  .0012058
T 1120  1 .1847513E+07   1000014E-01 -.3684E+03  .1073E+03   .9999763 -.0017463  .0066532
T 1121  1 .1854084E+07   1000001E-01 -.1049E+03 -.1201E+03   .9999739 -.0032059  .0064692
T 1122  1 .1847583E+07   1000021E-01 -.3227E+03 -.4094E+01   .9999802 -.0062711 -.0004719
T 1123  1 .1854635E+07   1000015E-01 -.4006E+01 -.1591E+03   .9999668  .0014458 -.0080243
T 1124  1 .1863265E+07   1000003E-01 -.3788E+03 -.1658E+03   .9999786 -.0038996 -.0052540
T 1125  1 .1837291E+07   1000017E-01  .2052E+02 -.1524E+03   .9999396  .0070559 -.0084262
T 1126  1 .1833403E+07   1000010E-01 -.3051E+03  .2107E+03   .9999836 -.0046712  .0033164
T 1127  1 .1843211E+07   1000017E-01 -.1897E+03 -.1658E+03   .9999902 -.0038241 -.0022528
T 1128  1 .1836497E+07   1000013E-01 -.3010E+03 -.2042E+03   .9999983 -.0018056  .0003061
T 1129  1 .1836139E+07   1000021E-01 -.3455E+03 -.3553E+03   .9999950  .0030125  .0009886
T 1130  1 .1846541E+07   1000014E-01 -.5360E+02 -.2334E+03   .9999913 -.0001313 -.0041635
T 1131  1 .1862451E+07   1000016E-01  .4603E+03 -.3886E+03   .9998142  .0078962 -.0175864
T 1132  1 .1857608E+07   1000008E-01 -.5492E+02  .4109E+02   .9999988 -.0012733 -.0008457
T 1133  1 .1842796E+07   1000019E-01  .1725E+04 -.2897E+04   .9991686  .0246127 -.0325024
T 1134  1 .1844157E+07   1000021E-01 -.4771E+03  .2115E+03   .9999291 -.0113242 -.0036873
T 1135  1 .1855321E+07   1000010E-01  .3163E+03  .5580E+02   .9999808  .0046238 -.0041261
T 1136  1 .1839557E+07   1000005E-01  .3658E+03  .1592E+02   .9999201  .0126091  .0009414
T 1137  1 .1834530E+07   1000019E-01  .3308E+03  .5690E+03   .9998793  .0009339  .0155106
T 1138  1 .1825452E+07   1000018E-01  .2369E+03 -.1300E+04   .9993385  .0153324 -.0329763
T 1139  1 .1850802E+07   1000022E-01  .4288E+02 -.1752E+03   .9999873  .0034778 -.0036462
T 1140  1 .1849653E+07   1000014E-01  .9470E+02 -.2038E+03   .9999141  .0110462 -.0070539
T 1141  1 .1863162E+07   1000003E-01 -.1340E+03  .1205E+03   .9999888 -.0046932 -.0006768
T 1142  1 .1864167E+07   1000009E-01  .2159E+03  .3466E+03   .9999666  .0048457  .0065782
T 1143  1 .1852936E+07   1000012E-01 -.2524E+03 -.8854E+02   .9999882 -.0032354  .0036325
T 1144  1 .1846549E+07   1000017E-01  .3475E+02  .4276E+02   .9999692  .0074077  .0026084
T 1145  1 .1828223E+07   1000003E-01 -.3631E+03 -.6847E+03   .9997373 -.0112722 -.0199555
T 1146  1 .1861560E+07   1000001E-01  .2514E+03 -.2149E+03   .9999950 -.0030189 -.0009091
T 1147  1 .1839458E+07   1000016E-01  .1006E+04 -.8871E+03   .9997485  .0146822 -.0169515
T 1148  1 .1843868E+07   1000013E-01  .4128E+03 -.4458E+02   .9999320  .0099536 -.0060757
T 1149  1 .1848131E+07   1000002E-01 -.1868E+03 -.5267E+03   .9999625 -.0046870 -.0072870
T 1150  1 .1834332E+07   1000003E-01 -.3918E+03 -.5153E+03   .9999317 -.0007780 -.0116652
T 1151  1 .1836372E+07   1000015E-01  .4231E+03 -.4515E+03   .9999655  .0021588 -.0080248
T 1152  1 .1855952E+07   1000022E-01  .3209E+03  .2007E+03   .9999669  .0063840  .0050513
T 1153  1 .1835204E+07   1000005E-01 -.3238E+03 -.1012E+03   .9999823 -.0058289 -.0011973
T 1154  1 .1856901E+07   1000007E-01 -.5725E+03  .2815E+03   .9999904 -.0039436 -.0018986
T 1155  1 .1846986E+07   1000021E-01  .4801E+02  .6270E+02   .9998743 -.0101712  .0121603
T 1156  1 .1848127E+07   1000015E-01 -.3290E+03 -.1408E+02   .9999777 -.0002653 -.0066764
T 1157  1 .1837538E+07   1000004E-01  .2285E+03 -.4285E+02   .9999991  .0005796  .0012339
T 1158  1 .1838988E+07   1000021E-01 -.5883E+02  .2633E+03   .9999649 -.0074637  .0038140
T 1159  1 .1846699E+07   1000014E-01  .3974E+03  .7767E+02   .9997731  .0157842  .0143038
T 1160  1 .1847908E+07   1000020E-01  .1178E+02 -.5415E+02   .9999614  .0027550 -.0083415
T 1161  1 .1848878E+07   1000012E-01  .1964E+03 -.4650E+03   .9999334  .0050074 -.0103980
T 1162  1 .1860604E+07   1000019E-01 -.3043E+03  .5038E+03   .9999673 -.0043579  .0068149
T 1163  1 .1838015E+07   1000000E-01 -.1234E+03 -.1371E+03   .9999911  .0029647 -.0030163
T 1164  1 .1844256E+07   1000018E-01 -.2503E+03  .6451E+03   .9999842 -.0031932  .0046223
T 1165  1 .1865236E+07   1000019E-01  .2226E+02 -.2261E+03   .9999650 -.0022510 -.0080526
T 1166  1 .1855280E+07   1000020E-01  .1618E+02  .1252E+03   .9999984  .0012753  .0012423
T 1167  1 .1831475E+07   1000021E-01 -.7888E+02 -.2781E+03   .9998325  .0017979 -.0182113
T 1168  1 .1849746E+07   1000004E-01 -.9673E+03 -.5205E+02   .9998824 -.0153230 -.0006432
T 1169  1 .1842169E+07   1000013E-01  .3982E+03  .1741E+03   .9999466  .0101543  .0018950
T 1170  1 .1837778E+07   1000001E-01  .1152E+02 -.5282E+03   .9999458 -.0041291 -.0095559
T 1171  1 .1841362E+07   1000000E-01 -.4003E+03 -.3458E+03   .9999996 -.0002123 -.0008532
T 1172  1 .1848790E+07   1000015E-01  .4685E+03  .8846E+02   .9999863  .0047359 -.0022135
T 1173  1 .1829523E+07   1000008E-01  .2211E+03 -.2692E+03   .9999700  .0026991 -.0072582
T 1174  1 .1857566E+07   1000021E-01  .2335E+03 -.5020E+02   .9999751  .0068184  .0018069
T 1175  1 .1852070E+07   1000022E-01  .9510E+02  .1819E+03   .9999759 -.0001069  .0069390
T 1176  1 .1856114E+07   1000007E-01 -.1714E+03 -.2436E+03   .9999841  .0001886 -.0056336
T 1177  1 .1847431E+07   1000009E-01 -.3039E+03 -.4912E+03   .9999790 -.0010538 -.0063995
T 1178  1 .1831974E+07   1000018E-01  .2003E+03 -.3657E+03   .9999633  .0020831 -.0083064
T 1179  1 .1847654E+07   1000015E-01 -.8553E+02  .7734E+02   .9999904 -.0038731  .0020279
T 1180  1 .1835217E+07   1000012E-01  .1875E+03 -.2392E+02   .9999889 -.0046514  .0007761
T 1181  1 .1835254E+07   1000013E-01  .3546E+02  .7668E+02   .9999758  .0012625  .0068434
T 1182  1 .1827603E+07   1000000E-01  .4116E+03 -.2052E+03   .9999752  .0067855 -.0018697
T 1183  1 .1849657E+07   1000005E-01 -.5213E+03  .1835E+03   .9999533 -.0093627  .0023898
T 1184  1 .1852436E+07   1000017E-01  .6089E+02  .1000E+03   .9999804  .0061982 -.0008891
T 1185  1 .1839004E+07   1000006E-01 -.3467E+03 -.2037E+03   .9999442 -.0069324 -.0079696
T 1186  1 .1836347E+07   1000011E-01 -.3441E+03  .2247E+03   .9999802 -.0052059  .0035338
T 1187  1 .1849029E+07   1000018E-01  .1605E+02  .1526E+02   .9999927  .0034884 -.0015312
T 1188  1 .1847072E+07   1000017E-01 -.1331E+04  .6545E+02   .9998566 -.0167490  .0024977
T 1189  1 .1858089E+07   1000022E-01  .5943E+03  .7985E+03   .9998468  .0096097  .0146281
T 1190  1 .1837486E+07   1000009E-01  .1086E+03  .4094E+03   .9999860  .0020988  .0048503
T 1191  1 .1842471E+07   1000020E-01 -.2519E+03  .4688E+03   .9998205 -.0051011  .0182463
T 1192  1 .1843995E+07   1000006E-01  .1893E+02 -.2985E+02   .9999973  .0010928 -.0020387
T 1193  1 .1837757E+07   1000022E-01 -.6565E+02  .8887E+02   .9999992 -.0000155  .0012609
T 1194  1 .1850989E+07   1000016E-01 -.3778E+03  .4670E+03   .9998428 -.0139541  .0109421
T 1195  1 .1833790E+07   1000005E-01 -.2873E+03 -.1341E+03   .9999705  .0005314 -.0076684
T 1196  1 .1858756E+07   1000021E-01  .2977E+03 -.8549E+01   .9999850  .0041185 -.0036117
T 1197  1 .1844346E+07   1000021E-01  .2092E+02  .1704E+03   .9999511  .0044417  .0088357
T 1198  1 .1839685E+07   1000008E-01  .4513E+03  .5403E+02   .9998998  .0102592 -.0097500
T 1199  1 .1855898E+07   1000019E-01  .4116E+03  .3063E+03   .9998524  .0171535  .0009240
T 1200  1 .1841252E+07   1000015E-01 -.2456E+03  .2273E+03   .9999372 -.0090417  .0066173
T 1201  1 .1858383E+07   1000022E-01  .1991E+02  .1224E+03   .9999897 -.0004475  .0045196
T 1202  1 .1838533E+07   1000004E-01  .1895E+02  .2800E+03   .9999934  .0028861  .0022070
T 1203  1 .1821321E+07   1000009E-01  .9243E+03  .1389E+03   .9999491  .0100532  .0008122
T 1204  1 .1843528E+07   1000021E-01  .1546E+03 -.3773E+03   .9999549  .0006368 -.0094728
T 1205  1 .1851589E+07   1000012E-01 -.4949E+03 -.2760E+03   .9999754 -.0019551 -.0067369
T 1206  1 .1835515E+07   1000010E-01 -.8645E+03 -.2832E+03   .9969958 -.0748861 -.0197841
T 1207  1 .1840768E+07   1000008E-01  .1408E+04  .1278E+02   .9998123  .0190348  .0036015
T 1208  1 .1836904E+07   1000019E-01  .3016E+03  .1913E+03   .9999539  .0096013 -.0000676
T 1209  1 .1842765E+07   1000015E-01 -.4471E+03 -.6675E+03   .9998929  .0001868 -.0146367
T 1210  1 .1846112E+07   1000013E-01 -.2434E+03 -.1360E+03   .9999579 -.0014206 -.0090660
T 1211  1 .1846957E+07   1000003E-01  .4973E+03  .3729E+02   .9999626  .0077407  .0038498
T 1212  1 .1852370E+07   1000000E-01 -.4673E+03 -.6803E+03   .9999682 -.0079663  .0002023
T 1213  1 .1824905E+07   1000005E-01 -.3685E+02 -.2314E+02   .9999817 -.0056091 -.0022531
T 1214  1 .1842767E+07   1000020E-01 -.1114E+03  .3440E+03   .9999968 -.0016187  .0019247
T 1215  1 .1849507E+07   1000018E-01  .3286E+03 -.3037E+03   .9999619  .0071816 -.0049666
T 1216  1 .1868099E+07   1000019E-01  .2621E+03 -.5068E+03   .9994354 -.0167673 -.0291175
T 1217  1 .1845136E+07   1000018E-01  .1467E+04 -.1222E+04   .9992177  .0346178 -.0191189
T 1218  1 .1846994E+07   1000010E-01  .1392E+03 -.5280E+03   .9999653  .0048575 -.0067627
T 1219  1 .1853858E+07   1000007E-01 -.8538E+01  .3656E+02   .9999972  .0023852 -.0000305
T 1220  1 .1854683E+07   1000012E-01 -.8859E+02 -.1119E+03   .9999992 -.0005052 -.0011900
T 1221  1 .1838589E+07   1000000E-01 -.9982E+02  .2193E+03   .9999502 -.0093330  .0035326
T 1222  1 .1857689E+07   1000014E-01  .2705E+02 -.7466E+02   .9999949  .0032058 -.0000939
T 1223  1 .1837292E+07   1000011E-01 -.8615E+02  .2725E+02   .9999912 -.0038839 -.0015889
T 1224  1 .1840129E+07   1000007E-01  .7234E+03  .1856E+04   .9995352  .0057300  .0299421
T 1225  1 .1837734E+07   1000015E-01 -.4788E+03  .2532E+03   .9999698 -.0019996  .0075108
T 1226  1 .1843809E+07   1000000E-01  .5532E+03 -.4036E+03   .9998426  .0157238 -.0082149
T 1227  1 .1857223E+07   1000014E-01 -.1332E+03  .4926E+03   .9999921 -.0011026 -.0038293
T 1228  1 .1854407E+07   1000016E-01 -.3428E+03 -.3675E+03   .9999933 -.0003046 -.0036491
T 1229  1 .1833212E+07   1000020E-01 -.1075E+03 -.1388E+03   .9999962 -.0027613 -.0002670
T 1230  1 .1826501E+07   1000014E-01 -.2335E+03  .1089E+03   .9999937 -.0033952  .0010384
T 1231  1 .1851314E+07   1000009E-01 -.4825E+03 -.3988E+03   .9999685 -.0058576 -.0053503
T 1232  1 .1862954E+07   1000022E-01 -.1766E+02 -.1660E+02   .9999999  .0000480 -.0002599
T 1233  1 .1836777E+07   1000016E-01  .3522E+03  .2821E+02   .9998132  .0173644 -.0084825
T 1234  1 .1838707E+07   1000023E-01  .5486E+02 -.1745E+03   .9999483  .0082554 -.0059373
T 1235  1 .1839648E+07   1000011E-01 -.1659E+03  .1143E+03   .9999877 -.0032738  .0037384
T 1236  1 .1861040E+07   1000013E-01  .3413E+02 -.3426E+02   .9999545  .0058995  .0074976
T 1237  1 .1833927E+07   1000014E-01  .1199E+03  .4945E+03   .9999679 -.0039940  .0069388
T 1238  1 .1842722E+07   1000003E-01 -.2839E+03 -.1384E+03   .9999738 -.0061314 -.0038406
T 1239  1 .1863867E+07   1000010E-01 -.3676E+03 -.3378E+03   .9999112 -.0090012 -.0098269
T 1240  1 .1848797E+07   1000020E-01 -.4000E+03 -.1923E+03   .9999716 -.0071732 -.0023226
T 1241  1 .1851214E+07   1000000E-01 -.6528E+02  .1638E+03   .9999946  .0018341  .0027309
T 1242  1 .1846054E+07   1000016E-01 -.4564E+03  .4260E+02   .9999843 -.0055101 -.0010502
T 1243  1 .1850605E+07   1000006E-01  .1644E+03  .2278E+03   .9999797  .0060952 -.0018439
T 1244  1 .1836622E+07   1000008E-01 -.1439E+03  .2126E+03   .9999397 -.0084117  .0070621
T 1245  1 .1852948E+07   1000011E-01 -.4560E+02  .2538E+03   .9999273  .0049290  .0110031
T 1246  1 .1834577E+07   1000020E-01 -.1095E+03  .3448E+03   .9999621  .0017790  .0085221
T 1247  1 .1848682E+07   1000019E-01  .6617E+03  .5488E+04   .9915836  .0078122  .1292324
T 1248  1 .1829776E+07   1000004E-01  .3848E+02 -.4093E+03   .9998945 -.0026039 -.0142871
T 1249  1 .1836901E+07   1000021E-01 -.3876E+03  .6566E+02   .9999680 -.0037689 -.0070512
T 1250  1 .1845841E+07   1000014E-01 -.1473E+03  .4878E+03   .9998806 -.0059310  .0142705
T 1251  1 .1854601E+07   1000021E-01 -.6241E+02  .4971E+02   .9999951  .0028750  .0012569
T 1252  1 .1844993E+07   1000021E-01 -.4153E+02  .6386E+02   .9999867 -.0024386 -.0045475
T 1253  1 .1842433E+07   1000006E-01 -.2195E+02 -.1635E+03   .9999937  .0026381 -.0023653
T 1254  1 .1837703E+07   1000009E-01  .3910E+03  .1179E+03   .9999906  .0040539 -.0015104
T 1255  1 .1829672E+07   1000012E-01 -.5966E+02  .6149E+02   .9999413 -.0005956  .0108196
T 1256  1 .1843478E+07   1000000E-01  .5507E+03  .1905E+03   .9999547  .0094792  .0008069
T 1257  1 .1827874E+07   1000015E-01  .1165E+03  .1343E+03   .9999990 -.0005129  .0012829
T 1258  1 .1837066E+07   1000003E-01 -.3357E+03 -.8629E+03   .9996868 -.0243538 -.0057696
T 1259  1 .1823229E+07   1000012E-01 -.2270E+03 -.6451E+02   .9998891 -.0137922 -.0056156
T 1260  1 .1855786E+07   1000019E-01  .1725E+03 -.7454E+03   .9994676  .0092942 -.0312741
T 1261  1 .1832166E+07   1000015E-01 -.7573E+02  .6831E+02   .9999790 -.0064242 -.0008816
T 1262  1 .1853353E+07   1000021E-01  .5939E+03  .3484E+03   .9998894  .0102414  .0107875
T 1263  1 .1843152E+07   1000000E-01  .4027E+03  .6252E+03   .9999798  .0020608  .0060048
T 1264  1 .1848401E+07   1000021E-01  .1314E+04  .4028E+03   .9996284  .0220865  .0159750
T 1265  1 .1843559E+07   1000002E-01 -.5471E+03 -.6230E+03   .9998769 -.0082607 -.0133422
T 1266  1 .1858861E+07   1000005E-01 -.5159E+03 -.3740E+03   .9999023 -.0123317 -.0065876
T 1267  1 .1839074E+07   1000022E-01  .9177E+02 -.9381E+02   .9999743  .0011068 -.0070773
T 1268  1 .1836245E+07   1000004E-01 -.4517E+03 -.8655E+02   .9998562 -.0163109  .0046508
T 1269  1 .1834737E+07   1000010E-01  .1023E+03 -.5179E+01   .9999888  .0038525 -.0027584
T 1270  1 .1833335E+07   1000006E-01 -.1411E+02 -.7841E+02   .9999903 -.0034864 -.0026778
T 1271  1 .1868555E+07   1000021E-01  .2191E+03  .7145E+03   .9998360  .0067776  .0167962
T 1272  1 .1832832E+07   1000020E-01  .3290E+03 -.1780E+03   .9999667  .0075157 -.0031754
T 1273  1 .1836253E+07   1000000E-01  .1131E+03 -.3031E+03   .9999642  .0047898 -.0069741
T 1274  1 .1835893E+07   1000014E-01  .7761E+02  .1125E+03   .9999259 -.0038784  .0115420
T 1275  1 .1837353E+07   1000016E-01 -.4063E+02  .2538E+03   .9999767  .0038108  .0056696
T 1276  1 .1837724E+07   1000020E-01  .7376E+02  .3031E+02   .9999966  .0022473  .0013572
T 1277  1 .1834381E+07   1000001E-01 -.5256E+03  .2094E+03   .9999101 -.0131886  .0024063
T 1278  1 .1848981E+07   1000022E-01  .2210E+03 -.3747E+03   .9999586  .0075680 -.0050487
T 1279  1 .1857864E+07   1000011E-01  .2665E+03 -.3067E+02   .9999983  .0014867 -.0011074
T 1280  1 .1845350E+07   1000018E-01  .3000E+03  .9210E+02   .9999678  .0078695  .0015690
T 1281  1 .1845392E+07   1000017E-01  .6511E+03 -.1026E+03   .9998229  .0179389  .0056946
T 1282  1 .1854158E+07   1000017E-01  .1397E+03  .3493E+03   .9999843  .0053221  .0017816
T 1283  1 .1838904E+07   1000022E-01  .9597E+02  .6093E+03   .9999246  .0015736  .0121798
T 1284  1 .1828186E+07   1000015E-01  .1088E+04  .2884E+03   .9998582  .0168240 -.0007187
T 1285  1 .1850626E+07   1000019E-01  .1024E+03 -.8909E+02   .9999998  .0006616  .0000878
T 1286  1 .1837291E+07   1000018E-01 -.3399E+03 -.3288E+03   .9997871 -.0205920 -.0013354
T 1287  1 .1848775E+07   1000000E-01 -.3379E+03  .1546E+03   .9999238 -.0118812  .0033378
T 1288  1 .1827224E+07   1000003E-01 -.9739E+03  .2551E+03   .9997062 -.0226289  .0086847
T 1289  1 .1850090E+07   1000000E-01 -.1819E+02  .3916E+02   .9999881  .0031042  .0037644
T 1290  1 .1835222E+07   1000012E-01  .4008E+02 -.3025E+01   .9999901  .0038431 -.0022427
T 1291  1 .1851524E+07   1000002E-01 -.2312E+03 -.3669E+03   .9999863 -.0024297 -.0046304
T 1292  1 .1830250E+07   1000017E-01  .4396E+02 -.1315E+03   .9999978 -.0006495 -.0019719
T 1293  1 .1848076E+07   1000021E-01  .4330E+03 -.8895E+02   .9999954  .0030334 -.0000886
T 1294  1 .1843808E+07   1000013E-01  .2187E+03 -.1662E+03   .9999804 -.0050768 -.0036623
T 1295  1 .1855923E+07   1000011E-01 -.4022E+03  .1799E+03   .9999792 -.0062918  .0014198
T 1296  1 .1851542E+07   1000012E-01 -.1949E+04  .5109E+03   .9992648 -.0379080 -.0057373
T 1297  1 .1855830E+07   1000016E-01 -.3815E+03  .1718E+03   .9999849 -.0048732  .0025300
T 1298  1 .1838533E+07   1000009E-01 -.7463E+03  .8231E+03   .9996851 -.0190414  .0163457
